VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1462,COLLINSCENTER1,ORCHC,ORCHESTRA CENTER,1,A,GOLD,LEFT,POLY,,"191,165,192,397,346,396,347,163,347,164"
1462,COLLINSCENTER1,ORCHL,ORCHESTRA LEFT,2,A,GOLD,LEFT,POLY,,"149,165,53,164,53,172,30,173,29,185,19,185,20,208,8,208,6,224,0,225,2,271,7,271,9,285,1,286,1,397,148,396,148,396"
1462,COLLINSCENTER1,ORCHR,ORCHESTRA RIGHT,3,A,GOLD,LEFT,POLY,,"386,164,483,164,485,173,526,175,526,187,518,187,517,210,525,211,526,225,550,227,550,272,527,272,527,288,547,289,547,394,387,395,387,395"
1462,COLLINSCENTER1,MEZZC,MEZZANINE CENTER,4,A,GOLD,LEFT,POLY,,"230,485,228,569,315,568,315,485,313,486"
1462,COLLINSCENTER1,MEZZL,MEZZANINE LEFT,5,A,GOLD,LEFT,POLY,,"185,486,184,534,172,534,171,552,182,553,183,615,98,614,97,599,48,598,49,542,78,543,78,527,62,526,60,486,60,486"
1462,COLLINSCENTER1,MEZZR,MEZZANINE RIGHT,6,H,GOLD,LEFT,POLY,,"364,485,365,533,378,533,377,554,363,555,365,614,450,614,447,598,496,598,497,543,471,542,470,527,488,526,488,484,488,485"
