VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image
1120,PARAMOUNTTHEATRE1,ADAA,A,2,1451,H,1,1,1,
1120,PARAMOUNTTHEATRE1,ADAA,A,1,1453,H,1,1,2,
1120,PARAMOUNTTHEATRE1,ADAB,M,12,1456,H,1,1,1,
1120,PARAMOUNTTHEATRE1,ADAMB,V,2,1457,H,1,1,1,
1120,PARAMOUNTTHEATRE1,ADAB,M,11,1455,H,1,1,2,
1120,PARAMOUNTTHEATRE1,ADAMB,V,1,1458,H,1,1,2,
1120,PARAMOUNTTHEATRE1,ADAC,A,4,1454,H,1,1,1,
1120,PARAMOUNTTHEATRE1,ADAC,A,3,1452,H,1,1,2,
1120,PARAMOUNTTHEATRE1,BALCA,H,8,1147,A,1,1,6,
1120,PARAMOUNTTHEATRE1,BALCA,H,7,1149,A,0,1,7,
1120,PARAMOUNTTHEATRE1,BALCA,H,6,1151,A,0,1,8,
1120,PARAMOUNTTHEATRE1,BALCA,H,5,1153,A,0,1,9,
1120,PARAMOUNTTHEATRE1,BALCA,H,4,1155,A,0,1,10,
1120,PARAMOUNTTHEATRE1,BALCA,H,3,1157,A,0,1,11,
1120,PARAMOUNTTHEATRE1,BALCA,H,2,1159,A,0,1,12,
1120,PARAMOUNTTHEATRE1,BALCA,H,1,1161,A,1,1,13
1120,PARAMOUNTTHEATRE1,BALCA,J,8,1175,A,1,2,6
1120,PARAMOUNTTHEATRE1,BALCA,J,7,1177,A,0,2,7
1120,PARAMOUNTTHEATRE1,BALCA,J,6,1179,A,0,2,8
1120,PARAMOUNTTHEATRE1,BALCA,J,5,1181,A,0,2,9
1120,PARAMOUNTTHEATRE1,BALCA,J,4,1183,A,0,2,10
1120,PARAMOUNTTHEATRE1,BALCA,J,3,1185,A,0,2,11
1120,PARAMOUNTTHEATRE1,BALCA,J,2,1187,A,0,2,12
1120,PARAMOUNTTHEATRE1,BALCA,J,1,1189,A,1,2,13
1120,PARAMOUNTTHEATRE1,BALCA,K,8,1204,A,1,3,6
1120,PARAMOUNTTHEATRE1,BALCA,K,7,1206,A,0,3,7
1120,PARAMOUNTTHEATRE1,BALCA,K,6,1208,A,0,3,8
1120,PARAMOUNTTHEATRE1,BALCA,K,5,1210,A,0,3,9
1120,PARAMOUNTTHEATRE1,BALCA,K,4,1212,A,0,3,10
1120,PARAMOUNTTHEATRE1,BALCA,K,3,1214,A,0,3,11
1120,PARAMOUNTTHEATRE1,BALCA,K,2,1216,A,0,3,12
