VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1593,CYPRESSGARDENS4,SECAF,SECTION A FRONT,1,A,GOLD,LEFT,,POLY,"169,85,131,179,77,156,148,77,169,85"
1593,CYPRESSGARDENS4,SECAB,SECTION A BACK,2,A,GOLD,LEFT,,POLY,"127,198,46,166,37,172,31,188,36,254,33,259,45,265,48,258,97,277,127,198"
1593,CYPRESSGARDENS4,SECBF,SECTION B FRONT,3,A,GOLD,LEFT,,POLY,"193,75,240,76,241,185,153,185,193,75"
1593,CYPRESSGARDENS4,SECBB,SECTION B BACK,4,A,GOLD,LEFT,,POLY,"148,204,241,204,241,297,210,296,210,289,121,289,148,204"
1593,CYPRESSGARDENS4,SECCF,SECTION C FRONT,5,A,GOLD,LEFT,,POLY,"260,75,260,185,349,185,308,75,260,76"
1593,CYPRESSGARDENS4,SECCB,SECTION C BACK,6,A,GOLD,LEFT,,POLY,"260,203,354,204,381,289,290,288,291,297,260,297,260,204"
1593,CYPRESSGARDENS4,SECDF,SECTION D FRONT,7,A,GOLD,LEFT,,POLY,"330,85,351,77,422,156,368,179,329,85"
1593,CYPRESSGARDENS4,SECDB,SECTION D BACK,8,A,GOLD,LEFT,,POLY,"376,198,457,167,465,172,472,190,468,252,470,259,458,264,454,257,405,276,375,197"
1593,CYPRESSGARDENS4,ADAAB,ADA A,17,H,ADABlack,LEFT,ADA,POLY,"29,175,22,170,21,179,21,219,22,251,27,254,31,250,21,243,21,220,29,219,28,209,20,209,20,183,27,183,30,176,23,172"
1593,CYPRESSGARDENS4,ADADB,ADA D,18,H,ADABlack,LEFT,ADA,POLY,"474,182,480,182,478,172,471,173,473,182,484,215,475,217,473,208,481,205,484,214,481,252,478,255,472,250,474,241,482,244,485,213,474,189,481,181,478,173"
1593,CYPRESSGARDENS4,ASUP,A Supplemental,9,A,RED,LEFT,,POLY,"95,279,84,307,13,280,20,260,46,270,50,261,96,279"
1593,CYPRESSGARDENS4,BSUP,B Supplemental,10,A,RED,LEFT,,POLY,"119,294,108,328,240,328,240,302,202,301,202,294,120,293"
1593,CYPRESSGARDENS4,CSUP,C Supplemental,11,A,RED,LEFT,,POLY,"258,302,259,328,392,328,380,294,296,294,297,302,258,302"
1593,CYPRESSGARDENS4,DSUP,D Supplemental,12,A,RED,LEFT,,POLY,"409,279,419,307,491,280,483,260,457,271,452,261,409,279"
