VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1459,OLDSOUTHCHURCH1,P009,PEW 9,2,H,GOLD,LEFT,,RECT,"261,121,300,135"
1459,OLDSOUTHCHURCH1,P010,PEW 10,1,H,GOLD,LEFT,,RECT,"193,123,231,133"
1459,OLDSOUTHCHURCH1,P011,PEW 11,6,H,GOLD,LEFT,,RECT,"263,143,300,153"
1459,OLDSOUTHCHURCH1,P012,PEW 12,5,H,GOLD,LEFT,,RECT,"192,142,230,154"
1459,OLDSOUTHCHURCH1,P013,PEW 13,10,A,GOLD,LEFT,,RECT,"261,161,301,175"
1459,OLDSOUTHCHURCH1,P014,PEW 14,9,A,GOLD,LEFT,,RECT,"192,163,231,176"
1459,OLDSOUTHCHURCH1,P015,PEW 15,14,H,BLUE,LEFT,,RECT,"261,183,300,195"
1459,OLDSOUTHCHURCH1,P016,PEW 16,13,H,BLUE,LEFT,,RECT,"192,183,232,196"
1459,OLDSOUTHCHURCH1,P017,PEW 17,18,H,BLUE,LEFT,,RECT,"261,202,300,216"
1459,OLDSOUTHCHURCH1,P018,PEW 18,17,H,BLUE,LEFT,,RECT,"191,203,231,217"
1459,OLDSOUTHCHURCH1,P019,PEW 19,22,A,BLUE,LEFT,,RECT,"261,223,300,236"
1459,OLDSOUTHCHURCH1,P020,PEW 20,21,A,BLUE,LEFT,,RECT,"191,223,231,238"
1459,OLDSOUTHCHURCH1,P021,PEW 21,26,A,BLUE,LEFT,,RECT,"261,244,300,256"
1459,OLDSOUTHCHURCH1,P022,PEW 22,25,A,BLUE,LEFT,,RECT,"192,244,232,258"
1459,OLDSOUTHCHURCH1,P023,PEW 23,30,A,BLUE,LEFT,,RECT,"260,262,301,276"
1459,OLDSOUTHCHURCH1,P024,PEW 24,29,A,BLUE,LEFT,,RECT,"191,265,232,277"
1459,OLDSOUTHCHURCH1,P025,PEW 25,34,A,BLUE,LEFT,,RECT,"259,285,300,298"
1459,OLDSOUTHCHURCH1,P026,PEW 26,33,A,BLUE,LEFT,,RECT,"191,285,230,299"
1459,OLDSOUTHCHURCH1,P027,PEW 27,38,A,BLUE,LEFT,,RECT,"260,303,301,317"
1459,OLDSOUTHCHURCH1,P028,PEW 28,37,A,BLUE,LEFT,,RECT,"189,306,229,319"
1459,OLDSOUTHCHURCH1,P029,PEW 29,42,A,BLUE,LEFT,,RECT,"258,325,299,338"
1459,OLDSOUTHCHURCH1,P030,PEW 30,41,A,BLUE,LEFT,,RECT,"191,326,230,337"
1459,OLDSOUTHCHURCH1,P031,PEW 31,46,A,BLUE,LEFT,,RECT,"260,345,301,360"
1459,OLDSOUTHCHURCH1,P032,PEW 32,45,A,BLUE,LEFT,,RECT,"190,347,229,358"
1459,OLDSOUTHCHURCH1,P033,PEW 33,50,A,BLUE,LEFT,,RECT,"260,367,301,380"
1459,OLDSOUTHCHURCH1,P034,PEW 34,49,A,BLUE,LEFT,,RECT,"192,365,231,380"
1459,OLDSOUTHCHURCH1,P035,PEW 35,54,A,BLUE,LEFT,,RECT,"260,385,300,399"
1459,OLDSOUTHCHURCH1,P036,PEW 36,53,A,BLUE,LEFT,,RECT,"190,387,231,400"
1459,OLDSOUTHCHURCH1,P037,PEW 37,58,H,BLUE,LEFT,,RECT,"260,406,300,420"
1459,OLDSOUTHCHURCH1,P038,PEW 38,57,H,BLUE,LEFT,,RECT,"190,407,230,420"
