VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1317,ACADEMYMUSIC1,ORFRC,Orchestra Front Center,1,A,Blue,Left,,,
1317,ACADEMYMUSIC1,ORFRL,Orchestra Front Left,2,A,Blue,Left,,,
1317,ACADEMYMUSIC1,ORFRR,Orchestra Front Right,3,A,Blue,Left,,,
1317,ACADEMYMUSIC1,ORMDC,Orchestra Middle Center,6,A,DarkRed,Center,,,
1317,ACADEMYMUSIC1,ORMDL,Orchestra Middle Left,7,A,DarkRed,Left,,,
1317,ACADEMYMUSIC1,ORMDR,Orchestra Middle Right ,8,A,DarkRed,Left,,,
1317,ACADEMYMUSIC1,ORC50,Orchestra Rear Center 50,11,A,Gold,Center,,,
1317,ACADEMYMUSIC1,ORL50,Orchestra Rear Left 50,12,A,Gold,Left,,,
1317,ACADEMYMUSIC1,ORR50,Orchestra Rear Right 50,13,A,Gold,Left,,,
1317,ACADEMYMUSIC1,ORC30,Orchestra Rear Center 30,14,A,Green,Left,,,
1317,ACADEMYMUSIC1,ORL15,Orchestra Rear Left 15,17,A,LightBlue,Left,,,
1317,ACADEMYMUSIC1,ORR15,Orchestra Rear Right 15,18,A,LightBlue,Left,,,
1317,ACADEMYMUSIC1,DCFRL,Dress Circle Front Left,4,A,Blue,Left,,,
1317,ACADEMYMUSIC1,DCFRR,Dress Circle Front Right,5,A,Blue,Left,,,
1317,ACADEMYMUSIC1,DCRRL,Dress Circle Rear Left,9,A,DarkRed,Left,,,
1317,ACADEMYMUSIC1,DCRRR,Dress Circle Rear Right,10,A,DarkRed,Left
1317,ACADEMYMUSIC1,UBFRL,Upper Balcony Front Left,15,A,Green,Left
1317,ACADEMYMUSIC1,UBFRR,Upper Balcony Front Right,16,A,Green,Left
1317,ACADEMYMUSIC1,UBRRL,Upper Balcony Rear Left,19,A,LightBlue,Left
1317,ACADEMYMUSIC1,UBRRR,Upper Balcony Rear Right,20,A,LightBlue,Left
1317,ACADEMYMUSIC1,ADAFR,ADA Front,21,H,DarkRed,Left
1317,ACADEMYMUSIC1,ADARR,ADA Rear,22,H,Gold,Left
