VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image
1953,CULLENTHEATER1,SECBB,P,10,462,A,0,16,10
1953,CULLENTHEATER1,SECBB,P,11,464,A,0,16,11
1953,CULLENTHEATER1,SECBB,P,12,466,A,0,16,12
1953,CULLENTHEATER1,SECBB,P,13,468,A,0,16,13
1953,CULLENTHEATER1,SECBB,P,14,470,A,1,16,14
1953,CULLENTHEATER1,SECBB,Q,1,503,A,1,17,1
1953,CULLENTHEATER1,SECBB,Q,2,501,A,0,17,2
1953,CULLENTHEATER1,SECBB,Q,3,499,A,0,17,3
1953,CULLENTHEATER1,SECBB,Q,4,497,A,0,17,4
1953,CULLENTHEATER1,SECBB,Q,5,495,A,0,17,5
1953,CULLENTHEATER1,SECBB,Q,6,493,A,0,17,6
1953,CULLENTHEATER1,SECBB,Q,7,491,A,0,17,7
1953,CULLENTHEATER1,SECBB,Q,8,492,A,0,17,8
1953,CULLENTHEATER1,SECBB,Q,9,494,A,0,17,9
1953,CULLENTHEATER1,SECBB,Q,10,496,A,0,17,10
1953,CULLENTHEATER1,SECBB,Q,11,498,A,0,17,11
1953,CULLENTHEATER1,SECBB,Q,12,500,A,0,17,12
1953,CULLENTHEATER1,SECBB,Q,13,502,A,0,17,13
1953,CULLENTHEATER1,SECBB,Q,14,504,A,1,17,14
1953,CULLENTHEATER1,SECBB,R,1,537,A,1,18,1
1953,CULLENTHEATER1,SECBB,R,2,535,A,0,18,2
1953,CULLENTHEATER1,SECBB,R,3,533,A,0,18,3
1953,CULLENTHEATER1,SECBB,R,4,531,A,0,18,4
1953,CULLENTHEATER1,SECBB,R,5,529,A,0,18,5
1953,CULLENTHEATER1,SECBB,R,6,527,A,0,18,6
1953,CULLENTHEATER1,SECBB,R,7,525,A,0,18,7
1953,CULLENTHEATER1,SECBB,R,8,526,A,0,18,8
1953,CULLENTHEATER1,SECBB,R,9,528,A,0,18,9
1953,CULLENTHEATER1,SECBB,R,10,530,A,0,18,10
1953,CULLENTHEATER1,SECBB,R,11,532,A,0,18,11
1953,CULLENTHEATER1,SECBB,R,12,534,A,0,18,12
1953,CULLENTHEATER1,SECBB,R,13,536,A,0,18,13
1953,CULLENTHEATER1,SECBB,R,14,538,A,1,18,14
1953,CULLENTHEATER1,SECBB,S,1,569,A,1,19,1
1953,CULLENTHEATER1,SECBB,S,2,567,A,0,19,2
1953,CULLENTHEATER1,SECBB,S,3,565,A,0,19,3
1953,CULLENTHEATER1,SECBB,S,4,563,A,0,19,4
1953,CULLENTHEATER1,SECBB,S,5,561,A,0,19,5
1953,CULLENTHEATER1,SECBB,S,6,559,A,0,19,6
1953,CULLENTHEATER1,SECBB,S,7,557,A,0,19,7
1953,CULLENTHEATER1,SECBB,S,8,558,A,0,19,8
1953,CULLENTHEATER1,SECBB,S,9,560,A,0,19,9
1953,CULLENTHEATER1,SECBB,S,10,562,A,0,19,10
1953,CULLENTHEATER1,SECBB,S,11,564,A,0,19,11
1953,CULLENTHEATER1,SECBB,S,12,566,A,0,19,12
1953,CULLENTHEATER1,SECBB,S,13,568,A,0,19,13
1953,CULLENTHEATER1,SECBB,S,14,570,A,1,19,14
1953,CULLENTHEATER1,SECBB,T,1,599,A,1,20,1
1953,CULLENTHEATER1,SECBB,T,2,597,A,0,20,2
1953,CULLENTHEATER1,SECBB,T,3,595,A,0,20,3
1953,CULLENTHEATER1,SECBB,T,4,593,A,0,20,4
1953,CULLENTHEATER1,SECBB,T,5,591,A,0,20,5
1953,CULLENTHEATER1,SECBB,T,6,589,A,0,20,6
1953,CULLENTHEATER1,SECBB,T,7,587,A,0,20,7
1953,CULLENTHEATER1,SECBB,T,8,588,A,0,20,8
1953,CULLENTHEATER1,SECBB,T,9,590,A,0,20,9
1953,CULLENTHEATER1,SECBB,T,10,592,A,0,20,10
1953,CULLENTHEATER1,SECBB,T,11,594,A,0,20,11
1953,CULLENTHEATER1,SECBB,T,12,596,A,0,20,12
1953,CULLENTHEATER1,SECBB,T,13,598,A,0,20,13
1953,CULLENTHEATER1,SECBB,T,14,600,A,1,20,14
1953,CULLENTHEATER1,SECBB,U,1,627,A,1,21,1
1953,CULLENTHEATER1,SECBB,U,2,625,A,0,21,2
1953,CULLENTHEATER1,SECBB,U,3,623,A,0,21,3
1953,CULLENTHEATER1,SECBB,U,4,621,A,0,21,4
1953,CULLENTHEATER1,SECBB,U,5,619,A,0,21,5
1953,CULLENTHEATER1,SECBB,U,6,617,A,0,21,6
1953,CULLENTHEATER1,SECBB,U,7,615,A,0,21,7
1953,CULLENTHEATER1,SECBB,U,8,616,A,0,21,8
1953,CULLENTHEATER1,SECBB,U,9,618,A,0,21,9
1953,CULLENTHEATER1,SECBB,U,10,620,A,0,21,10
1953,CULLENTHEATER1,SECBB,U,11,622,A,0,21,11
1953,CULLENTHEATER1,SECBB,U,12,624,A,0,21,12
1953,CULLENTHEATER1,SECBB,U,13,626,A,0,21,13
1953,CULLENTHEATER1,SECBB,U,14,628,A,1,21,14
1953,CULLENTHEATER1,SECCC,A,1,190,A,1,1,1
1953,CULLENTHEATER1,SECCC,A,2,192,A,0,1,2
1953,CULLENTHEATER1,SECCC,A,3,194,A,1,1,3
1953,CULLENTHEATER1,SECCC,B,1,132,A,1,2,1
1953,CULLENTHEATER1,SECCC,B,2,134,A,0,2,2
1953,CULLENTHEATER1,SECCC,B,3,136,A,0,2,3
1953,CULLENTHEATER1,SECCC,B,4,138,A,0,2,4
1953,CULLENTHEATER1,SECCC,B,5,140,A,1,2,5
1953,CULLENTHEATER1,SECCC,C,1,74,A,1,3,1
1953,CULLENTHEATER1,SECCC,C,2,76,A,0,3,2
1953,CULLENTHEATER1,SECCC,C,3,78,A,0,3,3
1953,CULLENTHEATER1,SECCC,C,4,80,A,0,3,4
1953,CULLENTHEATER1,SECCC,C,5,82,A,0,3,5
1953,CULLENTHEATER1,SECCC,C,6,84,A,1,3,6
1953,CULLENTHEATER1,SECCC,D,1,16,A,1,4,1
1953,CULLENTHEATER1,SECCC,D,2,18,A,0,4,2
1953,CULLENTHEATER1,SECCC,D,3,20,A,0,4,3
1953,CULLENTHEATER1,SECCC,D,4,22,A,0,4,4
1953,CULLENTHEATER1,SECCC,D,5,24,A,0,4,5
1953,CULLENTHEATER1,SECCC,D,6,26,A,0,4,6
1953,CULLENTHEATER1,SECCC,D,7,28,A,1,4,7
1953,CULLENTHEATER1,SECCC,E,1,44,A,1,5,1
1953,CULLENTHEATER1,SECCC,E,2,46,A,0,5,2
1953,CULLENTHEATER1,SECCC,E,3,48,A,0,5,3
1953,CULLENTHEATER1,SECCC,E,4,50,A,0,5,4
1953,CULLENTHEATER1,SECCC,E,5,52,A,0,5,5
1953,CULLENTHEATER1,SECCC,E,6,54,A,0,5,6
1953,CULLENTHEATER1,SECCC,E,7,56,A,0,5,7
1953,CULLENTHEATER1,SECCC,E,8,58,A,1,5,8
1953,CULLENTHEATER1,SECCC,F,1,100,A,1,6,1
1953,CULLENTHEATER1,SECCC,F,2,102,A,0,6,2
1953,CULLENTHEATER1,SECCC,F,3,104,A,0,6,3
1953,CULLENTHEATER1,SECCC,F,4,106,A,0,6,4
1953,CULLENTHEATER1,SECCC,F,5,108,A,0,6,5
1953,CULLENTHEATER1,SECCC,F,6,110,A,0,6,6
1953,CULLENTHEATER1,SECCC,F,7,112,A,0,6,7
1953,CULLENTHEATER1,SECCC,F,8,114,A,0,6,8
1953,CULLENTHEATER1,SECCC,F,9,116,A,1,6,9
1953,CULLENTHEATER1,SECCC,G,1,156,A,1,7,1
1953,CULLENTHEATER1,SECCC,G,2,158,A,0,7,2
1953,CULLENTHEATER1,SECCC,G,3,160,A,0,7,3
1953,CULLENTHEATER1,SECCC,G,4,162,A,0,7,4
1953,CULLENTHEATER1,SECCC,G,5,164,A,0,7,5
1953,CULLENTHEATER1,SECCC,G,6,166,A,0,7,6
1953,CULLENTHEATER1,SECCC,G,7,168,A,0,7,7
1953,CULLENTHEATER1,SECCC,G,8,170,A,0,7,8
1953,CULLENTHEATER1,SECCC,G,9,172,A,0,7,9
1953,CULLENTHEATER1,SECCC,G,10,174,A,1,7,10
1953,CULLENTHEATER1,SECCC,H,1,210,A,1,8,1
1953,CULLENTHEATER1,SECCC,H,2,212,A,0,8,2
1953,CULLENTHEATER1,SECCC,H,3,214,A,0,8,3
1953,CULLENTHEATER1,SECCC,H,4,216,A,0,8,4
1953,CULLENTHEATER1,SECCC,H,5,218,A,0,8,5
1953,CULLENTHEATER1,SECCC,H,6,220,A,0,8,6
1953,CULLENTHEATER1,SECCC,H,7,222,A,0,8,7
1953,CULLENTHEATER1,SECCC,H,8,224,A,0,8,8
1953,CULLENTHEATER1,SECCC,H,9,226,A,0,8,9
1953,CULLENTHEATER1,SECCC,H,10,228,A,1,8,10
1953,CULLENTHEATER1,SECCC,I,1,244,A,1,9,1
1953,CULLENTHEATER1,SECCC,I,2,246,A,0,9,2
1953,CULLENTHEATER1,SECCC,I,3,248,A,0,9,3
1953,CULLENTHEATER1,SECCC,I,4,250,A,0,9,4
1953,CULLENTHEATER1,SECCC,I,5,252,A,0,9,5
1953,CULLENTHEATER1,SECCC,I,6,254,A,0,9,6
1953,CULLENTHEATER1,SECCC,I,7,256,A,0,9,7
1953,CULLENTHEATER1,SECCC,I,8,258,A,0,9,8
1953,CULLENTHEATER1,SECCC,I,9,260,A,0,9,9
1953,CULLENTHEATER1,SECCC,I,10,262,A,1,9,10
1953,CULLENTHEATER1,SECCC,J,1,278,A,1,10,1
1953,CULLENTHEATER1,SECCC,J,2,280,A,0,10,2
1953,CULLENTHEATER1,SECCC,J,3,282,A,0,10,3
1953,CULLENTHEATER1,SECCC,J,4,284,A,0,10,4
1953,CULLENTHEATER1,SECCC,J,5,286,A,0,10,5
1953,CULLENTHEATER1,SECCC,J,6,288,A,0,10,6
1953,CULLENTHEATER1,SECCC,J,7,290,A,0,10,7
1953,CULLENTHEATER1,SECCC,J,8,292,A,0,10,8
1953,CULLENTHEATER1,SECCC,J,9,294,A,0,10,9
1953,CULLENTHEATER1,SECCC,J,10,296,A,1,10,10
1953,CULLENTHEATER1,SECCC,L,1,336,A,1,12,1
1953,CULLENTHEATER1,SECCC,L,2,338,A,0,12,2
1953,CULLENTHEATER1,SECCC,L,3,340,A,0,12,3
1953,CULLENTHEATER1,SECCC,L,4,342,A,0,12,4
1953,CULLENTHEATER1,SECCC,L,5,344,A,0,12,5
1953,CULLENTHEATER1,SECCC,L,6,346,A,0,12,6
1953,CULLENTHEATER1,SECCC,L,7,348,A,0,12,7
1953,CULLENTHEATER1,SECCC,L,8,350,A,0,12,8
1953,CULLENTHEATER1,SECCC,L,9,352,A,0,12,9
1953,CULLENTHEATER1,SECCC,L,10,354,A,1,12,10
1953,CULLENTHEATER1,SECCC,M,1,370,A,1,13,1
1953,CULLENTHEATER1,SECCC,M,2,372,A,0,13,2
1953,CULLENTHEATER1,SECCC,M,3,374,A,0,13,3
1953,CULLENTHEATER1,SECCC,M,4,376,A,0,13,4
1953,CULLENTHEATER1,SECCC,M,5,378,A,0,13,5
1953,CULLENTHEATER1,SECCC,M,6,380,A,0,13,6
1953,CULLENTHEATER1,SECCC,M,7,382,A,0,13,7
1953,CULLENTHEATER1,SECCC,M,8,384,A,0,13,8
1953,CULLENTHEATER1,SECCC,M,9,386,A,0,13,9
1953,CULLENTHEATER1,SECCC,M,10,388,A,1,13,10
1953,CULLENTHEATER1,SECCC,N,1,404,A,1,14,1
1953,CULLENTHEATER1,SECCC,N,2,406,A,0,14,2
1953,CULLENTHEATER1,SECCC,N,3,408,A,0,14,3
1953,CULLENTHEATER1,SECCC,N,4,410,A,0,14,4
1953,CULLENTHEATER1,SECCC,N,5,412,A,0,14,5
1953,CULLENTHEATER1,SECCC,N,6,414,A,0,14,6
1953,CULLENTHEATER1,SECCC,N,7,416,A,0,14,7
1953,CULLENTHEATER1,SECCC,N,8,418,A,0,14,8
1953,CULLENTHEATER1,SECCC,N,9,420,A,0,14,9
1953,CULLENTHEATER1,SECCC,N,10,422,A,1,14,10
1953,CULLENTHEATER1,SECCC,O,1,438,A,1,15,1
1953,CULLENTHEATER1,SECCC,O,2,440,A,0,15,2
1953,CULLENTHEATER1,SECCC,O,3,442,A,0,15,3
1953,CULLENTHEATER1,SECCC,O,4,444,A,0,15,4
1953,CULLENTHEATER1,SECCC,O,5,446,A,0,15,5
1953,CULLENTHEATER1,SECCC,O,6,448,A,0,15,6
1953,CULLENTHEATER1,SECCC,O,7,450,A,0,15,7
1953,CULLENTHEATER1,SECCC,O,8,452,A,0,15,8
1953,CULLENTHEATER1,SECCC,O,9,454,A,0,15,9
1953,CULLENTHEATER1,SECCC,O,10,456,A,1,15,10
1953,CULLENTHEATER1,SECCC,P,1,472,A,1,16,1
1953,CULLENTHEATER1,SECCC,P,2,474,A,0,16,2
1953,CULLENTHEATER1,SECCC,P,3,476,A,0,16,3
1953,CULLENTHEATER1,SECCC,P,4,478,A,0,16,4
1953,CULLENTHEATER1,SECCC,P,5,480,A,0,16,5
1953,CULLENTHEATER1,SECCC,P,6,482,A,0,16,6
1953,CULLENTHEATER1,SECCC,P,7,484,A,0,16,7
1953,CULLENTHEATER1,SECCC,P,8,486,A,0,16,8
1953,CULLENTHEATER1,SECCC,P,9,488,A,0,16,9
1953,CULLENTHEATER1,SECCC,P,10,490,A,1,16,10
1953,CULLENTHEATER1,SECCC,Q,1,506,A,1,17,1
1953,CULLENTHEATER1,SECCC,Q,2,508,A,0,17,2
1953,CULLENTHEATER1,SECCC,Q,3,510,A,0,17,3
1953,CULLENTHEATER1,SECCC,Q,4,512,A,0,17,4
1953,CULLENTHEATER1,SECCC,Q,5,514,A,0,17,5
1953,CULLENTHEATER1,SECCC,Q,6,516,A,0,17,6
1953,CULLENTHEATER1,SECCC,Q,7,518,A,0,17,7
1953,CULLENTHEATER1,SECCC,Q,8,520,A,0,17,8
1953,CULLENTHEATER1,SECCC,Q,9,522,A,0,17,9
1953,CULLENTHEATER1,SECCC,Q,10,524,A,1,17,10
1953,CULLENTHEATER1,SECCC,R,1,540,A,1,18,1
1953,CULLENTHEATER1,SECCC,R,2,542,A,0,18,2
1953,CULLENTHEATER1,SECCC,R,3,544,A,0,18,3
1953,CULLENTHEATER1,SECCC,R,4,546,A,0,18,4
1953,CULLENTHEATER1,SECCC,R,5,548,A,0,18,5
1953,CULLENTHEATER1,SECCC,R,6,550,A,0,18,6
1953,CULLENTHEATER1,SECCC,R,7,552,A,0,18,7
1953,CULLENTHEATER1,SECCC,R,8,554,A,0,18,8
1953,CULLENTHEATER1,SECCC,R,9,556,A,1,18,9
1953,CULLENTHEATER1,SECCC,S,1,572,A,1,19,1
1953,CULLENTHEATER1,SECCC,S,2,574,A,0,19,2
1953,CULLENTHEATER1,SECCC,S,3,576,A,0,19,3
1953,CULLENTHEATER1,SECCC,S,4,578,A,0,19,4
1953,CULLENTHEATER1,SECCC,S,5,580,A,0,19,5
1953,CULLENTHEATER1,SECCC,S,6,582,A,0,19,6
1953,CULLENTHEATER1,SECCC,S,7,584,A,0,19,7
1953,CULLENTHEATER1,SECCC,S,8,586,A,1,19,8
1953,CULLENTHEATER1,SECCC,T,1,602,A,1,20,1
1953,CULLENTHEATER1,SECCC,T,2,604,A,0,20,2
1953,CULLENTHEATER1,SECCC,T,3,606,A,0,20,3
1953,CULLENTHEATER1,SECCC,T,4,608,A,0,20,4
1953,CULLENTHEATER1,SECCC,T,5,610,A,0,20,5
1953,CULLENTHEATER1,SECCC,T,6,612,A,0,20,6
1953,CULLENTHEATER1,SECCC,T,7,614,A,1,20,7
1953,CULLENTHEATER1,SECCC,U,1,630,A,1,21,1
1953,CULLENTHEATER1,SECCC,U,2,632,A,0,21,2
1953,CULLENTHEATER1,SECCC,U,3,634,A,0,21,3
1953,CULLENTHEATER1,SECCC,U,4,636,A,0,21,4
1953,CULLENTHEATER1,SECCC,U,5,638,A,1,21,5
1953,CULLENTHEATER1,SECDD,A,6,862,A,1,1,3
1953,CULLENTHEATER1,SECDD,A,5,860,A,0,1,4
1953,CULLENTHEATER1,SECDD,A,4,858,A,0,1,5
1953,CULLENTHEATER1,SECDD,A,3,856,A,0,1,6
1953,CULLENTHEATER1,SECDD,A,2,854,A,0,1,7
1953,CULLENTHEATER1,SECDD,A,1,852,A,1,1,8
1953,CULLENTHEATER1,SECDD,B,7,814,A,1,2,2
1953,CULLENTHEATER1,SECDD,B,6,812,A,0,2,3
1953,CULLENTHEATER1,SECDD,B,5,810,A,0,2,4
1953,CULLENTHEATER1,SECDD,B,4,808,A,0,2,5
1953,CULLENTHEATER1,SECDD,B,3,806,A,0,2,6
1953,CULLENTHEATER1,SECDD,B,2,804,A,0,2,7
1953,CULLENTHEATER1,SECDD,B,1,802,A,1,2,8
1953,CULLENTHEATER1,SECDD,C,7,728,A,1,3,2
1953,CULLENTHEATER1,SECDD,C,6,726,A,0,3,3
1953,CULLENTHEATER1,SECDD,C,5,724,A,0,3,4
1953,CULLENTHEATER1,SECDD,C,4,722,A,0,3,5
1953,CULLENTHEATER1,SECDD,C,3,720,A,0,3,6
1953,CULLENTHEATER1,SECDD,C,2,718,A,0,3,7
1953,CULLENTHEATER1,SECDD,C,1,716,A,1,3,8
1953,CULLENTHEATER1,SECDD,D,7,682,A,1,4,2
1953,CULLENTHEATER1,SECDD,D,6,680,A,0,4,3
1953,CULLENTHEATER1,SECDD,D,5,678,A,0,4,4
1953,CULLENTHEATER1,SECDD,D,4,676,A,0,4,5
1953,CULLENTHEATER1,SECDD,D,3,674,A,0,4,6
1953,CULLENTHEATER1,SECDD,D,2,672,A,0,4,7
1953,CULLENTHEATER1,SECDD,D,1,670,A,1,4,8
1953,CULLENTHEATER1,SECDD,E,12,669,A,1,5,1
1953,CULLENTHEATER1,SECDD,E,11,668,A,0,5,2
1953,CULLENTHEATER1,SECDD,E,10,667,A,0,5,3
1953,CULLENTHEATER1,SECDD,E,9,666,A,0,5,4
1953,CULLENTHEATER1,SECDD,E,8,665,A,0,5,5
1953,CULLENTHEATER1,SECDD,E,7,664,A,0,5,6
1953,CULLENTHEATER1,SECDD,E,6,663,A,0,5,7
1953,CULLENTHEATER1,SECDD,E,5,661,A,0,5,8
1953,CULLENTHEATER1,SECDD,E,4,659,A,0,5,9
1953,CULLENTHEATER1,SECDD,E,3,657,A,0,5,10
1953,CULLENTHEATER1,SECDD,E,2,655,A,0,5,11
1953,CULLENTHEATER1,SECDD,E,1,653,A,1,5,12
1953,CULLENTHEATER1,SECDD,F,12,715,A,1,6,1
1953,CULLENTHEATER1,SECDD,F,11,714,A,0,6,2
1953,CULLENTHEATER1,SECDD,F,10,713,A,0,6,3
1953,CULLENTHEATER1,SECDD,F,9,712,A,0,6,4
1953,CULLENTHEATER1,SECDD,F,8,711,A,0,6,5
1953,CULLENTHEATER1,SECDD,F,7,710,A,0,6,6
1953,CULLENTHEATER1,SECDD,F,6,708,A,0,6,7
1953,CULLENTHEATER1,SECDD,F,5,706,A,0,6,8
1953,CULLENTHEATER1,SECDD,F,4,704,A,0,6,9
1953,CULLENTHEATER1,SECDD,F,3,702,A,0,6,10
1953,CULLENTHEATER1,SECDD,F,2,700,A,0,6,11
1953,CULLENTHEATER1,SECDD,F,1,698,A,1,6,12
1953,CULLENTHEATER1,SECDD,G,11,764,A,1,7,2
1953,CULLENTHEATER1,SECDD,G,10,762,A,0,7,3
1953,CULLENTHEATER1,SECDD,G,9,760,A,0,7,4
1953,CULLENTHEATER1,SECDD,G,8,758,A,0,7,5
1953,CULLENTHEATER1,SECDD,G,7,756,A,0,7,6
1953,CULLENTHEATER1,SECDD,G,6,754,A,0,7,7
1953,CULLENTHEATER1,SECDD,G,5,752,A,0,7,8
1953,CULLENTHEATER1,SECDD,G,4,750,A,0,7,9
1953,CULLENTHEATER1,SECDD,G,3,748,A,0,7,10
1953,CULLENTHEATER1,SECDD,G,2,746,A,0,7,11
1953,CULLENTHEATER1,SECDD,G,1,744,A,1,7,12
1953,CULLENTHEATER1,SECDD,H,11,800,A,1,8,2
1953,CULLENTHEATER1,SECDD,H,10,798,A,0,8,3
1953,CULLENTHEATER1,SECDD,H,9,796,A,0,8,4
1953,CULLENTHEATER1,SECDD,H,8,794,A,0,8,5
1953,CULLENTHEATER1,SECDD,H,7,792,A,0,8,6
1953,CULLENTHEATER1,SECDD,H,6,790,A,0,8,7
1953,CULLENTHEATER1,SECDD,H,5,788,A,0,8,8
1953,CULLENTHEATER1,SECDD,H,4,786,A,0,8,9
1953,CULLENTHEATER1,SECDD,H,3,784,A,0,8,10
1953,CULLENTHEATER1,SECDD,H,2,782,A,0,8,11
1953,CULLENTHEATER1,SECDD,H,1,780,A,1,8,12
1953,CULLENTHEATER1,SECDD,J,11,850,A,1,9,2
1953,CULLENTHEATER1,SECDD,J,10,848,A,0,9,3
1953,CULLENTHEATER1,SECDD,J,9,846,A,0,9,4
1953,CULLENTHEATER1,SECDD,J,8,844,A,0,9,5
1953,CULLENTHEATER1,SECDD,J,7,842,A,0,9,6
1953,CULLENTHEATER1,SECDD,J,6,840,A,0,9,7
1953,CULLENTHEATER1,SECDD,J,5,838,A,0,9,8
1953,CULLENTHEATER1,SECDD,J,4,836,A,0,9,9
1953,CULLENTHEATER1,SECDD,J,3,834,A,0,9,10
1953,CULLENTHEATER1,SECDD,J,2,832,A,0,9,11
1953,CULLENTHEATER1,SECDD,J,1,830,A,1,9,12
1953,CULLENTHEATER1,SECDD,L,10,910,A,1,12,3
1953,CULLENTHEATER1,SECDD,L,9,908,A,0,12,4
1953,CULLENTHEATER1,SECDD,L,8,906,A,0,12,5
1953,CULLENTHEATER1,SECDD,L,7,904,A,0,12,6
1953,CULLENTHEATER1,SECDD,L,6,902,A,0,12,7
1953,CULLENTHEATER1,SECDD,L,5,900,A,0,12,8
1953,CULLENTHEATER1,SECDD,L,4,898,A,0,12,9
1953,CULLENTHEATER1,SECDD,L,3,896,A,0,12,10
1953,CULLENTHEATER1,SECDD,L,2,894,A,0,12,11
1953,CULLENTHEATER1,SECDD,L,1,892,A,1,12,12
1953,CULLENTHEATER1,SECDD,M,10,944,A,1,13,3
1953,CULLENTHEATER1,SECDD,M,9,942,A,0,13,4
1953,CULLENTHEATER1,SECDD,M,8,940,A,0,13,5
1953,CULLENTHEATER1,SECDD,M,7,938,A,0,13,6
1953,CULLENTHEATER1,SECDD,M,6,936,A,0,13,7
1953,CULLENTHEATER1,SECDD,M,5,934,A,0,13,8
1953,CULLENTHEATER1,SECDD,M,4,932,A,0,13,9
1953,CULLENTHEATER1,SECDD,M,3,930,A,0,13,10
1953,CULLENTHEATER1,SECDD,M,2,928,A,0,13,11
1953,CULLENTHEATER1,SECDD,M,1,926,A,1,13,12
1953,CULLENTHEATER1,SECDD,N,10,978,A,1,14,3
1953,CULLENTHEATER1,SECDD,N,9,976,A,0,14,4
1953,CULLENTHEATER1,SECDD,N,8,974,A,0,14,5
1953,CULLENTHEATER1,SECDD,N,7,972,A,0,14,6
1953,CULLENTHEATER1,SECDD,N,6,970,A,0,14,7
1953,CULLENTHEATER1,SECDD,N,5,968,A,0,14,8
1953,CULLENTHEATER1,SECDD,N,4,966,A,0,14,9
1953,CULLENTHEATER1,SECDD,N,3,964,A,0,14,10
1953,CULLENTHEATER1,SECDD,N,2,962,A,0,14,11
1953,CULLENTHEATER1,SECDD,N,1,960,A,1,14,12
1953,CULLENTHEATER1,SECDD,O,8,1008,A,1,15,5
1953,CULLENTHEATER1,SECDD,O,7,1006,A,0,15,6
1953,CULLENTHEATER1,SECDD,O,6,1004,A,0,15,7
1953,CULLENTHEATER1,SECDD,O,5,1002,A,0,15,8
1953,CULLENTHEATER1,SECDD,O,4,1000,A,0,15,9
1953,CULLENTHEATER1,SECDD,O,3,998,A,0,15,10
1953,CULLENTHEATER1,SECDD,O,2,996,A,0,15,11
1953,CULLENTHEATER1,SECDD,O,1,994,A,1,15,12
1953,CULLENTHEATER1,SECDD,P,6,1034,A,1,16,7
1953,CULLENTHEATER1,SECDD,P,5,1032,A,0,16,8
1953,CULLENTHEATER1,SECDD,P,4,1030,A,0,16,9
1953,CULLENTHEATER1,SECDD,P,3,1028,A,0,16,10
1953,CULLENTHEATER1,SECDD,P,2,1026,A,0,16,11
1953,CULLENTHEATER1,SECDD,P,1,1024,A,1,16,12
1953,CULLENTHEATER1,SECEE,E,1,651,A,1,1,1
1953,CULLENTHEATER1,SECEE,E,2,649,A,0,1,2
1953,CULLENTHEATER1,SECEE,E,3,647,A,0,1,3
1953,CULLENTHEATER1,SECEE,E,4,645,A,0,1,4
1953,CULLENTHEATER1,SECEE,E,5,643,A,0,1,5
1953,CULLENTHEATER1,SECEE,E,6,641,A,0,1,6
1953,CULLENTHEATER1,SECEE,E,7,639,A,0,1,7
1953,CULLENTHEATER1,SECEE,E,8,640,A,0,1,8
1953,CULLENTHEATER1,SECEE,E,9,642,A,0,1,9
1953,CULLENTHEATER1,SECEE,E,10,644,A,0,1,10
1953,CULLENTHEATER1,SECEE,E,11,646,A,0,1,11
1953,CULLENTHEATER1,SECEE,E,12,648,A,0,1,12
1953,CULLENTHEATER1,SECEE,E,13,650,A,0,1,13
1953,CULLENTHEATER1,SECEE,E,14,652,A,1,1,14
1953,CULLENTHEATER1,SECEE,F,1,696,A,1,2,1
1953,CULLENTHEATER1,SECEE,F,2,694,A,0,2,2
1953,CULLENTHEATER1,SECEE,F,3,692,A,0,2,3
1953,CULLENTHEATER1,SECEE,F,4,690,A,0,2,4
1953,CULLENTHEATER1,SECEE,F,5,688,A,0,2,5
1953,CULLENTHEATER1,SECEE,F,6,686,A,0,2,6
1953,CULLENTHEATER1,SECEE,F,7,684,A,0,2,7
1953,CULLENTHEATER1,SECEE,F,8,685,A,0,2,8
1953,CULLENTHEATER1,SECEE,F,9,687,A,0,2,9
1953,CULLENTHEATER1,SECEE,F,10,689,A,0,2,10
1953,CULLENTHEATER1,SECEE,F,11,691,A,0,2,11
1953,CULLENTHEATER1,SECEE,F,12,693,A,0,2,12
1953,CULLENTHEATER1,SECEE,F,13,695,A,0,2,13
1953,CULLENTHEATER1,SECEE,F,14,697,A,1,2,14
1953,CULLENTHEATER1,SECEE,G,1,742,A,1,3,1
1953,CULLENTHEATER1,SECEE,G,2,740,A,0,3,2
1953,CULLENTHEATER1,SECEE,G,3,738,A,0,3,3
1953,CULLENTHEATER1,SECEE,G,4,736,A,0,3,4
1953,CULLENTHEATER1,SECEE,G,5,734,A,0,3,5
1953,CULLENTHEATER1,SECEE,G,6,732,A,0,3,6
1953,CULLENTHEATER1,SECEE,G,7,730,A,0,3,7
1953,CULLENTHEATER1,SECEE,G,8,731,A,0,3,8
1953,CULLENTHEATER1,SECEE,G,9,733,A,0,3,9
1953,CULLENTHEATER1,SECEE,G,10,735,A,0,3,10
1953,CULLENTHEATER1,SECEE,G,11,737,A,0,3,11
1953,CULLENTHEATER1,SECEE,G,12,739,A,0,3,12
1953,CULLENTHEATER1,SECEE,G,13,741,A,0,3,13
1953,CULLENTHEATER1,SECEE,G,14,743,A,1,3,14
1953,CULLENTHEATER1,SECEE,H,1,778,A,1,4,1
1953,CULLENTHEATER1,SECEE,H,2,776,A,0,4,2
1953,CULLENTHEATER1,SECEE,H,3,774,A,0,4,3
1953,CULLENTHEATER1,SECEE,H,4,772,A,0,4,4
1953,CULLENTHEATER1,SECEE,H,5,770,A,0,4,5
1953,CULLENTHEATER1,SECEE,H,6,768,A,0,4,6
1953,CULLENTHEATER1,SECEE,H,7,766,A,0,4,7
1953,CULLENTHEATER1,SECEE,H,8,767,A,0,4,8
1953,CULLENTHEATER1,SECEE,H,9,769,A,0,4,9
