VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
997,ChristianLifeAssembly3,ACRCL,Artist Circle,1,A,Blue,LEFT,,POLY,
997,ChristianLifeAssembly3,HGA,House General Admission,2,A,GOLD,LEFT,,POLY,
