VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
4548,STJOHNSAUD1,EAST,EAST,1,A,BLUE,LEFT,A,POLY,"314,166,481,166,567,000,000,000,000,000,000,000,000,000,000,000,000,000",
4548,STJOHNSAUD1,WEST,WEST,2,A,BLUE,RIGHT,A,POLY,"267,168,102,165,12,298,91,299,35,446,34,478,65,477,64,488,264,486,266,168,266,168",
