VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
4647,STATION9,GLD1,VIP , ,A,GOLD,LEFT,general,RECT,,
4647,STATION9,GRN1,GENERAL ADMISSION, ,A,GREEN,LEFT,general,RECT,,
,,,,,,,,,,,


,,,,,,,,,,,
