VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification
209,PATCHOGUE1,ORCHL,Orchestra Left,1,A,Red,Left
209,PATCHOGUE1,ORCHC,Orchestra Center,2,A,Red,Left
209,PATCHOGUE1,ORCHR,Orchestra Right,3,A,Red,Left
209,PATCHOGUE1,BALFL,Balcony Far Left,4,A,Red,Left
209,PATCHOGUE1,BALCL,Balcony Center Left,5,A,Red,Left
209,PATCHOGUE1,BALCR,Balcony Center Right,6,A,Red,Left
209,PATCHOGUE1,BALFR,Balcony Far Right,7,A,Red,Left
209,PATCHOGUE1,ADAL,ADA Left,8,A,ADABlack,Left
209,PATCHOGUE1,ADAR,ADA Right,9,A,ADABlack,Left
