VenueCode,Template Name,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort
6852,MACKYAUDITORIUM1,ORC2A,E,10,1629,A,0,5,7
6852,MACKYAUDITORIUM1,ORC2A,F,10,1630,A,0,6,7
6852,MACKYAUDITORIUM1,ORC2A,G,10,1631,A,0,7,7
6852,MACKYAUDITORIUM1,ORC2A,H,10,1632,A,0,8,7
6852,MACKYAUDITORIUM1,ORC2A,I,10,1633,A,0,9,7
6852,MACKYAUDITORIUM1,ORC2A,J,10,1634,A,0,10,7
6852,MACKYAUDITORIUM1,ORC2A,K,10,1635,A,0,11,7
6852,MACKYAUDITORIUM1,ORC2A,L,10,1636,A,0,12,7
6852,MACKYAUDITORIUM1,ORC2A,M,10,1637,A,0,13,7
6852,MACKYAUDITORIUM1,ORC2A,N,10,1638,A,0,14,7
6852,MACKYAUDITORIUM1,ORC2A,O,10,1639,A,0,15,7
6852,MACKYAUDITORIUM1,ORC2A,P,10,1640,A,0,16,7
6852,MACKYAUDITORIUM1,ORC2A,Q,10,1641,A,0,17,7
6852,MACKYAUDITORIUM1,ORC2A,R,10,1642,A,0,18,7
6852,MACKYAUDITORIUM1,ORC2A,S,10,1643,A,0,19,7
6852,MACKYAUDITORIUM1,ORC2A,T,10,1644,A,0,20,7
6852,MACKYAUDITORIUM1,ORC2A,A,9,1645,A,0,1,8
6852,MACKYAUDITORIUM1,ORC2A,B,9,1646,A,0,2,8
6852,MACKYAUDITORIUM1,ORC2A,C,9,1647,A,0,3,8
6852,MACKYAUDITORIUM1,ORC2A,D,9,1648,A,0,4,8
6852,MACKYAUDITORIUM1,ORC2A,E,9,1649,A,0,5,8
6852,MACKYAUDITORIUM1,ORC2A,F,9,1650,A,0,6,8
6852,MACKYAUDITORIUM1,ORC2A,G,9,1651,A,0,7,8
6852,MACKYAUDITORIUM1,ORC2A,H,9,1652,A,0,8,8
6852,MACKYAUDITORIUM1,ORC2A,I,9,1653,A,0,9,8
6852,MACKYAUDITORIUM1,ORC2A,J,9,1654,A,0,10,8
6852,MACKYAUDITORIUM1,ORC2A,K,9,1655,A,0,11,8
6852,MACKYAUDITORIUM1,ORC2A,L,9,1656,A,0,12,8
6852,MACKYAUDITORIUM1,ORC2A,M,9,1657,A,0,13,8
6852,MACKYAUDITORIUM1,ORC2A,N,9,1658,A,0,14,8
6852,MACKYAUDITORIUM1,ORC2A,O,9,1659,A,0,15,8
6852,MACKYAUDITORIUM1,ORC2A,P,9,1660,A,0,16,8
6852,MACKYAUDITORIUM1,ORC2A,Q,9,1661,A,0,17,8
6852,MACKYAUDITORIUM1,ORC2A,R,9,1662,A,0,18,8
6852,MACKYAUDITORIUM1,ORC2A,S,9,1663,A,0,19,8
6852,MACKYAUDITORIUM1,ORC2A,T,9,1664,A,0,20,8
6852,MACKYAUDITORIUM1,ORC2A,A,8,1665,A,0,1,9
6852,MACKYAUDITORIUM1,ORC2A,B,8,1666,A,0,2,9
6852,MACKYAUDITORIUM1,ORC2A,C,8,1667,A,0,3,9
6852,MACKYAUDITORIUM1,ORC2A,D,8,1668,A,0,4,9
6852,MACKYAUDITORIUM1,ORC2A,E,8,1669,A,0,5,9
6852,MACKYAUDITORIUM1,ORC2A,F,8,1670,A,0,6,9
6852,MACKYAUDITORIUM1,ORC2A,G,8,1671,A,0,7,9
6852,MACKYAUDITORIUM1,ORC2A,H,8,1672,A,0,8,9
6852,MACKYAUDITORIUM1,ORC2A,I,8,1673,A,0,9,9
6852,MACKYAUDITORIUM1,ORC2A,J,8,1674,A,0,10,9
6852,MACKYAUDITORIUM1,ORC2A,K,8,1675,A,0,11,9
6852,MACKYAUDITORIUM1,ORC2A,L,8,1676,A,0,12,9
6852,MACKYAUDITORIUM1,ORC2A,M,8,1677,A,0,13,9
6852,MACKYAUDITORIUM1,ORC2A,N,8,1678,A,0,14,9
6852,MACKYAUDITORIUM1,ORC2A,O,8,1679,A,0,15,9
6852,MACKYAUDITORIUM1,ORC2A,P,8,1680,A,0,16,9
6852,MACKYAUDITORIUM1,ORC2A,Q,8,1681,A,0,17,9
6852,MACKYAUDITORIUM1,ORC2A,R,8,1682,A,0,18,9
6852,MACKYAUDITORIUM1,ORC2A,S,8,1683,A,0,19,9
6852,MACKYAUDITORIUM1,ORC2A,T,8,1684,A,0,20,9
6852,MACKYAUDITORIUM1,ORC2A,A,7,1685,A,0,1,10
6852,MACKYAUDITORIUM1,ORC2A,B,7,1686,A,0,2,10
6852,MACKYAUDITORIUM1,ORC2A,C,7,1687,A,0,3,10
6852,MACKYAUDITORIUM1,ORC2A,D,7,1688,A,0,4,10
6852,MACKYAUDITORIUM1,ORC2A,E,7,1689,A,0,5,10
6852,MACKYAUDITORIUM1,ORC2A,F,7,1690,A,0,6,10
6852,MACKYAUDITORIUM1,ORC2A,G,7,1691,A,0,7,10
6852,MACKYAUDITORIUM1,ORC2A,H,7,1692,A,0,8,10
6852,MACKYAUDITORIUM1,ORC2A,I,7,1693,A,0,9,10
6852,MACKYAUDITORIUM1,ORC2A,J,7,1694,A,0,10,10
6852,MACKYAUDITORIUM1,ORC2A,K,7,1695,A,0,11,10
6852,MACKYAUDITORIUM1,ORC2A,L,7,1696,A,0,12,10
6852,MACKYAUDITORIUM1,ORC2A,M,7,1697,A,0,13,10
6852,MACKYAUDITORIUM1,ORC2A,N,7,1698,A,0,14,10
6852,MACKYAUDITORIUM1,ORC2A,O,7,1699,A,0,15,10
6852,MACKYAUDITORIUM1,ORC2A,P,7,1700,A,0,16,10
6852,MACKYAUDITORIUM1,ORC2A,Q,7,1701,A,0,17,10
6852,MACKYAUDITORIUM1,ORC2A,R,7,1702,A,0,18,10
6852,MACKYAUDITORIUM1,ORC2A,S,7,1703,A,0,19,10
6852,MACKYAUDITORIUM1,ORC2A,T,7,1704,A,0,20,10
6852,MACKYAUDITORIUM1,ORC2A,A,6,1705,A,0,1,11
6852,MACKYAUDITORIUM1,ORC2A,B,6,1706,A,0,2,11
6852,MACKYAUDITORIUM1,ORC2A,C,6,1707,A,0,3,11
6852,MACKYAUDITORIUM1,ORC2A,D,6,1708,A,0,4,11
6852,MACKYAUDITORIUM1,ORC2A,E,6,1709,A,0,5,11
6852,MACKYAUDITORIUM1,ORC2A,F,6,1710,A,0,6,11
6852,MACKYAUDITORIUM1,ORC2A,G,6,1711,A,0,7,11
6852,MACKYAUDITORIUM1,ORC2A,H,6,1712,A,0,8,11
6852,MACKYAUDITORIUM1,ORC2A,I,6,1713,A,0,9,11
6852,MACKYAUDITORIUM1,ORC2A,J,6,1714,A,0,10,11
6852,MACKYAUDITORIUM1,ORC2A,K,6,1715,A,0,11,11
6852,MACKYAUDITORIUM1,ORC2A,L,6,1716,A,0,12,11
6852,MACKYAUDITORIUM1,ORC2A,M,6,1717,A,0,13,11
6852,MACKYAUDITORIUM1,ORC2A,N,6,1718,A,0,14,11
6852,MACKYAUDITORIUM1,ORC2A,O,6,1719,A,0,15,11
6852,MACKYAUDITORIUM1,ORC2A,P,6,1720,A,0,16,11
6852,MACKYAUDITORIUM1,ORC2A,Q,6,1721,A,0,17,11
6852,MACKYAUDITORIUM1,ORC2A,R,6,1722,A,0,18,11
6852,MACKYAUDITORIUM1,ORC2A,S,6,1723,A,0,19,11
6852,MACKYAUDITORIUM1,ORC2A,T,6,1724,A,0,20,11
6852,MACKYAUDITORIUM1,ORC2A,A,5,1725,A,0,1,12
6852,MACKYAUDITORIUM1,ORC2A,B,5,1726,A,0,2,12
6852,MACKYAUDITORIUM1,ORC2A,C,5,1727,A,0,3,12
6852,MACKYAUDITORIUM1,ORC2A,D,5,1728,A,0,4,12
6852,MACKYAUDITORIUM1,ORC2A,E,5,1729,A,0,5,12
6852,MACKYAUDITORIUM1,ORC2A,F,5,1730,A,0,6,12
6852,MACKYAUDITORIUM1,ORC2A,G,5,1731,A,0,7,12
6852,MACKYAUDITORIUM1,ORC2A,H,5,1732,A,0,8,12
6852,MACKYAUDITORIUM1,ORC2A,I,5,1733,A,0,9,12
6852,MACKYAUDITORIUM1,ORC2A,J,5,1734,A,0,10,12
6852,MACKYAUDITORIUM1,ORC2A,K,5,1735,A,0,11,12
6852,MACKYAUDITORIUM1,ORC2A,L,5,1736,A,0,12,12
6852,MACKYAUDITORIUM1,ORC2A,M,5,1737,A,0,13,12
6852,MACKYAUDITORIUM1,ORC2A,N,5,1738,A,0,14,12
6852,MACKYAUDITORIUM1,ORC2A,O,5,1739,A,0,15,12
6852,MACKYAUDITORIUM1,ORC2A,P,5,1740,A,0,16,12
6852,MACKYAUDITORIUM1,ORC2A,Q,5,1741,A,0,17,12
6852,MACKYAUDITORIUM1,ORC2A,R,5,1742,A,0,18,12
6852,MACKYAUDITORIUM1,ORC2A,S,5,1743,A,0,19,12
6852,MACKYAUDITORIUM1,ORC2A,T,5,1744,A,0,20,12
6852,MACKYAUDITORIUM1,ORC2A,A,4,1745,A,0,1,13
6852,MACKYAUDITORIUM1,ORC2A,B,4,1746,A,0,2,13
6852,MACKYAUDITORIUM1,ORC2A,C,4,1747,A,0,3,13
6852,MACKYAUDITORIUM1,ORC2A,D,4,1748,A,0,4,13
6852,MACKYAUDITORIUM1,ORC2A,E,4,1749,A,0,5,13
6852,MACKYAUDITORIUM1,ORC2A,F,4,1750,A,0,6,13
6852,MACKYAUDITORIUM1,ORC2A,G,4,1751,A,0,7,13
6852,MACKYAUDITORIUM1,ORC2A,H,4,1752,A,0,8,13
6852,MACKYAUDITORIUM1,ORC2A,I,4,1753,A,0,9,13
6852,MACKYAUDITORIUM1,ORC2A,J,4,1754,A,0,10,13
6852,MACKYAUDITORIUM1,ORC2A,K,4,1755,A,0,11,13
6852,MACKYAUDITORIUM1,ORC2A,L,4,1756,A,0,12,13
6852,MACKYAUDITORIUM1,ORC2A,M,4,1757,A,0,13,13
6852,MACKYAUDITORIUM1,ORC2A,N,4,1758,A,0,14,13
6852,MACKYAUDITORIUM1,ORC2A,O,4,1759,A,0,15,13
6852,MACKYAUDITORIUM1,ORC2A,P,4,1760,A,0,16,13
6852,MACKYAUDITORIUM1,ORC2A,Q,4,1761,A,0,17,13
6852,MACKYAUDITORIUM1,ORC2A,R,4,1762,A,0,18,13
6852,MACKYAUDITORIUM1,ORC2A,S,4,1763,A,0,19,13
6852,MACKYAUDITORIUM1,ORC2A,T,4,1764,A,0,20,13
6852,MACKYAUDITORIUM1,ORC2A,A,3,1765,A,0,1,14
6852,MACKYAUDITORIUM1,ORC2A,B,3,1766,A,0,2,14
6852,MACKYAUDITORIUM1,ORC2A,C,3,1767,A,0,3,14
6852,MACKYAUDITORIUM1,ORC2A,D,3,1768,A,0,4,14
6852,MACKYAUDITORIUM1,ORC2A,E,3,1769,A,0,5,14
6852,MACKYAUDITORIUM1,ORC2A,F,3,1770,A,0,6,14
6852,MACKYAUDITORIUM1,ORC2A,G,3,1771,A,0,7,14
6852,MACKYAUDITORIUM1,ORC2A,H,3,1772,A,0,8,14
6852,MACKYAUDITORIUM1,ORC2A,I,3,1773,A,0,9,14
6852,MACKYAUDITORIUM1,ORC2A,J,3,1774,A,0,10,14
6852,MACKYAUDITORIUM1,ORC2A,K,3,1775,A,0,11,14
6852,MACKYAUDITORIUM1,ORC2A,L,3,1776,A,0,12,14
6852,MACKYAUDITORIUM1,ORC2A,M,3,1777,A,0,13,14
6852,MACKYAUDITORIUM1,ORC2A,N,3,1778,A,0,14,14
6852,MACKYAUDITORIUM1,ORC2A,O,3,1779,A,0,15,14
6852,MACKYAUDITORIUM1,ORC2A,P,3,1780,A,0,16,14
6852,MACKYAUDITORIUM1,ORC2A,Q,3,1781,A,0,17,14
6852,MACKYAUDITORIUM1,ORC2A,R,3,1782,A,0,18,14
6852,MACKYAUDITORIUM1,ORC2A,S,3,1783,A,0,19,14
6852,MACKYAUDITORIUM1,ORC2A,T,3,1784,A,0,20,14
6852,MACKYAUDITORIUM1,ORC2A,A,2,1785,A,0,1,15
6852,MACKYAUDITORIUM1,ORC2A,B,2,1786,A,0,2,15
6852,MACKYAUDITORIUM1,ORC2A,C,2,1787,A,0,3,15
6852,MACKYAUDITORIUM1,ORC2A,D,2,1788,A,0,4,15
6852,MACKYAUDITORIUM1,ORC2A,E,2,1789,A,0,5,15
6852,MACKYAUDITORIUM1,ORC2A,F,2,1790,A,0,6,15
6852,MACKYAUDITORIUM1,ORC2A,G,2,1791,A,0,7,15
6852,MACKYAUDITORIUM1,ORC2A,H,2,1792,A,0,8,15
6852,MACKYAUDITORIUM1,ORC2A,I,2,1793,A,0,9,15
6852,MACKYAUDITORIUM1,ORC2A,J,2,1794,A,0,10,15
6852,MACKYAUDITORIUM1,ORC2A,K,2,1795,A,0,11,15
6852,MACKYAUDITORIUM1,ORC2A,L,2,1796,A,0,12,15
6852,MACKYAUDITORIUM1,ORC2A,M,2,1797,A,0,13,15
6852,MACKYAUDITORIUM1,ORC2A,N,2,1798,A,0,14,15
6852,MACKYAUDITORIUM1,ORC2A,O,2,1799,A,0,15,15
6852,MACKYAUDITORIUM1,ORC2A,P,2,1800,A,0,16,15
6852,MACKYAUDITORIUM1,ORC2A,Q,2,1801,A,0,17,15
6852,MACKYAUDITORIUM1,ORC2A,R,2,1802,A,0,18,15
6852,MACKYAUDITORIUM1,ORC2A,S,2,1803,A,0,19,15
6852,MACKYAUDITORIUM1,ORC2A,T,2,1804,A,0,20,15
6852,MACKYAUDITORIUM1,ORC2A,A,1,1805,A,1,1,16
6852,MACKYAUDITORIUM1,ORC2A,B,1,1806,A,1,2,16
6852,MACKYAUDITORIUM1,ORC2A,C,1,1807,A,1,3,16
6852,MACKYAUDITORIUM1,ORC2A,D,1,1808,A,1,4,16
6852,MACKYAUDITORIUM1,ORC2A,E,1,1809,A,1,5,16
6852,MACKYAUDITORIUM1,ORC2A,F,1,1810,A,1,6,16
6852,MACKYAUDITORIUM1,ORC2A,G,1,1811,A,1,7,16
6852,MACKYAUDITORIUM1,ORC2A,H,1,1812,A,1,8,16
6852,MACKYAUDITORIUM1,ORC2A,I,1,1813,A,1,9,16
6852,MACKYAUDITORIUM1,ORC2A,J,1,1814,A,1,10,16
6852,MACKYAUDITORIUM1,ORC2A,K,1,1815,A,1,11,16
6852,MACKYAUDITORIUM1,ORC2A,L,1,1816,A,1,12,16
6852,MACKYAUDITORIUM1,ORC2A,M,1,1817,A,1,13,16
6852,MACKYAUDITORIUM1,ORC2A,N,1,1818,A,1,14,16
6852,MACKYAUDITORIUM1,ORC2A,O,1,1819,A,1,15,16
6852,MACKYAUDITORIUM1,ORC2A,P,1,1820,A,1,16,16
6852,MACKYAUDITORIUM1,ORC2A,Q,1,1821,A,1,17,16
6852,MACKYAUDITORIUM1,ORC2A,R,1,1822,A,1,18,16
6852,MACKYAUDITORIUM1,ORC2A,S,1,1823,A,1,19,16
6852,MACKYAUDITORIUM1,ORC2A,T,1,1824,A,1,20,16
6852,MACKYAUDITORIUM1,ORCH3,A,16,1825,A,1,1,1
6852,MACKYAUDITORIUM1,ORCH3,B,16,1826,A,1,2,1
6852,MACKYAUDITORIUM1,ORCH3,C,16,1827,A,1,3,1
6852,MACKYAUDITORIUM1,ORCH3,D,16,1828,A,1,4,1
6852,MACKYAUDITORIUM1,ORCH3,E,16,1829,A,1,5,1
6852,MACKYAUDITORIUM1,ORCH3,F,16,1830,A,1,6,1
6852,MACKYAUDITORIUM1,ORCH3,G,16,1831,A,1,7,1
6852,MACKYAUDITORIUM1,ORCH3,H,16,1832,A,1,8,1
6852,MACKYAUDITORIUM1,ORCH3,I,16,1833,A,1,9,1
6852,MACKYAUDITORIUM1,ORCH3,J,16,1834,A,1,10,1
6852,MACKYAUDITORIUM1,ORCH3,K,16,1835,A,1,11,1
6852,MACKYAUDITORIUM1,ORCH3,L,16,1836,A,1,12,1
6852,MACKYAUDITORIUM1,ORCH3,M,16,1837,A,1,13,1
6852,MACKYAUDITORIUM1,ORCH3,N,16,1838,A,1,14,1
6852,MACKYAUDITORIUM1,ORCH3,O,16,1839,A,1,15,1
6852,MACKYAUDITORIUM1,ORCH3,P,16,1840,A,1,16,1
6852,MACKYAUDITORIUM1,ORCH3,Q,16,1841,A,1,17,1
6852,MACKYAUDITORIUM1,ORCH3,R,16,1842,A,1,18,1
6852,MACKYAUDITORIUM1,ORCH3,S,16,1843,A,1,19,1
6852,MACKYAUDITORIUM1,ORCH3,T,16,1844,A,1,20,1
6852,MACKYAUDITORIUM1,ORCH3,U,16,1845,A,1,21,1
6852,MACKYAUDITORIUM1,ORCH3,V,16,1846,A,1,22,1
6852,MACKYAUDITORIUM1,ORCH3,W,16,1847,A,1,23,1
6852,MACKYAUDITORIUM1,ORCH3,X,16,1848,A,1,24,1
6852,MACKYAUDITORIUM1,ORCH3,Y,16,1849,A,1,25,1
6852,MACKYAUDITORIUM1,ORCH3,Z,16,1850,A,1,26,1
6852,MACKYAUDITORIUM1,ORCH3,AA,16,1851,A,1,27,1
6852,MACKYAUDITORIUM1,ORCH3,BB,16,1852,A,1,28,1
6852,MACKYAUDITORIUM1,ORCH3,CC,16,1853,A,1,29,1
6852,MACKYAUDITORIUM1,ORCH3,DD,16,1854,A,1,30,1
6852,MACKYAUDITORIUM1,ORCH3,EE,16,1855,A,1,31,1
6852,MACKYAUDITORIUM1,ORCH3,FF,16,1856,A,1,32,1
6852,MACKYAUDITORIUM1,ORCH3,GG,16,1857,A,1,33,1
6852,MACKYAUDITORIUM1,ORCH3,HH,16,1858,A,1,34,1
6852,MACKYAUDITORIUM1,ORCH3,JJ,16,1859,A,1,35,1
6852,MACKYAUDITORIUM1,ORCH3,II,16,1860,A,1,36,1
6852,MACKYAUDITORIUM1,ORCH3,KK,16,1861,A,1,37,1
6852,MACKYAUDITORIUM1,ORCH3,A,15,1862,A,0,1,2
6852,MACKYAUDITORIUM1,ORCH3,B,15,1863,A,0,2,2
6852,MACKYAUDITORIUM1,ORCH3,C,15,1864,A,0,3,2
6852,MACKYAUDITORIUM1,ORCH3,D,15,1865,A,0,4,2
6852,MACKYAUDITORIUM1,ORCH3,E,15,1866,A,0,5,2
6852,MACKYAUDITORIUM1,ORCH3,F,15,1867,A,0,6,2
6852,MACKYAUDITORIUM1,ORCH3,G,15,1868,A,0,7,2
6852,MACKYAUDITORIUM1,ORCH3,H,15,1869,A,0,8,2
6852,MACKYAUDITORIUM1,ORCH3,I,15,1870,A,0,9,2
6852,MACKYAUDITORIUM1,ORCH3,J,15,1871,A,0,10,2
6852,MACKYAUDITORIUM1,ORCH3,K,15,1872,A,0,11,2
6852,MACKYAUDITORIUM1,ORCH3,L,15,1873,A,0,12,2
6852,MACKYAUDITORIUM1,ORCH3,M,15,1874,A,0,13,2
6852,MACKYAUDITORIUM1,ORCH3,N,15,1875,A,0,14,2
6852,MACKYAUDITORIUM1,ORCH3,O,15,1876,A,0,15,2
6852,MACKYAUDITORIUM1,ORCH3,P,15,1877,A,0,16,2
6852,MACKYAUDITORIUM1,ORCH3,Q,15,1878,A,0,17,2
6852,MACKYAUDITORIUM1,ORCH3,R,15,1879,A,0,18,2
6852,MACKYAUDITORIUM1,ORCH3,S,15,1880,A,0,19,2
6852,MACKYAUDITORIUM1,ORCH3,T,15,1881,A,0,20,2
6852,MACKYAUDITORIUM1,ORCH3,U,15,1882,A,0,21,2
6852,MACKYAUDITORIUM1,ORCH3,V,15,1883,A,0,22,2
6852,MACKYAUDITORIUM1,ORCH3,W,15,1884,A,0,23,2
6852,MACKYAUDITORIUM1,ORCH3,X,15,1885,A,0,24,2
6852,MACKYAUDITORIUM1,ORCH3,Y,15,1886,A,0,25,2
6852,MACKYAUDITORIUM1,ORCH3,Z,15,1887,A,0,26,2
6852,MACKYAUDITORIUM1,ORCH3,AA,15,1888,A,0,27,2
6852,MACKYAUDITORIUM1,ORCH3,BB,15,1889,A,0,28,2
6852,MACKYAUDITORIUM1,ORCH3,CC,15,1890,A,0,29,2
6852,MACKYAUDITORIUM1,ORCH3,DD,15,1891,A,0,30,2
6852,MACKYAUDITORIUM1,ORCH3,EE,15,1892,A,0,31,2
6852,MACKYAUDITORIUM1,ORCH3,FF,15,1893,A,0,32,2
6852,MACKYAUDITORIUM1,ORCH3,GG,15,1894,A,0,33,2
6852,MACKYAUDITORIUM1,ORCH3,HH,15,1895,A,0,34,2
6852,MACKYAUDITORIUM1,ORCH3,JJ,15,1896,A,0,35,2
6852,MACKYAUDITORIUM1,ORCH3,II,15,1897,A,0,36,2
6852,MACKYAUDITORIUM1,ORCH3,KK,15,1898,A,0,37,2
6852,MACKYAUDITORIUM1,ORCH3,A,14,1899,A,0,1,3
6852,MACKYAUDITORIUM1,ORCH3,B,14,1900,A,0,2,3
6852,MACKYAUDITORIUM1,ORCH3,C,14,1901,A,0,3,3
6852,MACKYAUDITORIUM1,ORCH3,D,14,1902,A,0,4,3
6852,MACKYAUDITORIUM1,ORCH3,E,14,1903,A,0,5,3
6852,MACKYAUDITORIUM1,ORCH3,F,14,1904,A,0,6,3
6852,MACKYAUDITORIUM1,ORCH3,G,14,1905,A,0,7,3
6852,MACKYAUDITORIUM1,ORCH3,H,14,1906,A,0,8,3
6852,MACKYAUDITORIUM1,ORCH3,I,14,1907,A,0,9,3
6852,MACKYAUDITORIUM1,ORCH3,J,14,1908,A,0,10,3
6852,MACKYAUDITORIUM1,ORCH3,K,14,1909,A,0,11,3
6852,MACKYAUDITORIUM1,ORCH3,L,14,1910,A,0,12,3
6852,MACKYAUDITORIUM1,ORCH3,M,14,1911,A,0,13,3
6852,MACKYAUDITORIUM1,ORCH3,N,14,1912,A,0,14,3
6852,MACKYAUDITORIUM1,ORCH3,O,14,1913,A,0,15,3
6852,MACKYAUDITORIUM1,ORCH3,P,14,1914,A,0,16,3
6852,MACKYAUDITORIUM1,ORCH3,Q,14,1915,A,0,17,3
6852,MACKYAUDITORIUM1,ORCH3,R,14,1916,A,0,18,3
6852,MACKYAUDITORIUM1,ORCH3,S,14,1917,A,0,19,3
6852,MACKYAUDITORIUM1,ORCH3,T,14,1918,A,0,20,3
6852,MACKYAUDITORIUM1,ORCH3,U,14,1919,A,0,21,3
6852,MACKYAUDITORIUM1,ORCH3,V,14,1920,A,0,22,3
6852,MACKYAUDITORIUM1,ORCH3,W,14,1921,A,0,23,3
6852,MACKYAUDITORIUM1,ORCH3,X,14,1922,A,0,24,3
6852,MACKYAUDITORIUM1,ORCH3,Y,14,1923,A,0,25,3
6852,MACKYAUDITORIUM1,ORCH3,Z,14,1924,A,0,26,3
6852,MACKYAUDITORIUM1,ORCH3,AA,14,1925,A,0,27,3
6852,MACKYAUDITORIUM1,ORCH3,BB,14,1926,A,0,28,3
6852,MACKYAUDITORIUM1,ORCH3,CC,14,1927,A,0,29,3
6852,MACKYAUDITORIUM1,ORCH3,DD,14,1928,A,0,30,3
6852,MACKYAUDITORIUM1,ORCH3,EE,14,1929,A,0,31,3
6852,MACKYAUDITORIUM1,ORCH3,FF,14,1930,A,0,32,3
6852,MACKYAUDITORIUM1,ORCH3,GG,14,1931,A,0,33,3
6852,MACKYAUDITORIUM1,ORCH3,HH,14,1932,A,0,34,3
6852,MACKYAUDITORIUM1,ORCH3,JJ,14,1933,A,0,35,3
6852,MACKYAUDITORIUM1,ORCH3,II,14,1934,A,0,36,3
6852,MACKYAUDITORIUM1,ORCH3,KK,14,1935,A,0,37,3
6852,MACKYAUDITORIUM1,ORCH3,A,13,1936,A,0,1,4
6852,MACKYAUDITORIUM1,ORCH3,B,13,1937,A,0,2,4
6852,MACKYAUDITORIUM1,ORCH3,C,13,1938,A,0,3,4
6852,MACKYAUDITORIUM1,ORCH3,D,13,1939,A,0,4,4
6852,MACKYAUDITORIUM1,ORCH3,E,13,1940,A,0,5,4
6852,MACKYAUDITORIUM1,ORCH3,F,13,1941,A,0,6,4
6852,MACKYAUDITORIUM1,ORCH3,G,13,1942,A,0,7,4
6852,MACKYAUDITORIUM1,ORCH3,H,13,1943,A,0,8,4
6852,MACKYAUDITORIUM1,ORCH3,I,13,1944,A,0,9,4
6852,MACKYAUDITORIUM1,ORCH3,J,13,1945,A,0,10,4
6852,MACKYAUDITORIUM1,ORCH3,K,13,1946,A,0,11,4
6852,MACKYAUDITORIUM1,ORCH3,L,13,1947,A,0,12,4
6852,MACKYAUDITORIUM1,ORCH3,M,13,1948,A,0,13,4
6852,MACKYAUDITORIUM1,ORCH3,N,13,1949,A,0,14,4
6852,MACKYAUDITORIUM1,ORCH3,O,13,1950,A,0,15,4
6852,MACKYAUDITORIUM1,ORCH3,P,13,1951,A,0,16,4
6852,MACKYAUDITORIUM1,ORCH3,Q,13,1952,A,0,17,4
6852,MACKYAUDITORIUM1,ORCH3,R,13,1953,A,0,18,4
6852,MACKYAUDITORIUM1,ORCH3,S,13,1954,A,0,19,4
6852,MACKYAUDITORIUM1,ORCH3,T,13,1955,A,0,20,4
6852,MACKYAUDITORIUM1,ORCH3,U,13,1956,A,0,21,4
6852,MACKYAUDITORIUM1,ORCH3,V,13,1957,A,0,22,4
6852,MACKYAUDITORIUM1,ORCH3,W,13,1958,A,0,23,4
6852,MACKYAUDITORIUM1,ORCH3,X,13,1959,A,0,24,4
6852,MACKYAUDITORIUM1,ORCH3,Y,13,1960,A,0,25,4
6852,MACKYAUDITORIUM1,ORCH3,Z,13,1961,A,0,26,4
6852,MACKYAUDITORIUM1,ORCH3,AA,13,1962,A,0,27,4
6852,MACKYAUDITORIUM1,ORCH3,BB,13,1963,A,0,28,4
6852,MACKYAUDITORIUM1,ORCH3,CC,13,1964,A,0,29,4
6852,MACKYAUDITORIUM1,ORCH3,DD,13,1965,A,0,30,4
6852,MACKYAUDITORIUM1,ORCH3,EE,13,1966,A,0,31,4
6852,MACKYAUDITORIUM1,ORCH3,FF,13,1967,A,0,32,4
6852,MACKYAUDITORIUM1,ORCH3,GG,13,1968,A,0,33,4
6852,MACKYAUDITORIUM1,ORCH3,HH,13,1969,A,0,34,4
6852,MACKYAUDITORIUM1,ORCH3,JJ,13,1970,A,0,35,4
6852,MACKYAUDITORIUM1,ORCH3,II,13,1971,A,0,36,4
6852,MACKYAUDITORIUM1,ORCH3,KK,13,1972,A,0,37,4
6852,MACKYAUDITORIUM1,ORCH3,A,12,1973,A,0,1,5
6852,MACKYAUDITORIUM1,ORCH3,B,12,1974,A,0,2,5
6852,MACKYAUDITORIUM1,ORCH3,C,12,1975,A,0,3,5
6852,MACKYAUDITORIUM1,ORCH3,D,12,1976,A,0,4,5
6852,MACKYAUDITORIUM1,ORCH3,E,12,1977,A,0,5,5
6852,MACKYAUDITORIUM1,ORCH3,F,12,1978,A,0,6,5
6852,MACKYAUDITORIUM1,ORCH3,G,12,1979,A,0,7,5
6852,MACKYAUDITORIUM1,ORCH3,H,12,1980,A,0,8,5
6852,MACKYAUDITORIUM1,ORCH3,I,12,1981,A,0,9,5
6852,MACKYAUDITORIUM1,ORCH3,J,12,1982,A,0,10,5
6852,MACKYAUDITORIUM1,ORCH3,K,12,1983,A,0,11,5
6852,MACKYAUDITORIUM1,ORCH3,L,12,1984,A,0,12,5
6852,MACKYAUDITORIUM1,ORCH3,M,12,1985,A,0,13,5
6852,MACKYAUDITORIUM1,ORCH3,N,12,1986,A,0,14,5
6852,MACKYAUDITORIUM1,ORCH3,O,12,1987,A,0,15,5
6852,MACKYAUDITORIUM1,ORCH3,P,12,1988,A,0,16,5
6852,MACKYAUDITORIUM1,ORCH3,Q,12,1989,A,0,17,5
6852,MACKYAUDITORIUM1,ORCH3,R,12,1990,A,0,18,5
6852,MACKYAUDITORIUM1,ORCH3,S,12,1991,A,0,19,5
6852,MACKYAUDITORIUM1,ORCH3,T,12,1992,A,0,20,5
6852,MACKYAUDITORIUM1,ORCH3,U,12,1993,A,0,21,5
