VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1607,MAINFOYER1,SECA,SECTION A,3,A,GOLD,LEFT,,POLY,"384,190,370,122,419,111,422,125,465,117,476,167,476,167"
1607,MAINFOYER1,SECB,SECTION B,1,A,GOLD,LEFT,,RECT,"181,122,336,226"
1607,MAINFOYER1,SECC,SECTION C,2,A,GOLD,LEFT,,POLY,"148,122,99,109,94,124,51,111,33,179,66,188,61,207,118,224"
