VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification
887,ALLENTOWNSYMPHONYHALL1,ORCHF,Orchestra Front,1,A,,Left
887,ALLENTOWNSYMPHONYHALL1,ORCHR,Orchestra Rear,5,A,,Left
887,ALLENTOWNSYMPHONYHALL1,MEZFL,Mezzanine Front Left,2,A,,Left
887,ALLENTOWNSYMPHONYHALL1,MEZFR,Mezzanine Front Right,3,A,,Left
887,ALLENTOWNSYMPHONYHALL1,MEZZM,Mezzanine Middle,4,A,,Left
887,ALLENTOWNSYMPHONYHALL1,MEZZR,Mezzanine Rear,6,A,,Left
887,ALLENTOWNSYMPHONYHALL1,BLCNY,Balcony,7,A,,Left
887,ALLENTOWNSYMPHONYHALL1,ADA,ADA,8,H,,Left
