VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
4521,KOA1,119,Campsite #119,1,A,GOLD,LEFT,,rect,"55,112,95,136",
4521,KOA1,120,Campsite #120,2,A,GOLD,LEFT,,rect,"52,137,72,157",
4521,KOA1,121,Campsite #121,3,A,GOLD,LEFT,,rect,"51,159,72,177",
4521,KOA1,122,Campsite #122,4,A,GOLD,LEFT,,rect,"49,180,72,196",
4521,KOA1,123,Campsite #123,5,A,GOLD,LEFT,,rect,"51,201,72,215",
4521,KOA1,124,Campsite #124,6,A,GOLD,LEFT,,rect,"50,219,72,233",
4521,KOA1,125,Campsite #125,7,A,GOLD,LEFT,,rect,"53,237,72,254",
4521,KOA1,126,Campsite #126,8,A,GOLD,LEFT,,rect,"52,258,71,273",
4521,KOA1,127,Campsite #127,9,A,GOLD,LEFT,,rect,"51,278,71,290",
4521,KOA1,146,Campsite #146,10,A,GOLD,LEFT,,rect,,
4521,KOA1,147,Campsite #147,11,A,GOLD,LEFT,,rect,"76,258,97,275",
4521,KOA1,148,Campsite #148,12,A,GOLD,LEFT,,rect,"76,238,97,254",
4521,KOA1,149,Campsite #149,13,A,GOLD,LEFT,,rect,"76,219,97,236",
4521,KOA1,150,Campsite #150,14,A,GOLD,LEFT,,rect,"77,201,97,217",
4521,KOA1,151,Campsite #151,15,A,GOLD,LEFT,,rect,"75,180,95,197",
4521,KOA1,152,Campsite #152,16,A,GOLD,LEFT,,rect,"77,160,96,178"
4521,KOA1,153,Campsite #153,17,A,GOLD,LEFT,,rect,"76,138,96,156"
4521,KOA1,217,Campsite #217,18,A,GOLD,LEFT,,poly,
4521,KOA1,218,Campsite #218,19,A,GOLD,LEFT,,poly,
4521,KOA1,219,Campsite #219,20,A,GOLD,LEFT,,poly,
4521,KOA1,220,Campsite #220,21,A,GOLD,LEFT,,poly,
4521,KOA1,221,Campsite #221,22,A,GOLD,LEFT,,poly,
4521,KOA1,222,Campsite #222,23,A,GOLD,LEFT,,poly,
4521,KOA1,223,Campsite #223,24,A,GOLD,LEFT,,poly,
4521,KOA1,224,Campsite #224,25,A,GOLD,LEFT,,poly,
4521,KOA1,225,Campsite #225,26,A,GOLD,LEFT,,poly,
4521,KOA1,226,Campsite #226,27,A,GOLD,LEFT,,poly,
4521,KOA1,227,Campsite #227,28,A,GOLD,LEFT,,poly,
4521,KOA1,228,Campsite #228,29,A,GOLD,LEFT,,poly,
4521,KOA1,229,Campsite #229,30,A,GOLD,LEFT,,poly,
4521,KOA1,230,Campsite #230,31,A,GOLD,LEFT,,poly,
4521,KOA1,231,Campsite #231,32,A,GOLD,LEFT,,poly,
4521,KOA1,232,Campsite #232,33,A,GOLD,LEFT,,poly,
4521,KOA1,233,Campsite #233,34,A,GOLD,LEFT,,poly,
4521,KOA1,234,Campsite #234,35,A,GOLD,LEFT,,poly,
4521,KOA1,251,Campsite #251,36,A,GOLD,LEFT,,rect,"276,365,304,378"
4521,KOA1,252,Campsite #252,37,A,GOLD,LEFT,,rect,"276,349,303,364"
4521,KOA1,253,Campsite #253,38,A,GOLD,LEFT,,rect,"276,335,302,348"
4521,KOA1,254,Campsite #254,39,A,GOLD,LEFT,,rect,"276,320,303,335"
4521,KOA1,255,Campsite #255,40,A,GOLD,LEFT,,rect,"277,305,302,319"
4521,KOA1,256,Campsite #256,41,A,GOLD,LEFT,,rect,"275,291,303,302"
4521,KOA1,257,Campsite #257,42,A,GOLD,LEFT,,rect,"275,275,300,290"
4521,KOA1,258,Campsite #258,43,A,GOLD,LEFT,,rect,"275,260,303,274"
4521,KOA1,259,Campsite #259,44,A,GOLD,LEFT,,rect,"305,276,334,289"
4521,KOA1,260,Campsite #260,45,A,GOLD,LEFT,,rect,"306,291,333,303"
4521,KOA1,261,Campsite #261,46,A,GOLD,LEFT,,rect,"305,306,334,319"
4521,KOA1,262,Campsite #262,47,A,GOLD,LEFT,,rect,"305,321,334,332"
4521,KOA1,263,Campsite #263,48,A,GOLD,LEFT,,rect,"306,336,333,348"
4521,KOA1,264,Campsite #264,49,A,GOLD,LEFT,,rect,"306,351,332,363"
4521,KOA1,265,Campsite #265,50,A,GOLD,LEFT,,rect,"306,365,335,378"
4521,KOA1,401,Campsite #401,51,A,GOLD,LEFT,,poly,
4521,KOA1,402,Campsite #402,52,A,GOLD,LEFT,,poly,
4521,KOA1,403,Campsite #403,53,A,GOLD,LEFT,,poly,
4521,KOA1,404,Campsite #404,54,A,GOLD,LEFT,,poly,
4521,KOA1,405,Campsite #405,55,A,GOLD,LEFT,,poly,
4521,KOA1,406,Campsite #406,56,A,GOLD,LEFT,,poly,
4521,KOA1,407,Campsite #407,57,A,GOLD,LEFT,,poly,
4521,KOA1,408,Campsite #408,58,A,GOLD,LEFT,,poly,
4521,KOA1,409,Campsite #409,59,A,GOLD,LEFT,,poly,
4521,KOA1,410,Campsite #410,60,A,GOLD,LEFT,,poly,
4521,KOA1,411,Campsite #411,61,A,GOLD,LEFT,,poly,
4521,KOA1,412,Campsite #412,62,A,GOLD,LEFT,,poly,
