VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
4586,LAPORTECIVIC1,FL18,FLOORFRONT18,1,A,GOLD,LEFT,A,RECT,"94,90,154,270",
4586,LAPORTECIVIC1,FL19,FLOORFRONT19,2,A,GOLD,LEFT,A,RECT,"169,91,275,268",
4586,LAPORTECIVIC1,FL20,FLOORFRONT20,3,A,GOLD,LEFT,A,RECT,"289,90,348,241",
4586,LAPORTECIVIC1,FL21,FLOORFRONT21,4,A,GOLD,LEFT,A,POLY,"119,51,112,71,145,82,152,64,118,52,118,51",
4586,LAPORTECIVIC1,FL22,FLOORFRONT22,5,A,GOLD,LEFT,A,POLY,"292,62,297,82,332,73,326,54,293,63,292,63",
4586,LAPORTECIVIC1,FL15,FLOORREAR15,6,A,GOLD,LEFT,A,RECT,"93,288,154,430",
4586,LAPORTECIVIC1,FL16,FLOORREAR16,7,A,GOLD,LEFT,A,RECT,"172,290,276,430",
4586,LAPORTECIVIC1,FL17,FLOORREAR17,8,A,GOLD,LEFT,A,RECT,"289,287,346,430",
4586,LAPORTECIVIC1,BAL9,BALCONYFRONT9,9,A,GOLD,LEFT,A,RECT,"373,232,429,291",
4586,LAPORTECIVIC1,BAL10,BALCONYFRONT10,10,A,GOLD,LEFT,A,RECT,"17,231,73,293",
4586,LAPORTECIVIC1,BAL11,BALCONYFRONT11,11,A,GOLD,LEFT,A,RECT,"372,149,428,211",
4586,LAPORTECIVIC1,BAL12,BALCONYFRONT12,12,A,GOLD,LEFT,A,RECT,"17,149,73,212",
4586,LAPORTECIVIC1,BAL13,BALCONYFRONT13,13,A,GOLD,LEFT,A,RECT,"370,69,427,131",
4586,LAPORTECIVIC1,BAL14,BALCONYFRONT14,14,A,GOLD,LEFT,A,RECT,"17,68,72,131",
4586,LAPORTECIVIC1,BAL1,BALCONYREAR1,15,A,GREEN,LEFT,A,RECT,"243,510,297,563",
4586,LAPORTECIVIC1,BAL2,BALCONYREAR2,16,A,GREEN,LEFT,A,RECT,"152,511,204,564",
4586,LAPORTECIVIC1,BAL3A,BALCONYREAR3A,17,A,GREEN,LEFT,A,POLY,"331,510,321,511,322,561,358,562,358,556",
4586,LAPORTECIVIC1,BAL3B,BALCONYREAR3B,18,A,GREEN,CENTER,A,POLY,"362,497,353,508,386,563,416,529",
4586,LAPORTECIVIC1,BAL3C,BALCONYREAR3C,19,A,GREEN,RIGHT,A,POLY,"374,475,374,481,417,509,426,509,426,474",
4586,LAPORTECIVIC1,BAL4A,BALCONYREAR4A,20,A,GREEN,RIGHT,A,POLY,"118,509,110,508,82,553,83,560,118,560",
4586,LAPORTECIVIC1,BAL4B,BALCONYREAR4B,21,A,GREEN,CENTER,A,POLY,"78,498,87,508,53,561,26,527",
4586,LAPORTECIVIC1,BAL4C,BALCONYREAR4C,22,A,GREEN,LEFT,A,POLY,"72,474,72,480,27,508,18,508,21,472",
4586,LAPORTECIVIC1,BAL5,BALCONYREAR5,23,A,GREEN,LEFT,A,RECT,"369,393,425,453",
4586,LAPORTECIVIC1,BAL6,BALCONYREAR6,24,A,GREEN,LEFT,A,RECT,"19,392,73,454",
4586,LAPORTECIVIC1,BAL7,BALCONYREAR7,25,A,GOLD,LEFT,A,RECT,"71,310,426,373",
4586,LAPORTECIVIC1,BAL8,BALCONYREAR8,26,A,GOLD,LEFT,A,RECT,"17,308,74,371",
