VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification
474,SCOTTISHRITECATHEDRAL1,LEFTF,Left Front,1,A,Red,Center
474,SCOTTISHRITECATHEDRAL1,LEFTR,Left Rear,1,A,Red,Center
474,SCOTTISHRITECATHEDRAL1,RGHTF,Right Front,1,A,Red,Center
474,SCOTTISHRITECATHEDRAL1,RGHTR,Right Rear,1,A,Red,Center
