VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1159,GRANDTHEATRE1,ORCHC,Orchestra Center,1,A,Gold,Center,,,
1159,GRANDTHEATRE1,ORCHL,Orchestra Left,2,A,Gold,Left,,,
1159,GRANDTHEATRE1,ORCHR,Orchestra Right,3,A,Gold,Left,,,
1159,GRANDTHEATRE1,BALCC,Balcony Center,4,A,Gold,Left,,,
1159,GRANDTHEATRE1,BALCL,Balcony Left,5,A,Gold,Left,,,
1159,GRANDTHEATRE1,BALCR,Balcony Right,6,A,Gold,Left,,,
1159,GRANDTHEATRE1,BALCB,Balcony Back,7,A,Gold,Left,,,
1159,GRANDTHEATRE1,ADAC,ADA Center,8,H,ADABlack,Left,ADA,,
1159,GRANDTHEATRE1,ADAL,ADA Left,9,H,ADABlack,Left,ADA,,
1159,GRANDTHEATRE1,ADAR,ADA Right,10,H,ADABlack,Left,ADA,,
