VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1937,DAYTONMASONIC3,FLOOR,FLOOR,1,A,GOLD,LEFT,,RECT,
1937,DAYTONMASONIC3,SEC01,SECTION 1,2,A,BLUE,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC1G,SECTION 1 GOLD,3,A,GOLD,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC02,SECTION 2,4,A,BLUE,CENTER,,POLY,
1937,DAYTONMASONIC3,SEC2G,SECTION 2 GOLD,5,A,GOLD,CENTER,,POLY,
1937,DAYTONMASONIC3,SEC03,SECTION 3,6,A,BLUE,LEFT,,RECT,
1937,DAYTONMASONIC3,SEC3G,SECTION 3 GOLD,7,A,GOLD,LEFT,,RECT,
1937,DAYTONMASONIC3,SEC04,SECTION 4,8,A,BLUE,CENTER,,POLY,
1937,DAYTONMASONIC3,SEC4G,SECTION 4 GOLD,9,A,GOLD,CENTER,,POLY,
1937,DAYTONMASONIC3,SEC05,SECTION 5,10,A,BLUE,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC5G,SECTION 5 GOLD,11,A,GOLD,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC06,SECTION 6,12,A,BLUE,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC07,SECTION 7,13,A,BLUE,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC08,SECTION 8,14,A,BLUE,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC09,SECTION 9,15,A,GREEN,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC10,SECTION 10,16,A,GREEN,LEFT,,POLY,
1937,DAYTONMASONIC3,SEC11,SECTION 11,17,A,GREEN,LEFT,,POLY,
1937,DAYTONMASONIC3,ADA,ADA,18,H,BLUE,LEFT,ADA,RECT,
