VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
2202,PITTSBURGTHEATRE2,FC1,FLOOR CENTER TIER 1,1,A,GOLD,CENTER,,RECT,"138,79,213,296"
2202,PITTSBURGTHEATRE2,FC2,FLOOR CENTER TIER 2,4,A,BLUE,CENTER,,RECT,"137,295,213,359"
2202,PITTSBURGTHEATRE2,FLC1,FLOOR LEFT CENTER TIER 1,2,A,GOLD,CENTER,,RECT,"66,95,122,232"
2202,PITTSBURGTHEATRE2,FLC2,FLOOR LEFT CENTER TIER 2,5,A,BLUE,CENTER,,RECT,"65,231,123,359"
2202,PITTSBURGTHEATRE2,FRC1,FLOOR RIGHT CENTER TIER 1,3,A,GOLD,CENTER,,RECT,"229,96,286,231"
2202,PITTSBURGTHEATRE2,FRC2,FLOOR RIGHT CENTER TIER 2,6,A,BLUE,CENTER,,RECT,"229,231,286,359"
2202,PITTSBURGTHEATRE2,FL2,FLOOR LEFT TIER 2,7,A,BLUE,CENTER,,RECT,"14,123,50,360"
2202,PITTSBURGTHEATRE2,FR2,FLOOR RIGHT TIER 2,8,A,BLUE,CENTER,,RECT,"301,123,338,359"
2202,PITTSBURGTHEATRE2,BLC2,BALCONY LEFT CENTER TIER 2,9,A,BLUE,CENTER,,RECT,"96,393,169,422"
2202,PITTSBURGTHEATRE2,BLC3,BALCONY LEFT CENTER TIER 3,13,A,GREEN,CENTER,,RECT,"96,422,170,458"
2202,PITTSBURGTHEATRE2,BLC4,BALCONY LEFT CENTER TIER 4,17,A,RED,CENTER,,RECT,"95,457,170,475"
2202,PITTSBURGTHEATRE2,BRC2,BALCONY RIGHT CENTER TIER 2,10,A,BLUE,CENTER,,RECT,"182,394,255,422"
2202,PITTSBURGTHEATRE2,BRC3,BALCONY RIGHT CENTER TIER 3,14,A,GREEN,CENTER,,RECT,"181,422,255,458"
2202,PITTSBURGTHEATRE2,BRC4,BALCONY RIGHT CENTER TIER 4,18,A,RED,CENTER,,RECT,"181,458,255,475"
2202,PITTSBURGTHEATRE2,BL2,BALCONY LEFT TIER 2,11,A,BLUE,CENTER,,RECT,"9,393,83,423"
2202,PITTSBURGTHEATRE2,BL3,BALCONY LEFT TIER 3,15,A,GREEN,CENTER,,RECT,"10,423,83,458"
2202,PITTSBURGTHEATRE2,BL4,BALCONY LEFT TIER 4,19,A,RED,CENTER,,RECT,"10,458,83,475"
2202,PITTSBURGTHEATRE2,BR2,BALCONY RIGHT TIER 2,12,A,BLUE,CENTER,,RECT,"268,394,341,422"
2202,PITTSBURGTHEATRE2,BR3,BALCONY RIGHT TIER 3,16,A,GREEN,CENTER,,RECT,"268,422,341,458"
2202,PITTSBURGTHEATRE2,BR4,BALCONY RIGHT TIER 4,20,A,RED,CENTER,,RECT,"268,458,341,475"
