VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image
665,OMANARENA2,AA,1,1,569,A,1,1,1,
665,OMANARENA2,AA,1,2,570,A,0,1,2,
665,OMANARENA2,AA,1,3,571,A,0,1,3,
665,OMANARENA2,AA,1,4,572,A,0,1,4,
665,OMANARENA2,AA,1,5,573,A,0,1,5,
665,OMANARENA2,AA,1,6,574,A,0,1,6,
665,OMANARENA2,AA,1,7,575,A,0,1,7,
665,OMANARENA2,AA,1,8,576,A,0,1,8,
665,OMANARENA2,AA,1,9,577,A,0,1,9,
665,OMANARENA2,AA,1,10,578,A,0,1,10,
665,OMANARENA2,AA,1,11,579,A,0,1,11,
665,OMANARENA2,AA,1,12,580,A,0,1,12,
665,OMANARENA2,AA,1,13,581,A,0,1,13,
665,OMANARENA2,AA,1,14,582,A,1,1,14,
665,OMANARENA2,AA,2,1,597,A,1,2,1,
665,OMANARENA2,AA,2,2,598,A,0,2,2
665,OMANARENA2,AA,2,3,599,A,0,2,3
665,OMANARENA2,AA,2,4,600,A,0,2,4
665,OMANARENA2,AA,2,5,601,A,0,2,5
665,OMANARENA2,AA,2,6,602,A,0,2,6
665,OMANARENA2,AA,2,7,603,A,0,2,7
665,OMANARENA2,AA,2,8,604,A,0,2,8
665,OMANARENA2,AA,2,9,605,A,0,2,9
665,OMANARENA2,AA,2,10,606,A,0,2,10
665,OMANARENA2,AA,2,11,607,A,0,2,11
665,OMANARENA2,AA,2,12,608,A,0,2,12
665,OMANARENA2,AA,2,13,609,A,1,2,13
665,OMANARENA2,AA,3,1,623,A,1,3,1
665,OMANARENA2,AA,3,2,624,A,0,3,2
665,OMANARENA2,AA,3,3,625,A,0,3,3
665,OMANARENA2,AA,3,4,626,A,0,3,4
665,OMANARENA2,AA,3,5,627,A,0,3,5
665,OMANARENA2,AA,3,6,628,A,0,3,6
665,OMANARENA2,AA,3,7,629,A,0,3,7
665,OMANARENA2,AA,3,8,630,A,0,3,8
665,OMANARENA2,AA,3,9,631,A,0,3,9
665,OMANARENA2,AA,3,10,632,A,0,3,10
665,OMANARENA2,AA,3,11,633,A,0,3,11
665,OMANARENA2,AA,3,12,634,A,1,3,12
665,OMANARENA2,AA,4,1,647,A,1,4,1
665,OMANARENA2,AA,4,2,648,A,0,4,2
665,OMANARENA2,AA,4,3,649,A,0,4,3
665,OMANARENA2,AA,4,4,650,A,0,4,4
665,OMANARENA2,AA,4,5,651,A,0,4,5
665,OMANARENA2,AA,4,6,652,A,0,4,6
665,OMANARENA2,AA,4,7,653,A,0,4,7
665,OMANARENA2,AA,4,8,654,A,0,4,8
665,OMANARENA2,AA,4,9,655,A,0,4,9
665,OMANARENA2,AA,4,10,656,A,1,4,10
665,OMANARENA2,AA,5,1,669,A,1,5,1
665,OMANARENA2,AA,5,2,670,A,0,5,2
665,OMANARENA2,AA,5,3,671,A,0,5,3
665,OMANARENA2,AA,5,4,672,A,0,5,4
665,OMANARENA2,AA,5,5,673,A,0,5,5
665,OMANARENA2,AA,5,6,674,A,0,5,6
665,OMANARENA2,AA,5,7,675,A,0,5,7
665,OMANARENA2,AA,5,8,676,A,1,5,8
665,OMANARENA2,AA,6,1,688,A,1,6,1
665,OMANARENA2,AA,6,2,689,A,0,6,2
665,OMANARENA2,AA,6,3,690,A,0,6,3
665,OMANARENA2,AA,6,4,691,A,0,6,4
665,OMANARENA2,AA,6,5,692,A,0,6,5
665,OMANARENA2,AA,6,6,693,A,1,6,6
665,OMANARENA2,AA,7,1,713,A,1,7,1
665,OMANARENA2,AA,7,2,714,A,0,7,2
665,OMANARENA2,AA,7,3,715,A,1,7,3
665,OMANARENA2,BB,1,1,99,A,1,1,1
665,OMANARENA2,BB,1,2,100,A,0,1,2
665,OMANARENA2,BB,1,3,101,A,0,1,3
665,OMANARENA2,BB,1,4,102,A,0,1,4
665,OMANARENA2,BB,1,5,103,A,0,1,5
665,OMANARENA2,BB,1,6,104,A,0,1,6
665,OMANARENA2,BB,1,7,105,A,0,1,7
665,OMANARENA2,BB,1,8,106,A,0,1,8
665,OMANARENA2,BB,1,9,107,A,0,1,9
665,OMANARENA2,BB,1,10,108,A,0,1,10
665,OMANARENA2,BB,1,11,109,A,0,1,11
665,OMANARENA2,BB,1,12,110,A,1,1,12
665,OMANARENA2,BB,2,1,125,A,1,2,1
665,OMANARENA2,BB,2,2,126,A,0,2,2
665,OMANARENA2,BB,2,3,127,A,0,2,3
665,OMANARENA2,BB,2,4,128,A,0,2,4
665,OMANARENA2,BB,2,5,129,A,0,2,5
665,OMANARENA2,BB,2,6,130,A,0,2,6
665,OMANARENA2,BB,2,7,131,A,0,2,7
665,OMANARENA2,BB,2,8,132,A,0,2,8
665,OMANARENA2,BB,2,9,133,A,0,2,9
665,OMANARENA2,BB,2,10,134,A,0,2,10
665,OMANARENA2,BB,2,11,135,A,0,2,11
