VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image
1568,FAIRGROUNDSPARK1,GAD,GA,GA,181,A,1,1,1,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,182,A,0,1,2,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,183,A,0,1,3,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,184,A,0,1,4,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,185,A,0,1,5,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,186,A,0,1,6,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,187,A,0,1,7,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,188,A,0,1,8,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,189,A,0,1,9,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,190,A,0,1,10,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,191,A,0,1,11,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,192,A,0,1,12,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,193,A,0,1,13,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,194,A,0,1,14,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,195,A,0,1,15,
1568,FAIRGROUNDSPARK1,GAD,GA,GA,196,A,0,1,16
1568,FAIRGROUNDSPARK1,GAD,GA,GA,197,A,0,1,17
1568,FAIRGROUNDSPARK1,GAD,GA,GA,198,A,0,1,18
1568,FAIRGROUNDSPARK1,GAD,GA,GA,199,A,0,1,19
1568,FAIRGROUNDSPARK1,GAD,GA,GA,200,A,0,1,20
1568,FAIRGROUNDSPARK1,GAD,GA,GA,201,A,0,1,21
1568,FAIRGROUNDSPARK1,GAD,GA,GA,202,A,0,1,22
1568,FAIRGROUNDSPARK1,GAD,GA,GA,203,A,0,1,23
1568,FAIRGROUNDSPARK1,GAD,GA,GA,204,A,0,1,24
1568,FAIRGROUNDSPARK1,GAD,GA,GA,205,A,0,1,25
1568,FAIRGROUNDSPARK1,GAD,GA,GA,206,A,0,1,26
1568,FAIRGROUNDSPARK1,GAD,GA,GA,207,A,0,1,27
1568,FAIRGROUNDSPARK1,GAD,GA,GA,208,A,0,1,28
1568,FAIRGROUNDSPARK1,GAD,GA,GA,209,A,0,1,29
1568,FAIRGROUNDSPARK1,GAD,GA,GA,210,A,0,1,30
1568,FAIRGROUNDSPARK1,GAD,GA,GA,211,A,0,1,31
1568,FAIRGROUNDSPARK1,GAD,GA,GA,212,A,0,1,32
1568,FAIRGROUNDSPARK1,GAD,GA,GA,213,A,0,1,33
1568,FAIRGROUNDSPARK1,GAD,GA,GA,214,A,0,1,34
1568,FAIRGROUNDSPARK1,GAD,GA,GA,215,A,0,1,35
1568,FAIRGROUNDSPARK1,GAD,GA,GA,216,A,0,1,36
1568,FAIRGROUNDSPARK1,GAD,GA,GA,217,A,0,1,37
1568,FAIRGROUNDSPARK1,GAD,GA,GA,218,A,0,1,38
1568,FAIRGROUNDSPARK1,GAD,GA,GA,219,A,0,1,39
1568,FAIRGROUNDSPARK1,GAD,GA,GA,220,A,0,1,40
1568,FAIRGROUNDSPARK1,GAD,GA,GA,221,A,0,1,41
1568,FAIRGROUNDSPARK1,GAD,GA,GA,222,A,0,1,42
1568,FAIRGROUNDSPARK1,GAD,GA,GA,223,A,0,1,43
1568,FAIRGROUNDSPARK1,GAD,GA,GA,224,A,0,1,44
1568,FAIRGROUNDSPARK1,GAD,GA,GA,225,A,0,1,45
1568,FAIRGROUNDSPARK1,GAD,GA,GA,226,A,0,1,46
1568,FAIRGROUNDSPARK1,GAD,GA,GA,227,A,0,1,47
1568,FAIRGROUNDSPARK1,GAD,GA,GA,228,A,0,1,48
1568,FAIRGROUNDSPARK1,GAD,GA,GA,229,A,0,1,49
1568,FAIRGROUNDSPARK1,GAD,GA,GA,230,A,0,1,50
1568,FAIRGROUNDSPARK1,GAD,GA,GA,231,A,0,1,51
1568,FAIRGROUNDSPARK1,GAD,GA,GA,232,A,0,1,52
1568,FAIRGROUNDSPARK1,GAD,GA,GA,233,A,0,1,53
1568,FAIRGROUNDSPARK1,GAD,GA,GA,234,A,0,1,54
1568,FAIRGROUNDSPARK1,GAD,GA,GA,235,A,0,1,55
1568,FAIRGROUNDSPARK1,GAD,GA,GA,236,A,0,1,56
1568,FAIRGROUNDSPARK1,GAD,GA,GA,237,A,0,1,57
1568,FAIRGROUNDSPARK1,GAD,GA,GA,238,A,0,1,58
1568,FAIRGROUNDSPARK1,GAD,GA,GA,239,A,0,1,59
1568,FAIRGROUNDSPARK1,GAD,GA,GA,240,A,0,1,60
1568,FAIRGROUNDSPARK1,GAD,GA,GA,241,A,0,1,61
1568,FAIRGROUNDSPARK1,GAD,GA,GA,242,A,0,1,62
1568,FAIRGROUNDSPARK1,GAD,GA,GA,243,A,0,1,63
1568,FAIRGROUNDSPARK1,GAD,GA,GA,244,A,0,1,64
1568,FAIRGROUNDSPARK1,GAD,GA,GA,245,A,0,1,65
1568,FAIRGROUNDSPARK1,GAD,GA,GA,246,A,0,1,66
1568,FAIRGROUNDSPARK1,GAD,GA,GA,247,A,0,1,67
1568,FAIRGROUNDSPARK1,GAD,GA,GA,248,A,0,1,68
1568,FAIRGROUNDSPARK1,GAD,GA,GA,249,A,0,1,69
1568,FAIRGROUNDSPARK1,GAD,GA,GA,250,A,0,1,70
1568,FAIRGROUNDSPARK1,GAD,GA,GA,251,A,0,1,71
