VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
753,14STPLAYHOUSE3,VIP,VIP,1,A,,,general,,,
753,14STPLAYHOUSE3,GA,General Admission,2,A,,,general,,,
