VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,HoldType
1574,HARRISTHEATER1,ORCAL,P,27,467,A,0,10,3,0
1574,HARRISTHEATER1,ORCAL,P,25,466,A,0,10,4,0
1574,HARRISTHEATER1,ORCAL,P,23,465,A,0,10,5,0
1574,HARRISTHEATER1,ORCAL,P,21,464,A,0,10,6,0
1574,HARRISTHEATER1,ORCAL,P,19,463,A,0,10,7,0
1574,HARRISTHEATER1,ORCAL,P,17,462,A,0,10,8,0
1574,HARRISTHEATER1,ORCAL,P,15,461,A,0,10,9,0
1574,HARRISTHEATER1,ORCAL,P,13,460,A,0,10,10,0
1574,HARRISTHEATER1,ORCAL,P,11,459,A,0,10,11,0
1574,HARRISTHEATER1,ORCAL,P,9,458,A,0,10,12,0
1574,HARRISTHEATER1,ORCAL,P,7,457,A,0,10,13,0
1574,HARRISTHEATER1,ORCAL,P,5,456,A,0,10,14,0
1574,HARRISTHEATER1,ORCAL,P,3,455,A,0,10,15,0
1574,HARRISTHEATER1,ORCAL,P,1,454,A,1,10,16,0
1574,HARRISTHEATER1,ORCAL,Q,29,498,A,1,11,2,0
1574,HARRISTHEATER1,ORCAL,Q,27,497,A,0,11,3,0
1574,HARRISTHEATER1,ORCAL,Q,25,496,A,0,11,4,0
1574,HARRISTHEATER1,ORCAL,Q,23,495,A,0,11,5,0
1574,HARRISTHEATER1,ORCAL,Q,21,494,A,0,11,6,0
1574,HARRISTHEATER1,ORCAL,Q,19,493,A,0,11,7,0
1574,HARRISTHEATER1,ORCAL,Q,17,492,A,0,11,8,0
1574,HARRISTHEATER1,ORCAL,Q,15,491,A,0,11,9,0
1574,HARRISTHEATER1,ORCAL,Q,13,490,A,0,11,10,0
1574,HARRISTHEATER1,ORCAL,Q,11,489,A,0,11,11,0
1574,HARRISTHEATER1,ORCAL,Q,9,488,A,0,11,12,0
1574,HARRISTHEATER1,ORCAL,Q,7,487,A,0,11,13,0
1574,HARRISTHEATER1,ORCAL,Q,5,486,A,0,11,14,0
1574,HARRISTHEATER1,ORCAL,Q,3,485,A,0,11,15,0
1574,HARRISTHEATER1,ORCAL,Q,1,484,A,1,11,16,0
1574,HARRISTHEATER1,ORCAL,R,29,528,A,1,12,2,0
1574,HARRISTHEATER1,ORCAL,R,27,527,A,0,12,3,0
1574,HARRISTHEATER1,ORCAL,R,25,526,A,0,12,4,0
1574,HARRISTHEATER1,ORCAL,R,23,525,A,0,12,5,0
1574,HARRISTHEATER1,ORCAL,R,21,524,A,0,12,6,0
1574,HARRISTHEATER1,ORCAL,R,19,523,A,0,12,7,0
1574,HARRISTHEATER1,ORCAL,R,17,522,A,0,12,8,0
1574,HARRISTHEATER1,ORCAL,R,15,521,A,0,12,9,0
1574,HARRISTHEATER1,ORCAL,R,13,520,A,0,12,10,0
1574,HARRISTHEATER1,ORCAL,R,11,519,A,0,12,11,0
1574,HARRISTHEATER1,ORCAL,R,9,518,A,0,12,12,0
1574,HARRISTHEATER1,ORCAL,R,7,517,A,0,12,13,0
1574,HARRISTHEATER1,ORCAL,R,5,516,A,0,12,14,0
1574,HARRISTHEATER1,ORCAL,R,3,515,A,0,12,15,0
1574,HARRISTHEATER1,ORCAL,R,1,514,A,1,12,16,0
1574,HARRISTHEATER1,ORCAL,S,31,559,A,1,15,1,0
1574,HARRISTHEATER1,ORCAL,S,29,558,A,0,15,2,0
1574,HARRISTHEATER1,ORCAL,S,27,557,A,0,15,3,0
1574,HARRISTHEATER1,ORCAL,S,25,556,A,0,15,4,0
1574,HARRISTHEATER1,ORCAL,S,23,555,A,0,15,5,0
1574,HARRISTHEATER1,ORCAL,S,21,554,A,0,15,6,0
1574,HARRISTHEATER1,ORCAL,S,19,553,A,0,15,7,0
1574,HARRISTHEATER1,ORCAL,S,17,552,A,0,15,8,0
1574,HARRISTHEATER1,ORCAL,S,15,551,A,0,15,9,0
1574,HARRISTHEATER1,ORCAL,S,13,550,A,0,15,10,0
1574,HARRISTHEATER1,ORCAL,S,11,549,A,0,15,11,0
1574,HARRISTHEATER1,ORCAL,S,9,548,A,0,15,12,0
1574,HARRISTHEATER1,ORCAL,S,7,547,A,0,15,13,0
1574,HARRISTHEATER1,ORCAL,S,5,546,A,0,15,14,0
1574,HARRISTHEATER1,ORCAL,S,3,545,A,0,15,15,0
1574,HARRISTHEATER1,ORCAL,S,1,544,A,1,15,16,0
1574,HARRISTHEATER1,ORCAL,T,31,591,A,1,16,1,0
1574,HARRISTHEATER1,ORCAL,T,29,590,A,0,16,2,0
1574,HARRISTHEATER1,ORCAL,T,27,589,A,0,16,3,0
1574,HARRISTHEATER1,ORCAL,T,25,588,A,0,16,4,0
1574,HARRISTHEATER1,ORCAL,T,23,587,A,0,16,5,0
1574,HARRISTHEATER1,ORCAL,T,21,586,A,0,16,6,0
1574,HARRISTHEATER1,ORCAL,T,19,585,A,0,16,7,0
1574,HARRISTHEATER1,ORCAL,T,17,584,A,0,16,8,0
1574,HARRISTHEATER1,ORCAL,T,15,583,A,0,16,9,0
1574,HARRISTHEATER1,ORCAL,T,13,582,A,0,16,10,0
1574,HARRISTHEATER1,ORCAL,T,11,581,A,0,16,11,0
1574,HARRISTHEATER1,ORCAL,T,9,580,A,0,16,12,0
1574,HARRISTHEATER1,ORCAL,T,7,579,A,0,16,13,0
1574,HARRISTHEATER1,ORCAL,T,5,578,A,0,16,14,0
1574,HARRISTHEATER1,ORCAL,T,3,577,A,0,16,15,0
1574,HARRISTHEATER1,ORCAL,T,1,576,A,1,16,16,0
1574,HARRISTHEATER1,ORCAL,U,31,623,A,1,17,1,0
1574,HARRISTHEATER1,ORCAL,U,29,622,A,0,17,2,0
1574,HARRISTHEATER1,ORCAL,U,27,621,A,0,17,3,0
1574,HARRISTHEATER1,ORCAL,U,25,620,A,0,17,4,0
1574,HARRISTHEATER1,ORCAL,U,23,619,A,0,17,5,0
1574,HARRISTHEATER1,ORCAL,U,21,618,A,0,17,6,0
1574,HARRISTHEATER1,ORCAL,U,19,617,A,0,17,7,0
1574,HARRISTHEATER1,ORCAL,U,17,616,A,0,17,8,0
1574,HARRISTHEATER1,ORCAL,U,15,615,A,0,17,9,0
1574,HARRISTHEATER1,ORCAL,U,13,614,A,0,17,10,0
1574,HARRISTHEATER1,ORCAL,U,11,613,A,0,17,11,0
1574,HARRISTHEATER1,ORCAL,U,9,612,A,0,17,12,0
1574,HARRISTHEATER1,ORCAL,U,7,611,A,0,17,13,0
1574,HARRISTHEATER1,ORCAL,U,5,610,A,0,17,14,0
1574,HARRISTHEATER1,ORCAL,U,3,609,A,0,17,15,0
1574,HARRISTHEATER1,ORCAL,U,1,608,A,1,17,16,0
1574,HARRISTHEATER1,ORCAP,G,101,15,A,1,1,1,0
1574,HARRISTHEATER1,ORCAP,G,102,13,A,0,1,2,0
1574,HARRISTHEATER1,ORCAP,G,103,11,A,0,1,3,0
1574,HARRISTHEATER1,ORCAP,G,104,9,A,0,1,4,0
1574,HARRISTHEATER1,ORCAP,G,105,7,A,0,1,5,0
1574,HARRISTHEATER1,ORCAP,G,106,5,A,0,1,6,0
1574,HARRISTHEATER1,ORCAP,G,107,3,A,0,1,7,0
1574,HARRISTHEATER1,ORCAP,G,108,1,A,0,1,8,0
1574,HARRISTHEATER1,ORCAP,G,109,2,A,0,1,9,0
1574,HARRISTHEATER1,ORCAP,G,110,4,A,0,1,10,0
1574,HARRISTHEATER1,ORCAP,G,111,6,A,0,1,11,0
1574,HARRISTHEATER1,ORCAP,G,112,8,A,0,1,12,0
1574,HARRISTHEATER1,ORCAP,G,113,10,A,0,1,13,0
1574,HARRISTHEATER1,ORCAP,G,114,12,A,0,1,14,0
1574,HARRISTHEATER1,ORCAP,G,115,14,A,0,1,15,0
1574,HARRISTHEATER1,ORCAP,G,116,16,A,1,1,16,0
1574,HARRISTHEATER1,ORCAP,H,101,31,A,1,2,17,0
1574,HARRISTHEATER1,ORCAP,H,102,29,A,0,2,18,0
1574,HARRISTHEATER1,ORCAP,H,103,27,A,0,2,19,0
1574,HARRISTHEATER1,ORCAP,H,104,25,A,0,2,20,0
1574,HARRISTHEATER1,ORCAP,H,105,23,A,0,2,21,0
1574,HARRISTHEATER1,ORCAP,H,106,21,A,0,2,22,0
1574,HARRISTHEATER1,ORCAP,H,107,19,A,0,2,23,0
1574,HARRISTHEATER1,ORCAP,H,108,17,A,0,2,24,0
1574,HARRISTHEATER1,ORCAP,H,109,18,A,0,2,25,0
1574,HARRISTHEATER1,ORCAP,H,110,20,A,0,2,26,0
1574,HARRISTHEATER1,ORCAP,H,111,22,A,0,2,27,0
1574,HARRISTHEATER1,ORCAP,H,112,24,A,0,2,28,0
1574,HARRISTHEATER1,ORCAP,H,113,26,A,0,2,29,0
1574,HARRISTHEATER1,ORCAP,H,114,28,A,0,2,30,0
1574,HARRISTHEATER1,ORCAP,H,115,30,A,0,2,31,0
1574,HARRISTHEATER1,ORCAP,H,116,32,A,1,2,32,0
1574,HARRISTHEATER1,ORCAP,J,101,47,A,1,3,33,0
1574,HARRISTHEATER1,ORCAP,J,102,45,A,0,3,34,0
1574,HARRISTHEATER1,ORCAP,J,103,43,A,0,3,35,0
1574,HARRISTHEATER1,ORCAP,J,104,41,A,0,3,36,0
1574,HARRISTHEATER1,ORCAP,J,105,39,A,0,3,37,0
1574,HARRISTHEATER1,ORCAP,J,106,37,A,0,3,38,0
1574,HARRISTHEATER1,ORCAP,J,107,35,A,0,3,39,0
1574,HARRISTHEATER1,ORCAP,J,108,33,A,0,3,40,0
1574,HARRISTHEATER1,ORCAP,J,109,34,A,0,3,41,0
1574,HARRISTHEATER1,ORCAP,J,110,36,A,0,3,42,0
1574,HARRISTHEATER1,ORCAP,J,111,38,A,0,3,43,0
1574,HARRISTHEATER1,ORCAP,J,112,40,A,0,3,44,0
1574,HARRISTHEATER1,ORCAP,J,113,42,A,0,3,45,0
1574,HARRISTHEATER1,ORCAP,J,114,44,A,0,3,46,0
1574,HARRISTHEATER1,ORCAP,J,115,46,A,0,3,47,0
1574,HARRISTHEATER1,ORCAP,J,116,48,A,1,3,48,0
1574,HARRISTHEATER1,ORCAP,K,101,63,A,1,4,49,0
1574,HARRISTHEATER1,ORCAP,K,102,61,A,0,4,50,0
1574,HARRISTHEATER1,ORCAP,K,103,59,A,0,4,51,0
1574,HARRISTHEATER1,ORCAP,K,104,57,A,0,4,52,0
1574,HARRISTHEATER1,ORCAP,K,105,55,A,0,4,53,0
1574,HARRISTHEATER1,ORCAP,K,106,53,A,0,4,54,0
1574,HARRISTHEATER1,ORCAP,K,107,51,A,0,4,55,0
1574,HARRISTHEATER1,ORCAP,K,108,49,A,0,4,56,0
1574,HARRISTHEATER1,ORCAP,K,109,50,A,0,4,57,0
1574,HARRISTHEATER1,ORCAP,K,110,52,A,0,4,58,0
1574,HARRISTHEATER1,ORCAP,K,111,54,A,0,4,59,0
1574,HARRISTHEATER1,ORCAP,K,112,56,A,0,4,60,0
1574,HARRISTHEATER1,ORCAP,K,113,58,A,0,4,61,0
1574,HARRISTHEATER1,ORCAP,K,114,60,A,0,4,62,0
1574,HARRISTHEATER1,ORCAP,K,115,62,A,0,4,63,0
1574,HARRISTHEATER1,ORCAP,K,116,64,A,1,4,64,0
1574,HARRISTHEATER1,ORCAP,L,101,79,A,1,5,65,0
1574,HARRISTHEATER1,ORCAP,L,102,77,A,0,5,66,0
1574,HARRISTHEATER1,ORCAP,L,103,75,A,0,5,67,0
1574,HARRISTHEATER1,ORCAP,L,104,73,A,0,5,68,0
1574,HARRISTHEATER1,ORCAP,L,105,71,A,0,5,69,0
1574,HARRISTHEATER1,ORCAP,L,106,69,A,0,5,70,0
1574,HARRISTHEATER1,ORCAP,L,107,67,A,0,5,71,0
1574,HARRISTHEATER1,ORCAP,L,108,65,A,0,5,72,0
1574,HARRISTHEATER1,ORCAP,L,109,66,A,0,5,73,0
1574,HARRISTHEATER1,ORCAP,L,110,68,A,0,5,74,0
1574,HARRISTHEATER1,ORCAP,L,111,70,A,0,5,75,0
1574,HARRISTHEATER1,ORCAP,L,112,72,A,0,5,76,0
1574,HARRISTHEATER1,ORCAP,L,113,74,A,0,5,77,0
1574,HARRISTHEATER1,ORCAP,L,114,76,A,0,5,78,0
1574,HARRISTHEATER1,ORCAP,L,115,78,A,0,5,79,0
1574,HARRISTHEATER1,ORCAP,L,116,80,A,1,5,80,0
1574,HARRISTHEATER1,ORCAP,M,101,95,A,1,6,81,0
1574,HARRISTHEATER1,ORCAP,M,102,93,A,0,6,82,0
1574,HARRISTHEATER1,ORCAP,M,103,91,A,0,6,83,0
1574,HARRISTHEATER1,ORCAP,M,104,89,A,0,6,84,0
1574,HARRISTHEATER1,ORCAP,M,105,87,A,0,6,85,0
1574,HARRISTHEATER1,ORCAP,M,106,85,A,0,6,86,0
1574,HARRISTHEATER1,ORCAP,M,107,83,A,0,6,87,0
1574,HARRISTHEATER1,ORCAP,M,108,81,A,0,6,88,0
1574,HARRISTHEATER1,ORCAP,M,109,82,A,0,6,89,0
1574,HARRISTHEATER1,ORCAP,M,110,84,A,0,6,90,0
1574,HARRISTHEATER1,ORCAP,M,111,86,A,0,6,91,0
1574,HARRISTHEATER1,ORCAP,M,112,88,A,0,6,92,0
1574,HARRISTHEATER1,ORCAP,M,113,90,A,0,6,93,0
1574,HARRISTHEATER1,ORCAP,M,114,92,A,0,6,94,0
1574,HARRISTHEATER1,ORCAP,M,115,94,A,0,6,95,0
1574,HARRISTHEATER1,ORCAP,M,116,96,A,1,6,96,0
1574,HARRISTHEATER1,ORCAP,N,101,111,A,1,7,97,0
1574,HARRISTHEATER1,ORCAP,N,102,109,A,0,7,98,0
1574,HARRISTHEATER1,ORCAP,N,103,107,A,0,7,99,0
1574,HARRISTHEATER1,ORCAP,N,104,105,A,0,7,100,0
1574,HARRISTHEATER1,ORCAP,N,105,103,A,0,7,101,0
1574,HARRISTHEATER1,ORCAP,N,106,101,A,0,7,102,0
1574,HARRISTHEATER1,ORCAP,N,107,99,A,0,7,103,0
1574,HARRISTHEATER1,ORCAP,N,108,97,A,0,7,104,0
1574,HARRISTHEATER1,ORCAP,N,109,98,A,0,7,105,0
1574,HARRISTHEATER1,ORCAP,N,110,100,A,0,7,106,0
1574,HARRISTHEATER1,ORCAP,N,111,102,A,0,7,107,0
1574,HARRISTHEATER1,ORCAP,N,112,104,A,0,7,108,0
1574,HARRISTHEATER1,ORCAP,N,113,106,A,0,7,109,0
1574,HARRISTHEATER1,ORCAP,N,114,108,A,0,7,110,0
1574,HARRISTHEATER1,ORCAP,N,115,110,A,0,7,111,0
1574,HARRISTHEATER1,ORCAP,N,116,112,A,1,7,112,0
1574,HARRISTHEATER1,ORCAP,O,101,127,A,1,8,113,0
1574,HARRISTHEATER1,ORCAP,O,102,125,A,0,8,114,0
1574,HARRISTHEATER1,ORCAP,O,103,123,A,0,8,115,0
1574,HARRISTHEATER1,ORCAP,O,104,121,A,0,8,116,0
1574,HARRISTHEATER1,ORCAP,O,105,119,A,0,8,117,0
1574,HARRISTHEATER1,ORCAP,O,106,117,A,0,8,118,0
1574,HARRISTHEATER1,ORCAP,O,107,115,A,0,8,119,0
1574,HARRISTHEATER1,ORCAP,O,108,113,A,0,8,120,0
1574,HARRISTHEATER1,ORCAP,O,109,114,A,0,8,121,0
1574,HARRISTHEATER1,ORCAP,O,110,116,A,0,8,122,0
1574,HARRISTHEATER1,ORCAP,O,111,118,A,0,8,123,0
1574,HARRISTHEATER1,ORCAP,O,112,120,A,0,8,124,0
1574,HARRISTHEATER1,ORCAP,O,113,122,A,0,8,125,0
1574,HARRISTHEATER1,ORCAP,O,114,124,A,0,8,126,0
1574,HARRISTHEATER1,ORCAP,O,115,126,A,0,8,127,0
1574,HARRISTHEATER1,ORCAP,O,116,128,A,1,8,128,0
1574,HARRISTHEATER1,ORCAP,P,101,143,A,1,9,129,0
1574,HARRISTHEATER1,ORCAP,P,102,141,A,0,9,130,0
1574,HARRISTHEATER1,ORCAP,P,103,139,A,0,9,131,0
1574,HARRISTHEATER1,ORCAP,P,104,137,A,0,9,132,0
1574,HARRISTHEATER1,ORCAP,P,105,135,A,0,9,133,0
1574,HARRISTHEATER1,ORCAP,P,106,133,A,0,9,134,0
1574,HARRISTHEATER1,ORCAP,P,107,131,A,0,9,135,0
1574,HARRISTHEATER1,ORCAP,P,108,129,A,0,9,136,0
1574,HARRISTHEATER1,ORCAP,P,109,130,A,0,9,137,0
1574,HARRISTHEATER1,ORCAP,P,110,132,A,0,9,138,0
1574,HARRISTHEATER1,ORCAP,P,111,134,A,0,9,139,0
1574,HARRISTHEATER1,ORCAP,P,112,136,A,0,9,140,0
1574,HARRISTHEATER1,ORCAP,P,113,138,A,0,9,141,0
1574,HARRISTHEATER1,ORCAP,P,114,140,A,0,9,142,0
1574,HARRISTHEATER1,ORCAP,P,115,142,A,0,9,143,0
1574,HARRISTHEATER1,ORCAP,P,116,144,A,1,9,144,0
1574,HARRISTHEATER1,ORCAP,Q,101,159,A,1,10,145,0
1574,HARRISTHEATER1,ORCAP,Q,102,157,A,0,10,146,0
1574,HARRISTHEATER1,ORCAP,Q,103,155,A,0,10,147,0
1574,HARRISTHEATER1,ORCAP,Q,104,153,A,0,10,148,0
1574,HARRISTHEATER1,ORCAP,Q,105,151,A,0,10,149,0
1574,HARRISTHEATER1,ORCAP,Q,106,149,A,0,10,150,0
1574,HARRISTHEATER1,ORCAP,Q,107,147,A,0,10,151,0
1574,HARRISTHEATER1,ORCAP,Q,108,145,A,0,10,152,0
1574,HARRISTHEATER1,ORCAP,Q,109,146,A,0,10,153,0
1574,HARRISTHEATER1,ORCAP,Q,110,148,A,0,10,154,0
1574,HARRISTHEATER1,ORCAP,Q,111,150,A,0,10,155,0
1574,HARRISTHEATER1,ORCAP,Q,112,152,A,0,10,156,0
1574,HARRISTHEATER1,ORCAP,Q,113,154,A,0,10,157,0
1574,HARRISTHEATER1,ORCAP,Q,114,156,A,0,10,158,0
1574,HARRISTHEATER1,ORCAP,Q,115,158,A,1,10,159,0
1574,HARRISTHEATER1,ORCAP,R,101,174,A,1,11,160,0
1574,HARRISTHEATER1,ORCAP,R,102,172,A,0,11,161,0
1574,HARRISTHEATER1,ORCAP,R,103,170,A,0,11,162,0
1574,HARRISTHEATER1,ORCAP,R,104,168,A,0,11,163,0
1574,HARRISTHEATER1,ORCAP,R,105,166,A,0,11,164,0
1574,HARRISTHEATER1,ORCAP,R,106,164,A,0,11,165,0
1574,HARRISTHEATER1,ORCAP,R,107,162,A,0,11,166,0
1574,HARRISTHEATER1,ORCAP,R,108,160,A,0,11,167,0
1574,HARRISTHEATER1,ORCAP,R,109,161,A,0,11,168,0
1574,HARRISTHEATER1,ORCAP,R,110,163,A,0,11,169,0
1574,HARRISTHEATER1,ORCAP,R,111,165,A,0,11,170,0
1574,HARRISTHEATER1,ORCAP,R,112,167,A,0,11,171,0
1574,HARRISTHEATER1,ORCAP,R,113,169,A,0,11,172,0
1574,HARRISTHEATER1,ORCAP,R,114,171,A,0,11,173,0
1574,HARRISTHEATER1,ORCAP,R,115,173,A,0,11,174,0
1574,HARRISTHEATER1,ORCAP,R,116,175,A,1,11,175,0
1574,HARRISTHEATER1,ORCAP,S,101,190,A,1,13,176,0
1574,HARRISTHEATER1,ORCAP,S,102,188,A,0,13,177,0
1574,HARRISTHEATER1,ORCAP,S,103,186,A,0,13,178,0
1574,HARRISTHEATER1,ORCAP,S,104,184,A,0,13,179,0
1574,HARRISTHEATER1,ORCAP,S,105,182,A,0,13,180,0
1574,HARRISTHEATER1,ORCAP,S,106,180,A,0,13,181,0
1574,HARRISTHEATER1,ORCAP,S,107,178,A,0,13,182,0
1574,HARRISTHEATER1,ORCAP,S,108,176,A,0,13,183,0
1574,HARRISTHEATER1,ORCAP,S,109,177,A,0,13,184,0
1574,HARRISTHEATER1,ORCAP,S,110,179,A,0,13,185,0
1574,HARRISTHEATER1,ORCAP,S,111,181,A,0,13,186,0
1574,HARRISTHEATER1,ORCAP,S,112,183,A,0,13,187,0
1574,HARRISTHEATER1,ORCAP,S,113,185,A,0,13,188,0
1574,HARRISTHEATER1,ORCAP,S,114,187,A,0,13,189,0
1574,HARRISTHEATER1,ORCAP,S,115,189,A,0,13,190,0
1574,HARRISTHEATER1,ORCAP,S,116,191,A,1,13,191,0
1574,HARRISTHEATER1,ORCAP,T,101,206,A,1,14,192,0
1574,HARRISTHEATER1,ORCAP,T,102,204,A,0,14,193,0
1574,HARRISTHEATER1,ORCAP,T,103,202,A,0,14,194,0
1574,HARRISTHEATER1,ORCAP,T,104,200,A,0,14,195,0
1574,HARRISTHEATER1,ORCAP,T,105,198,A,0,14,196,0
1574,HARRISTHEATER1,ORCAP,T,106,196,A,0,14,197,0
1574,HARRISTHEATER1,ORCAP,T,107,194,A,0,14,198,0
1574,HARRISTHEATER1,ORCAP,T,108,192,A,0,14,199,0
1574,HARRISTHEATER1,ORCAP,T,109,193,A,0,14,200,0
1574,HARRISTHEATER1,ORCAP,T,110,195,A,0,14,201,0
1574,HARRISTHEATER1,ORCAP,T,111,197,A,0,14,202,0
1574,HARRISTHEATER1,ORCAP,T,112,199,A,0,14,203,0
1574,HARRISTHEATER1,ORCAP,T,113,201,A,0,14,204,0
1574,HARRISTHEATER1,ORCAP,T,114,203,A,0,14,205,0
1574,HARRISTHEATER1,ORCAP,T,115,205,A,0,14,206,0
1574,HARRISTHEATER1,ORCAP,T,116,207,A,1,14,207,0
1574,HARRISTHEATER1,ORCAP,U,101,222,A,1,15,208,0
1574,HARRISTHEATER1,ORCAP,U,102,220,A,0,15,209,0
1574,HARRISTHEATER1,ORCAP,U,103,218,A,0,15,210,0
1574,HARRISTHEATER1,ORCAP,U,104,216,A,0,15,211,0
1574,HARRISTHEATER1,ORCAP,U,105,214,A,0,15,212,0
1574,HARRISTHEATER1,ORCAP,U,106,212,A,0,15,213,0
1574,HARRISTHEATER1,ORCAP,U,107,210,A,0,15,214,0
1574,HARRISTHEATER1,ORCAP,U,108,208,A,0,15,215,0
1574,HARRISTHEATER1,ORCAP,U,109,209,A,0,15,216,0
1574,HARRISTHEATER1,ORCAP,U,110,211,A,0,15,217,0
1574,HARRISTHEATER1,ORCAP,U,111,213,A,0,15,218,0
1574,HARRISTHEATER1,ORCAP,U,112,215,A,0,15,219,0
1574,HARRISTHEATER1,ORCAP,U,113,217,A,0,15,220,0
1574,HARRISTHEATER1,ORCAP,U,114,219,A,0,15,221,0
1574,HARRISTHEATER1,ORCAP,U,115,221,A,0,15,222,0
1574,HARRISTHEATER1,ORCAP,U,116,223,A,1,15,223,0
1574,HARRISTHEATER1,ORCAP,V,101,238,A,1,16,224,0
1574,HARRISTHEATER1,ORCAP,V,102,236,A,0,16,225,0
1574,HARRISTHEATER1,ORCAP,V,103,234,A,0,16,226,0
1574,HARRISTHEATER1,ORCAP,V,104,232,A,0,16,227,0
1574,HARRISTHEATER1,ORCAP,V,105,230,A,0,16,228,0
1574,HARRISTHEATER1,ORCAP,V,106,228,A,0,16,229,0
1574,HARRISTHEATER1,ORCAP,V,107,226,A,0,16,230,0
1574,HARRISTHEATER1,ORCAP,V,108,224,A,0,16,231,0
1574,HARRISTHEATER1,ORCAP,V,109,225,A,0,16,232,0
1574,HARRISTHEATER1,ORCAP,V,110,227,A,0,16,233,0
1574,HARRISTHEATER1,ORCAP,V,111,229,A,0,16,234,0
1574,HARRISTHEATER1,ORCAP,V,112,231,A,0,16,235,0
1574,HARRISTHEATER1,ORCAP,V,113,233,A,0,16,236,0
1574,HARRISTHEATER1,ORCAP,V,114,235,A,0,16,237,0
1574,HARRISTHEATER1,ORCAP,V,115,237,A,0,16,238,0
1574,HARRISTHEATER1,ORCAP,V,116,239,A,1,16,239,0
1574,HARRISTHEATER1,ORCAR,F,2,290,A,1,1,1,0
1574,HARRISTHEATER1,ORCAR,F,4,291,A,1,1,2,0
1574,HARRISTHEATER1,ORCAR,G,2,294,A,1,2,1,0
1574,HARRISTHEATER1,ORCAR,G,4,295,A,1,2,2,0
1574,HARRISTHEATER1,ORCAR,H,2,305,A,1,3,1,0
1574,HARRISTHEATER1,ORCAR,H,4,306,A,0,3,2,0
1574,HARRISTHEATER1,ORCAR,H,6,307,A,0,3,3,0
1574,HARRISTHEATER1,ORCAR,H,8,308,A,0,3,4,0
1574,HARRISTHEATER1,ORCAR,H,10,309,A,0,3,5,0
1574,HARRISTHEATER1,ORCAR,H,12,310,A,0,3,6,0
1574,HARRISTHEATER1,ORCAR,H,14,311,A,0,3,7,0
1574,HARRISTHEATER1,ORCAR,H,16,312,A,0,3,8,0
1574,HARRISTHEATER1,ORCAR,H,18,313,A,1,3,9,0
1574,HARRISTHEATER1,ORCAR,J,2,325,A,1,4,1,0
1574,HARRISTHEATER1,ORCAR,J,4,326,A,0,4,2,0
1574,HARRISTHEATER1,ORCAR,J,6,327,A,0,4,3,0
1574,HARRISTHEATER1,ORCAR,J,8,328,A,0,4,4,0
1574,HARRISTHEATER1,ORCAR,J,10,329,A,0,4,5,0
1574,HARRISTHEATER1,ORCAR,J,12,330,A,0,4,6,0
1574,HARRISTHEATER1,ORCAR,J,14,331,A,0,4,7,0
1574,HARRISTHEATER1,ORCAR,J,16,332,A,0,4,8,0
1574,HARRISTHEATER1,ORCAR,J,18,333,A,0,4,9,0
1574,HARRISTHEATER1,ORCAR,J,20,334,A,0,4,10,0
1574,HARRISTHEATER1,ORCAR,J,22,335,A,1,4,11,0
1574,HARRISTHEATER1,ORCAR,K,2,348,A,1,5,1,0
1574,HARRISTHEATER1,ORCAR,K,4,349,A,0,5,2,0
1574,HARRISTHEATER1,ORCAR,K,6,350,A,0,5,3,0
1574,HARRISTHEATER1,ORCAR,K,8,351,A,0,5,4,0
1574,HARRISTHEATER1,ORCAR,K,10,352,A,0,5,5,0
1574,HARRISTHEATER1,ORCAR,K,12,353,A,0,5,6,0
1574,HARRISTHEATER1,ORCAR,K,14,354,A,0,5,7,0
1574,HARRISTHEATER1,ORCAR,K,16,355,A,0,5,8,0
1574,HARRISTHEATER1,ORCAR,K,18,356,A,0,5,9,0
1574,HARRISTHEATER1,ORCAR,K,20,357,A,0,5,10,0
1574,HARRISTHEATER1,ORCAR,K,22,358,A,0,5,11,0
1574,HARRISTHEATER1,ORCAR,K,24,359,A,1,5,12,0
1574,HARRISTHEATER1,ORCAR,L,2,370,A,1,6,1,0
1574,HARRISTHEATER1,ORCAR,L,4,371,A,0,6,2,0
1574,HARRISTHEATER1,ORCAR,L,6,372,A,0,6,3,0
1574,HARRISTHEATER1,ORCAR,L,8,373,A,0,6,4,0
1574,HARRISTHEATER1,ORCAR,L,10,374,A,0,6,5,0
1574,HARRISTHEATER1,ORCAR,L,12,375,A,0,6,6,0
1574,HARRISTHEATER1,ORCAR,L,14,376,A,0,6,7,0
1574,HARRISTHEATER1,ORCAR,L,16,377,A,0,6,8,0
1574,HARRISTHEATER1,ORCAR,L,18,378,A,0,6,9,0
1574,HARRISTHEATER1,ORCAR,L,20,379,A,1,6,10,0
1574,HARRISTHEATER1,ORCAR,M,2,391,A,1,7,1,0
1574,HARRISTHEATER1,ORCAR,M,4,392,A,0,7,2,0
1574,HARRISTHEATER1,ORCAR,M,6,393,A,0,7,3,0
1574,HARRISTHEATER1,ORCAR,M,8,394,A,0,7,4,0
1574,HARRISTHEATER1,ORCAR,M,10,395,A,0,7,5,0
1574,HARRISTHEATER1,ORCAR,M,12,396,A,0,7,6,0
1574,HARRISTHEATER1,ORCAR,M,14,397,A,0,7,7,0
1574,HARRISTHEATER1,ORCAR,M,16,398,A,0,7,8,0
1574,HARRISTHEATER1,ORCAR,M,18,399,A,0,7,9,0
