VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
4658,NOVICIVICCENTER2,TBL1,TABLE 1,3,A,GOLD,LEFT,general,CIRCLE,"110,89,18",
4658,NOVICIVICCENTER2,TBL2,TABLE 2,1,A,GOLD,LEFT,general,CIRCLE,"153,88,18",
4658,NOVICIVICCENTER2,TBL3,TABLE 3,2,A,GOLD,LEFT,general,CIRCLE,"197,88,19",
4658,NOVICIVICCENTER2,TBL4,TABLE 4,4,A,GOLD,LEFT,general,CIRCLE,"239,89,17",
4658,NOVICIVICCENTER2,TBL5,TABLE 5,8,A,GOLD,LEFT,general,CIRCLE,"71,132,17",
4658,NOVICIVICCENTER2,TBL6,TABLE 6,6,A,GOLD,LEFT,general,CIRCLE,"115,133,17",
4658,NOVICIVICCENTER2,TBL7,TABLE 7,5,A,GOLD,LEFT,general,CIRCLE,"157,131,17",
4658,NOVICIVICCENTER2,TBL8,TABLE 8,7,A,GOLD,LEFT,general,CIRCLE,"201,132,19",
4658,NOVICIVICCENTER2,TBL9,TABLE 9,9,A,GOLD,LEFT,general,CIRCLE,"245,133,18",
4658,NOVICIVICCENTER2,TBL10,TABLE 10,10,A,GOLD,LEFT,general,CIRCLE,"288,132,19",
4658,NOVICIVICCENTER2,TBL11,TABLE 11,15,A,GOLD,LEFT,general,CIRCLE,"54,176,17",
4658,NOVICIVICCENTER2,TBL12,TABLE 12,13,A,GOLD,LEFT,general,CIRCLE,"97,176,19",
4658,NOVICIVICCENTER2,TBL13,TABLE 13,11,A,GOLD,LEFT,general,CIRCLE,"141,174,19",
4658,NOVICIVICCENTER2,TBL14,TABLE 14,12,A,GOLD,LEFT,general,CIRCLE,"183,173,19",
4658,NOVICIVICCENTER2,TBL15,TABLE 15,14,A,GOLD,LEFT,general,CIRCLE,"228,175,19",
4658,NOVICIVICCENTER2,TBL16,TABLE 16,16,A,GOLD,LEFT,general,CIRCLE,"270,175,19"
4658,NOVICIVICCENTER2,TBL17,TABLE 17,23,A,GOLD,LEFT,general,CIRCLE,"23,221,18"
4658,NOVICIVICCENTER2,TBL18,TABLE 18,21,A,GOLD,LEFT,general,CIRCLE,"65,221,17"
4658,NOVICIVICCENTER2,TBL19,TABLE 19,19,A,GOLD,LEFT,general,CIRCLE,"109,222,18"
4658,NOVICIVICCENTER2,TBL20,TABLE 20,17,A,GOLD,LEFT,general,CIRCLE,"151,221,18"
4658,NOVICIVICCENTER2,TBL21,TABLE 21,18,A,GOLD,LEFT,general,CIRCLE,"195,221,19"
4658,NOVICIVICCENTER2,TBL22,TABLE 22,20,A,GOLD,LEFT,general,CIRCLE,"236,223,18"
4658,NOVICIVICCENTER2,TBL23,TABLE 23,22,A,GOLD,LEFT,general,CIRCLE,"280,220,18"
4658,NOVICIVICCENTER2,TBL24,TABLE 24,24,A,GOLD,LEFT,general,CIRCLE,"322,222,19"
4658,NOVICIVICCENTER2,TBL25,TABLE 25,25,A,GOLD,LEFT,general,CIRCLE,"354,192,18"
4658,NOVICIVICCENTER2,TBL26,TABLE 26,32,A,GOLD,LEFT,general,CIRCLE,"29,266,19"
4658,NOVICIVICCENTER2,TBL27,TABLE 27,30,A,GOLD,LEFT,general,CIRCLE,"71,264,18"
4658,NOVICIVICCENTER2,TBL28,TABLE 28,28,A,GOLD,LEFT,general,CIRCLE,"115,263,20"
4658,NOVICIVICCENTER2,TBL29,TABLE 29,26,A,GOLD,LEFT,general,CIRCLE,"159,264,20"
4658,NOVICIVICCENTER2,TBL30,TABLE 30,27,A,GOLD,LEFT,general,CIRCLE,"200,264,18"
4658,NOVICIVICCENTER2,TBL31,TABLE 31,29,A,GOLD,LEFT,general,CIRCLE,"243,264,20"
4658,NOVICIVICCENTER2,TBL32,TABLE 32,31,A,GOLD,LEFT,general,CIRCLE,"286,263,19"
4658,NOVICIVICCENTER2,TBL33,TABLE 33,37,A,GOLD,LEFT,general,CIRCLE,"57,308,19"
4658,NOVICIVICCENTER2,TBL34,TABLE 34,35,A,GOLD,LEFT,general,CIRCLE,"101,308,18"
4658,NOVICIVICCENTER2,TBL35,TABLE 35,33,A,GOLD,LEFT,general,CIRCLE,"142,308,19"
4658,NOVICIVICCENTER2,TBL36,TABLE 36,34,A,GOLD,LEFT,general,CIRCLE,"188,309,19"
4658,NOVICIVICCENTER2,TBL37,TABLE 37,36,A,GOLD,LEFT,general,CIRCLE,"231,308,18"
4658,NOVICIVICCENTER2,TBL38,TABLE 38,38,A,GOLD,LEFT,general,CIRCLE,"272,308,20"
4658,NOVICIVICCENTER2,TBL39,TABLE 39,41,A,GOLD,LEFT,general,CIRCLE,"83,348,18"
4658,NOVICIVICCENTER2,TBL40,TABLE 40,39,A,GOLD,LEFT,general,CIRCLE,"126,349,19"
4658,NOVICIVICCENTER2,TBL41,TABLE 41,40,A,GOLD,LEFT,general,CIRCLE,"169,348,18"
4658,NOVICIVICCENTER2,TBL42,TABLE 42,42,A,GOLD,LEFT,general,CIRCLE,"212,348,19"
4658,NOVICIVICCENTER2,TBL43,TABLE 43,44,A,GOLD,LEFT,general,CIRCLE,"107,387,19"
4658,NOVICIVICCENTER2,TBL44,TABLE 44,43,A,GOLD,LEFT,general,CIRCLE,"147,386,17"
4658,NOVICIVICCENTER2,TBL45,TABLE 45,45,A,GOLD,LEFT,general,CIRCLE,"191,386,19"
