"OrderID","UserID","Status","date_created","user_created","date_changed","user_changed","OrderSubTotal","OrderTax","OrderTransactionFees","OrderShippingFees","DeliveryOption","OrderProcessingFee","OrderGenShippingFees","SinglePaymentInFull"
"100783","10235","300","2008-01-14 13:02:05.343000000","rourke","2008-01-14 13:02:05.343000000","rourke","105","0","0","0","2","0","0","1"
"100784","10547","300","2008-01-14 13:10:43.497000000","thorpe","2008-01-14 13:10:43.497000000","thorpe","220.5","0","0","0","2","0","0","1"
"100785","10547","300","2008-01-14 13:13:38.573000000","thorpe","2008-01-14 13:13:38.573000000","thorpe","126","0","0","0","2","0","0","1"
"100786","10548","300","2008-01-14 17:51:53.793000000","Webuser","2008-01-14 17:51:53.793000000","Webuser","70","0","0","0","2","0","0","1"
"100787","10549","300","2008-01-15 09:18:19.060000000","mudd","2008-01-15 09:18:19.060000000","mudd","35","0","0","0","2","0","0","1"
"100788","10550","300","2008-01-15 09:29:44.040000000","mudd","2008-01-15 09:29:44.040000000","mudd","40","0","0","0","2","0","0","1"
"100789","10551","300","2008-01-15 09:46:14.880000000","Webuser","2008-01-15 09:46:14.880000000","Webuser","20","0","0","0","2","0","0","1"
"100790","10143","300","2008-01-15 10:03:47.903000000","mudd","2008-01-15 10:03:47.903000000","mudd","20","0","0","0","2","0","0","1"
"100791","10552","300","2008-01-15 11:30:36.990000000","Webuser","2008-01-15 11:30:36.990000000","Webuser","20","0","0","0","2","0","0","1"
"100792","10554","300","2008-01-15 12:50:01.863000000","mudd","2008-01-15 12:50:01.863000000","mudd","20","0","0","0","2","0","0","1"
"100793","10556","300","2008-01-16 07:05:54.470000000","mudd","2008-01-16 07:05:54.470000000","mudd","70","0","0","0","2","0","0","1"
"100794","10557","300","2008-01-16 10:19:28.370000000","mudd","2008-01-16 10:19:28.370000000","mudd","20","0","0","0","2","0","0","1"
"100795","10558","300","2008-01-16 16:02:49.090000000","Webuser","2008-01-16 16:02:49.090000000","Webuser","70","0","0","0","2","0","0","1"
"100796","10559","300","2008-01-16 18:10:31.760000000","Webuser","2008-01-16 18:10:31.760000000","Webuser","20","0","0","0","2","0","0","1"
"100797","10335","300","2008-01-17 07:23:21.263000000","mudd","2008-01-17 07:23:21.263000000","mudd","35","0","0","0","2","0","0","1"
"100798","10561","300","2008-01-17 07:28:16.760000000","mudd","2008-01-17 07:28:16.760000000","mudd","70","0","0","0","2","0","0","1"
"100799","10440","300","2008-01-17 07:44:21.323000000","mudd","2008-01-17 07:44:21.323000000","mudd","40","0","0","0","2","0","0","1"
"100800","10481","300","2008-01-17 08:25:34.497000000","mudd","2008-01-25 13:21:59.553000000","toigo","40","0","0","0","2","0","0","1"
"100801","10560","300","2008-01-17 08:29:28.420000000","mudd","2008-01-17 08:29:28.420000000","mudd","20","0","0","0","2","0","0","1"
"100802","10562","300","2008-01-17 08:55:04.087000000","Webuser","2008-01-17 08:55:04.087000000","Webuser","20","0","0","0","2","0","0","1"
"100804","10563","300","2008-01-17 09:46:07.810000000","Webuser","2008-01-17 09:46:07.810000000","Webuser","40","0","0","0","2","0","0","1"
"100805","10374","300","2008-01-17 10:41:53.720000000","mudd","2008-01-17 10:41:53.720000000","mudd","20","0","0","0","2","0","0","1"
"100806","10146","300","2008-01-17 12:51:11.850000000","mudd","2008-01-17 12:51:11.850000000","mudd","20","0","0","0","2","0","0","1"
"100811","10565","300","2008-01-17 20:16:01.530000000","Webuser","2008-01-17 20:16:01.530000000","Webuser","35","0","0","0","2","0","0","1"
"100812","10256","300","2008-01-18 05:44:04.330000000","Webuser","2008-01-18 05:44:04.330000000","Webuser","20","0","0","0","2","0","0","1"
"100813","10566","300","2008-01-18 08:13:08.077000000","toigo","2008-01-18 08:13:08.077000000","toigo","40","0","0","0","2","0","0","1"
"100814","10567","300","2008-01-18 10:32:52.663000000","toigo","2008-01-18 10:37:50.687000000","toigo","20","0","0","0","2","0","0","1"
"100815","10082","500","2008-01-18 14:04:37.110000000","toigo","2008-02-06 14:55:10.390000000","thorpe","70","0","0","0","2","0","0","1"
"100816","10568","300","2008-01-18 14:15:48.060000000","toigo","2008-01-18 14:15:48.060000000","toigo","20","0","0","0","2","0","0","1"
"100817","10570","300","2008-01-20 13:35:52.223000000","Webuser","2008-01-20 13:35:52.223000000","Webuser","140","0","0","0","2","0","0","1"
"100818","10101","300","2008-01-21 10:03:26.977000000","rourke","2008-01-21 10:03:26.977000000","rourke","35","0","0","0","2","0","0","1"
"100819","10571","300","2008-01-21 15:42:32.603000000","Webuser","2008-01-21 15:42:32.603000000","Webuser","105","0","0","0","2","0","0","1"
"100820","10572","300","2008-01-21 20:06:41.150000000","Webuser","2008-01-21 20:06:41.150000000","Webuser","20","0","0","0","2","0","0","1"
"100821","10573","300","2008-01-22 07:39:52.017000000","mudd","2008-01-22 07:39:52.017000000","mudd","40","0","0","0","2","0","0","1"
"100822","-1","300","2008-01-22 07:53:16.540000000","mudd","2008-01-22 07:53:16.540000000","mudd","105","0","0","0","1","0","0","1"
"100825","10574","300","2008-01-22 09:14:18.480000000","mudd","2008-01-22 09:14:18.480000000","mudd","20","0","0","0","2","0","0","1"
"100826","10575","300","2008-01-22 09:27:57.350000000","mudd","2008-01-22 09:27:57.350000000","mudd","40","0","0","0","2","0","0","1"
"100827","10576","300","2008-01-22 10:00:02.900000000","Webuser","2008-01-22 10:00:02.900000000","Webuser","40","0","0","0","2","0","0","1"
"100828","10577","300","2008-01-22 11:15:43.713000000","mudd","2008-01-22 11:15:43.713000000","mudd","20","0","0","0","2","0","0","1"
"100829","10578","300","2008-01-22 11:21:50.370000000","mudd","2008-01-22 11:21:50.370000000","mudd","40","0","0","0","2","0","0","1"
"100830","10579","300","2008-01-22 12:19:25.190000000","mudd","2008-01-22 12:19:25.190000000","mudd","40","0","0","0","2","0","0","1"
"100831","10217","300","2008-01-22 12:25:31.517000000","mudd","2008-01-22 12:25:31.517000000","mudd","105","0","0","0","2","0","0","1"
"100832","10580","300","2008-01-22 13:34:09.880000000","mudd","2008-01-22 13:34:09.880000000","mudd","20","0","0","0","2","0","0","1"
"100833","10108","300","2008-01-22 13:50:36.873000000","mudd","2008-01-22 13:50:36.873000000","mudd","70","0","0","0","2","0","0","1"
"100834","10108","300","2008-01-22 13:52:13.950000000","mudd","2008-01-22 13:52:13.950000000","mudd","70","0","0","0","2","0","0","1"
"100835","10581","300","2008-01-22 21:47:06.760000000","Webuser","2008-01-22 21:47:06.760000000","Webuser","20","0","0","0","2","0","0","1"
"100836","10582","300","2008-01-22 21:55:08.230000000","Webuser","2008-01-22 21:55:08.230000000","Webuser","105","0","0","0","2","0","0","1"
"100837","10583","300","2008-01-23 06:46:12.103000000","Webuser","2008-01-23 06:46:12.103000000","Webuser","40","0","0","0","2","0","0","1"
"100838","10585","300","2008-01-23 09:31:49.110000000","mudd","2008-01-23 09:31:49.110000000","mudd","20","0","0","0","2","0","0","1"
"100839","10586","300","2008-01-23 11:16:55.803000000","toigo","2008-01-23 11:16:55.803000000","toigo","60","0","0","0","2","0","0","1"
"100840","10587","300","2008-01-23 12:57:19.627000000","toigo","2008-01-23 12:57:19.627000000","toigo","100","0","0","0","1","0","0","1"
"100841","10589","300","2008-01-24 13:29:06.993000000","rourke","2008-01-24 13:29:06.993000000","rourke","40","0","0","0","2","0","0","1"
"100842","10590","300","2008-01-25 05:54:34.500000000","Webuser","2008-01-25 05:54:34.500000000","Webuser","35","0","0","0","2","0","0","1"
"100843","10591","300","2008-01-25 08:27:13.597000000","toigo","2008-01-25 08:27:13.597000000","toigo","35","0","0","0","2","0","0","1"
"100844","10592","300","2008-01-25 11:39:15.623000000","toigo","2008-01-25 11:39:15.623000000","toigo","20","0","0","0","2","0","0","1"
"100845","10593","300","2008-01-25 12:42:49.010000000","Webuser","2008-01-25 12:42:49.010000000","Webuser","20","0","0","0","2","0","0","1"
"100846","10595","300","2008-01-28 06:30:42.620000000","Webuser","2008-01-28 06:30:42.620000000","Webuser","105","0","0","0","2","0","0","1"
"100847","10596","300","2008-01-28 07:49:57.733000000","mudd","2008-01-28 07:49:57.733000000","mudd","20","0","0","0","2","0","0","1"
"100848","10597","300","2008-01-28 07:55:07.310000000","Webuser","2008-01-28 07:55:07.310000000","Webuser","20","0","0","0","2","0","0","1"
"100849","10598","300","2008-01-28 08:21:27.503000000","mudd","2008-01-28 08:21:27.503000000","mudd","40","0","0","0","2","0","0","1"
"100850","10599","300","2008-01-28 09:17:11.450000000","mudd","2008-01-28 09:17:11.450000000","mudd","20","0","0","0","2","0","0","1"
"100851","10600","300","2008-01-28 09:30:05.353000000","mudd","2008-01-28 09:30:05.353000000","mudd","140","0","0","0","2","0","0","1"
"100852","10601","300","2008-01-28 11:10:13.063000000","mudd","2008-01-28 11:10:13.063000000","mudd","20","0","0","0","2","0","0","1"
"100853","10602","300","2008-01-29 07:25:17.590000000","rourke","2008-02-05 08:38:19.950000000","toigo","105","0","0","0","2","0","0","1"
"100854","10603","300","2008-01-29 07:45:18.220000000","rourke","2008-01-29 07:45:18.220000000","rourke","40","0","0","0","2","0","0","1"
"100855","10604","300","2008-01-29 08:54:15.970000000","rourke","2008-01-29 08:54:15.970000000","rourke","70","0","0","0","2","0","0","1"
"100856","10605","300","2008-01-29 09:21:49.163000000","rourke","2008-01-29 09:21:49.163000000","rourke","100","0","0","0","1","0","0","1"
"100863","10606","300","2008-01-29 11:39:59.313000000","rourke","2008-01-29 11:39:59.313000000","rourke","40","0","0","0","2","0","0","1"
"100864","10221","300","2008-01-29 13:25:12.050000000","rourke","2008-01-29 13:25:12.050000000","rourke","20","0","0","0","2","0","0","1"
"100865","10608","300","2008-01-30 07:28:58.513000000","toigo","2008-01-30 07:28:58.513000000","toigo","20","0","0","0","2","0","0","1"
"100866","10609","300","2008-01-30 09:10:33.980000000","toigo","2008-01-30 09:10:33.980000000","toigo","70","0","0","0","2","0","0","1"
"100867","10610","300","2008-01-30 09:27:15.980000000","thorpe","2008-01-30 09:27:15.980000000","thorpe","31.5","0","0","0","2","0","0","1"
"100868","10610","300","2008-01-30 09:29:33.090000000","thorpe","2008-01-30 09:29:33.090000000","thorpe","126","0","0","0","2","0","0","1"
"100869","10610","300","2008-01-30 09:31:39.073000000","thorpe","2008-01-30 09:31:39.073000000","thorpe","126","0","0","0","2","0","0","1"
"100870","10041","300","2008-01-30 10:47:47.920000000","toigo","2008-01-30 10:47:47.920000000","toigo","20","0","0","0","2","0","0","1"
"100871","10611","300","2008-01-31 08:40:42.613000000","rourke","2008-01-31 08:40:42.613000000","rourke","20","0","0","0","2","0","0","1"
"100872","10612","300","2008-01-31 09:45:24.703000000","rourke","2008-01-31 09:45:24.703000000","rourke","40","0","0","0","2","0","0","1"
"100873","10365","300","2008-02-01 21:01:47.843000000","Webuser","2008-02-01 21:01:47.843000000","Webuser","35","0","0","0","2","0","0","1"
"100874","10613","300","2008-02-01 21:51:36.493000000","Webuser","2008-02-01 21:51:36.493000000","Webuser","20","0","0","0","2","0","0","1"
"100875","10614","300","2008-02-03 20:21:49.793000000","Webuser","2008-02-03 20:21:49.793000000","Webuser","140","0","0","0","2","0","0","1"
"100876","10289","300","2008-02-04 07:35:44.740000000","Webuser","2008-02-04 07:35:44.740000000","Webuser","105","0","0","0","2","0","0","1"
"100877","10615","300","2008-02-04 08:05:19.140000000","Webuser","2008-02-04 08:05:19.140000000","Webuser","20","0","0","0","2","0","0","1"
"100878","10616","300","2008-02-04 08:16:15.410000000","rourke","2008-02-04 08:16:15.410000000","rourke","100","0","0","0","1","0","0","1"
"100879","10617","300","2008-02-04 08:32:06.963000000","rourke","2008-02-04 08:32:06.963000000","rourke","20","0","0","0","2","0","0","1"
"100880","10618","300","2008-02-04 09:22:36.187000000","rourke","2008-02-04 09:22:36.187000000","rourke","36","0","0","0","2","0","0","1"
"100881","-1","300","2008-02-04 10:01:44.983000000","rourke","2008-02-04 10:01:44.983000000","rourke","96","0","0","0","1","0","0","1"
"100882","-1","300","2008-02-04 10:07:49.610000000","rourke","2008-02-04 10:07:49.610000000","rourke","96","0","0","0","1","0","0","1"
"100883","-1","300","2008-02-04 10:11:09.347000000","rourke","2008-02-04 10:11:09.347000000","rourke","96","0","0","0","1","0","0","1"
"100884","-1","300","2008-02-04 10:14:40.270000000","rourke","2008-02-04 10:14:40.270000000","rourke","96","0","0","0","1","0","0","1"
"100885","10619","300","2008-02-04 11:25:30.077000000","rourke","2008-02-04 11:25:30.077000000","rourke","70","0","0","0","2","0","0","1"
"100886","10620","300","2008-02-04 11:37:52.893000000","rourke","2008-02-04 11:37:52.893000000","rourke","20","0","0","0","1","0","0","1"
"100887","10621","300","2008-02-04 11:45:59.727000000","rourke","2008-02-04 11:45:59.727000000","rourke","35","0","0","0","2","0","0","1"
"100888","10622","300","2008-02-04 13:51:41.460000000","Webuser","2008-02-04 13:51:41.460000000","Webuser","20","0","0","0","2","0","0","1"
"100889","10623","300","2008-02-04 14:05:04.840000000","rourke","2008-02-04 14:05:04.840000000","rourke","100","0","0","0","1","0","0","1"
"100890","10296","300","2008-02-05 07:05:52.970000000","Webuser","2008-02-05 07:05:52.970000000","Webuser","24","0","0","0","2","0","0","1"
"100891","10146","300","2008-02-05 07:55:53.090000000","toigo","2008-02-05 07:55:53.090000000","toigo","12","0","0","0","2","0","0","1"
"100892","10624","300","2008-02-05 08:21:40.173000000","toigo","2008-02-05 08:21:40.173000000","toigo","20","0","0","0","1","0","0","1"
"100893","10625","300","2008-02-05 08:51:48.710000000","toigo","2008-02-05 08:51:48.710000000","toigo","35","0","0","0","2","0","0","1"
"100894","10626","300","2008-02-05 09:28:31.117000000","Webuser","2008-02-05 09:28:31.117000000","Webuser","24","0","0","0","2","0","0","1"
"100895","10627","300","2008-02-05 11:17:30.060000000","toigo","2008-02-05 11:17:30.060000000","toigo","20","0","0","0","2","0","0","1"
"100896","10259","300","2008-02-05 11:24:02.180000000","Webuser","2008-02-05 11:24:02.180000000","Webuser","35","0","0","0","2","0","0","1"
"100897","10628","300","2008-02-05 11:59:59.120000000","toigo","2008-02-05 11:59:59.120000000","toigo","30","0","0","0","2","0","0","1"
"100898","10630","300","2008-02-05 12:46:46.743000000","Webuser","2008-02-05 12:46:46.743000000","Webuser","24","0","0","0","2","0","0","1"
"100899","10631","300","2008-02-05 14:06:23.260000000","toigo","2008-02-05 14:06:23.260000000","toigo","30","0","0","0","2","0","0","1"
"100900","10150","300","2008-02-06 13:00:34.950000000","Webuser","2008-02-06 13:00:34.950000000","Webuser","24","0","0","0","2","0","0","1"
"100901","10530","300","2008-02-06 13:31:37.843000000","thorpe","2008-02-06 13:31:37.843000000","thorpe","24","0","0","0","2","0","0","1"
"100902","10632","300","2008-02-06 13:41:06.107000000","thorpe","2008-02-06 13:41:06.107000000","thorpe","48","0","0","0","2","0","0","1"
"100903","10318","300","2008-02-07 13:29:17.020000000","toigo","2008-02-07 13:29:17.020000000","toigo","30","0","0","0","2","0","0","1"
"100904","10633","300","2008-02-07 14:07:17.240000000","Webuser","2008-02-07 14:07:17.240000000","Webuser","48","0","0","0","2","0","0","1"
"100905","10634","500","2008-02-07 16:24:27.020000000","Webuser","2008-02-08 09:25:26.290000000","thorpe","40","0","0","0","2","0","0","1"
"100906","10635","300","2008-02-07 21:26:43.897000000","Webuser","2008-02-07 21:26:43.897000000","Webuser","35","0","0","0","1","0","0","1"
"100907","10636","300","2008-02-07 22:04:00.853000000","Webuser","2008-02-07 22:04:00.853000000","Webuser","36","0","0","0","2","0","0","1"
"100908","10230","300","2008-02-08 06:49:02.150000000","toigo","2008-02-08 06:49:02.150000000","toigo","35","0","0","0","1","0","0","1"
"100909","10637","300","2008-02-08 06:55:33.477000000","Webuser","2008-02-08 07:13:26.010000000","toigo","24","0","0","0","2","0","0","1"
"100910","10634","300","2008-02-08 07:07:01.370000000","toigo","2008-02-19 08:22:06.517000000","thorpe","40","0","0","0","2","0","0","1"
"100911","10638","300","2008-02-08 08:19:43.013000000","toigo","2008-02-08 08:19:43.013000000","toigo","100","0","0","0","1","0","0","1"
"100912","10235","300","2008-02-08 09:30:14.197000000","toigo","2008-02-08 09:30:14.197000000","toigo","20","0","0","0","2","0","0","1"
"100913","10288","300","2008-02-08 11:00:15.403000000","toigo","2008-02-08 11:00:15.403000000","toigo","30","0","0","0","2","0","0","1"
"100917","10639","300","2008-02-08 11:41:38.497000000","toigo","2008-02-08 11:41:38.497000000","toigo","48","0","0","0","2","0","0","1"
"100918","10640","300","2008-02-08 15:53:17.013000000","Webuser","2008-02-08 15:53:17.013000000","Webuser","48","0","0","0","2","0","0","1"
"100919","10642","300","2008-02-09 07:51:39.677000000","Webuser","2008-02-09 07:51:39.677000000","Webuser","48","0","0","0","2","0","0","1"
"100920","10643","300","2008-02-09 07:55:18.947000000","Webuser","2008-02-09 07:55:18.947000000","Webuser","36","0","0","0","2","0","0","1"
"100921","10365","300","2008-02-09 09:08:49.017000000","Webuser","2008-02-09 09:08:49.017000000","Webuser","50","0","0","0","2","0","0","1"
"100922","10644","300","2008-02-09 11:16:21.413000000","Webuser","2008-02-09 11:16:21.413000000","Webuser","24","0","0","0","2","0","0","1"
"100923","10645","300","2008-02-09 15:52:28.950000000","Webuser","2008-02-09 15:52:28.950000000","Webuser","20","0","0","0","2","0","0","1"
"100924","10289","300","2008-02-09 21:16:17.450000000","Webuser","2008-02-09 21:16:17.450000000","Webuser","24","0","0","0","2","0","0","1"
"100925","10501","500","2008-02-11 05:32:13.920000000","Webuser","2008-02-11 12:07:47.510000000","mudd","48","0","0","0","2","0","0","1"
"100926","10323","300","2008-02-11 08:34:46.467000000","mudd","2008-02-11 08:34:46.467000000","mudd","24","0","0","0","2","0","0","1"
"100927","10646","300","2008-02-11 11:14:58.153000000","mudd","2008-02-11 11:14:58.153000000","mudd","24","0","0","0","2","0","0","1"
"100928","10281","300","2008-02-11 11:40:58.550000000","mudd","2008-02-11 11:40:58.550000000","mudd","20","0","0","0","2","0","0","1"
"100929","10501","300","2008-02-11 12:07:47.587000000","mudd","2008-02-11 12:07:47.587000000","mudd","48","0","0","0","2","0","0","0"
"100930","10320","300","2008-02-11 12:30:35.187000000","mudd","2008-02-11 12:30:35.187000000","mudd","20","0","0","0","2","0","0","1"
"100931","10647","300","2008-02-11 12:52:33.053000000","mudd","2008-02-11 12:52:33.053000000","mudd","24","0","0","0","2","0","0","1"
"100932","10648","300","2008-02-11 13:02:38.973000000","mudd","2008-02-11 13:02:38.973000000","mudd","24","0","0","0","2","0","0","1"
"100933","10649","300","2008-02-11 13:14:34.937000000","Webuser","2008-02-11 13:14:34.937000000","Webuser","24","0","0","0","2","0","0","1"
"100934","10649","300","2008-02-11 13:19:15.933000000","Webuser","2008-02-11 13:19:15.933000000","Webuser","24","0","0","0","2","0","0","1"
"100935","10370","300","2008-02-11 13:22:22.043000000","mudd","2008-02-11 13:22:22.043000000","mudd","24","0","0","0","2","0","0","1"
"100936","10650","300","2008-02-11 13:29:14.883000000","mudd","2008-02-11 13:29:14.883000000","mudd","20","0","0","0","2","0","0","1"
"100937","10383","300","2008-02-11 13:36:37.240000000","mudd","2008-02-11 13:36:37.240000000","mudd","40","0","0","0","2","0","0","1"
"100938","10651","300","2008-02-11 13:44:21.113000000","mudd","2008-02-11 13:44:21.113000000","mudd","40","0","0","0","2","0","0","1"
"100939","10652","300","2008-02-11 13:53:07.060000000","mudd","2008-02-11 13:53:07.060000000","mudd","20","0","0","0","2","0","0","1"
"100940","10653","300","2008-02-11 13:59:45.980000000","mudd","2008-02-11 13:59:45.980000000","mudd","100","0","0","0","1","0","0","1"
"100941","10654","300","2008-02-12 07:10:51.840000000","toigo","2008-02-12 07:10:51.840000000","toigo","12","0","0","0","2","0","0","1"
"100942","10655","300","2008-02-12 07:36:30.003000000","Webuser","2008-02-12 07:36:30.003000000","Webuser","24","0","0","0","2","0","0","1"
"100943","-1","300","2008-02-12 09:33:55.997000000","mudd","2008-02-12 09:33:55.997000000","mudd","100","0","0","0","1","0","0","1"
"100944","10656","300","2008-02-12 09:45:25.430000000","toigo","2008-02-12 09:45:25.430000000","toigo","24","0","0","0","2","0","0","1"
"100945","10385","300","2008-02-12 10:38:22.413000000","toigo","2008-02-12 10:38:22.413000000","toigo","20","0","0","0","2","0","0","1"
"100946","-1","500","2008-02-12 10:59:25.613000000","toigo","2008-02-13 11:56:14.377000000","thorpe","40","0","0","0","1","0","0","1"
"100947","10657","300","2008-02-12 11:43:26.130000000","toigo","2008-02-12 11:43:26.130000000","toigo","12","0","0","0","2","0","0","1"
"100948","10658","300","2008-02-12 12:49:16.883000000","toigo","2008-02-12 12:49:16.883000000","toigo","36","0","0","0","2","0","0","1"
"100949","10659","300","2008-02-12 12:59:14.587000000","Webuser","2008-02-12 12:59:14.587000000","Webuser","84","0","0","0","2","0","0","1"
"100950","10660","300","2008-02-12 13:03:44.740000000","toigo","2008-02-12 13:03:44.740000000","toigo","30","0","0","0","2","0","0","1"
"100951","10661","300","2008-02-12 13:41:17.053000000","toigo","2008-02-12 13:41:17.053000000","toigo","20","0","0","0","2","0","0","1"
"100952","10259","300","2008-02-12 14:43:56.477000000","Webuser","2008-02-12 14:43:56.477000000","Webuser","36","0","0","0","2","0","0","1"
"100953","10637","300","2008-02-13 11:34:20.957000000","Webuser","2008-02-13 11:34:20.957000000","Webuser","24","0","0","0","2","0","0","1"
"100954","10170","300","2008-02-13 12:07:54.703000000","rourke","2008-02-13 12:07:54.703000000","rourke","40","0","0","0","2","0","0","1"
"100955","10662","300","2008-02-13 13:50:59.393000000","Webuser","2008-02-13 13:50:59.393000000","Webuser","22","0","0","0","2","0","0","1"
"100956","10663","300","2008-02-13 13:52:00.737000000","rourke","2008-02-13 13:52:00.737000000","rourke","24","0","0","0","2","0","0","1"
"100957","10357","500","2008-02-13 13:55:46.017000000","rourke","2008-02-13 14:16:50.080000000","thorpe","20","0","0","0","2","0","0","1"
"100958","10357","300","2008-02-13 14:04:36.190000000","rourke","2008-02-13 14:04:36.190000000","rourke","20","0","0","0","2","0","0","1"
"100959","10664","300","2008-02-14 10:17:26.867000000","mudd","2008-02-14 10:17:26.867000000","mudd","84","0","0","0","2","0","0","1"
"100960","10045","300","2008-02-15 08:06:39.920000000","rourke","2008-02-15 08:06:39.920000000","rourke","20","0","0","0","2","0","0","1"
"100961","10665","300","2008-02-15 11:14:09.017000000","rourke","2008-02-15 11:14:09.017000000","rourke","24","0","0","0","2","0","0","1"
"100962","10666","300","2008-02-15 11:39:01.427000000","rourke","2008-02-15 11:39:01.427000000","rourke","24","0","0","0","2","0","0","1"
"100965","10642","300","2008-02-15 12:03:15.400000000","Webuser","2008-02-15 12:03:15.400000000","Webuser","48","0","0","0","2","0","0","1"
"100966","10667","300","2008-02-15 13:58:04.007000000","rourke","2008-02-15 13:58:04.007000000","rourke","24","0","0","0","2","0","0","1"
"100967","10668","300","2008-02-16 09:52:13.860000000","Webuser","2008-02-16 09:52:13.860000000","Webuser","29","0","0","0","2","0","0","1"
"100968","10669","300","2008-02-17 08:57:22.327000000","Webuser","2008-02-17 08:57:22.327000000","Webuser","36","0","0","0","2","0","0","1"
"100969","10365","300","2008-02-17 16:26:37.580000000","Webuser","2008-02-17 16:26:37.580000000","Webuser","20","0","0","0","2","0","0","1"
"100970","10670","300","2008-02-18 09:56:35.430000000","rourke","2008-02-18 09:56:35.430000000","rourke","24","0","0","0","2","0","0","1"
"100971","10671","300","2008-02-18 10:14:05.240000000","rourke","2008-02-18 10:14:05.240000000","rourke","24","0","0","0","2","0","0","1"
"100972","10068","300","2008-02-18 12:03:10.780000000","rourke","2008-02-18 12:03:10.780000000","rourke","24","0","0","0","2","0","0","1"
"100973","10672","300","2008-02-18 13:45:06.067000000","rourke","2008-02-18 13:45:06.067000000","rourke","48","0","0","0","2","0","0","1"
"100974","10673","300","2008-02-19 05:38:10.463000000","Webuser","2008-02-19 05:38:10.463000000","Webuser","24","0","0","0","2","0","0","1"
"100975","10658","300","2008-02-19 07:49:30.437000000","mudd","2008-02-19 07:49:30.437000000","mudd","12","0","0","0","2","0","0","1"
"100976","10674","300","2008-02-19 08:02:18.900000000","mudd","2008-02-19 08:02:18.900000000","mudd","24","0","0","0","2","0","0","1"
"100977","10634","300","2008-02-19 08:12:24.927000000","mudd","2008-02-19 08:12:24.927000000","mudd","20","0","0","0","2","0","0","1"
"100978","10438","500","2008-02-19 09:02:17.753000000","mudd","2008-03-07 13:29:13.177000000","salisbury","12","0","0","0","2","0","0","1"
"100979","10675","300","2008-02-19 13:26:37.933000000","Webuser","2008-02-19 13:26:37.933000000","Webuser","48","0","0","0","2","0","0","1"
"100980","10516","300","2008-02-20 06:22:55.610000000","Webuser","2008-02-20 06:22:55.610000000","Webuser","48","0","0","0","2","0","0","1"
"100987","10678","300","2008-02-20 11:24:54.330000000","toigo","2008-02-20 11:24:54.330000000","toigo","72","0","0","0","2","0","0","1"
"100988","10679","300","2008-02-20 19:30:45.127000000","Webuser","2008-02-20 19:30:45.127000000","Webuser","84","0","0","0","2","0","0","1"
"100989","10677","300","2008-02-21 11:23:24.577000000","mudd","2008-02-21 11:23:24.577000000","mudd","20","0","0","0","2","0","0","1"
"100990","10680","300","2008-02-22 09:17:43.113000000","toigo","2008-02-22 09:17:43.113000000","toigo","24","0","0","0","2","0","0","1"
"100991","10681","300","2008-02-22 13:48:53.250000000","toigo","2008-02-22 13:48:53.250000000","toigo","24","0","0","0","2","0","0","1"
"100992","10682","300","2008-02-22 14:48:29.940000000","Webuser","2008-02-22 14:48:29.940000000","Webuser","48","0","0","0","2","0","0","1"
"100993","10683","300","2008-02-22 16:00:56.087000000","Webuser","2008-02-22 16:00:56.087000000","Webuser","24","0","0","0","2","0","0","1"
"100994","10684","300","2008-02-23 08:03:47.933000000","Webuser","2008-02-23 08:03:47.933000000","Webuser","36","0","0","0","2","0","0","1"
"100995","10685","300","2008-02-23 17:44:58.327000000","Webuser","2008-02-23 17:44:58.327000000","Webuser","24","0","0","0","2","0","0","1"
"100996","10375","300","2008-02-24 18:08:51.753000000","Webuser","2008-02-24 18:08:51.753000000","Webuser","48","0","0","0","2","0","0","1"
"100997","10686","300","2008-02-25 09:23:05.443000000","rourke","2008-02-25 09:23:05.443000000","rourke","360","0","0","0","2","0","0","1"
"100998","10687","300","2008-02-25 11:58:11.710000000","rourke","2008-02-25 11:58:11.710000000","rourke","24","0","0","0","2","0","0","1"
"100999","10235","300","2008-02-25 14:26:58.583000000","rourke","2008-02-25 14:26:58.583000000","rourke","10","0","0","0","2","0","0","1"
"101000","10688","300","2008-02-26 12:05:33.507000000","mudd","2008-02-26 12:05:33.507000000","mudd","72","0","0","0","2","0","0","1"
"101001","10507","300","2008-02-26 12:30:42.660000000","mudd","2008-02-26 12:30:42.660000000","mudd","40","0","0","0","2","0","0","1"
"101002","10689","300","2008-02-26 12:48:09.927000000","mudd","2008-02-26 12:48:09.927000000","mudd","24","0","0","0","2","0","0","1"
"101003","10690","300","2008-02-27 06:32:17.110000000","Webuser","2008-02-27 06:32:17.110000000","Webuser","24","0","0","0","2","0","0","1"
"101004","10691","300","2008-02-27 06:36:14.687000000","Webuser","2008-02-27 06:36:14.687000000","Webuser","24","0","0","0","2","0","0","1"
"101005","10259","300","2008-02-27 09:07:31.790000000","toigo","2008-02-27 09:07:31.790000000","toigo","12","0","0","0","2","0","0","1"
"101006","10041","300","2008-02-27 10:43:51.097000000","toigo","2008-02-27 10:43:51.097000000","toigo","10","0","0","0","2","0","0","1"
"101007","10333","300","2008-02-27 12:20:02.603000000","toigo","2008-02-27 12:20:02.603000000","toigo","20","0","0","0","2","0","0","1"
"101011","-1","300","2008-02-27 13:48:22.930000000","toigo","2008-02-27 13:48:22.930000000","toigo","36","0","0","0","1","0","0","1"
