VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1971,DUFFINTHEATER1,CNTR,CENTER,1,A,GOLD,CENTER,,POLY,"181,77,304,77,350,230,286,230,270,205,219,205,200,229,137,229,137,229"
1971,DUFFINTHEATER1,LEFT,LEFT,2,A,GOLD,LEFT,,POLY,"152,74,76,54,4,117,7,169,30,169,30,199,111,222,111,222"
1971,DUFFINTHEATER1,RGHT,RIGHT,3,A,GOLD,LEFT,,POLY,",223,458,200,457,168,480,168,485,116,414,54,336,76,336,76"
1971,DUFFINTHEATER1,ADAL,ADA LEFT,4,H,GOLD,LEFT,ADA,RECT,"6,173,28,197"
1971,DUFFINTHEATER1,ADAR,ADA RIGHT,5,H,GOLD,LEFT,ADA,RECT,"459,171,482,197"
