VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
214,CHURCHCOVENANT2,A,A,1,A,DarkBlue,Left,general,,
214,CHURCHCOVENANT2,B,B,2,A,DarkGold,Left,general,,
214,CHURCHCOVENANT2,C,C,3,A,DarkGreen,Left,general,,
