VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image
972,DANAAUDITORIUM1,LTSDM,H,11,741,A,0,6,3
972,DANAAUDITORIUM1,LTSDM,H,9,739,A,0,6,4
972,DANAAUDITORIUM1,LTSDM,H,7,737,A,0,6,5
972,DANAAUDITORIUM1,LTSDM,H,5,735,A,0,6,6
972,DANAAUDITORIUM1,LTSDM,H,3,733,A,0,6,7
972,DANAAUDITORIUM1,LTSDM,H,1,731,A,1,6,8
972,DANAAUDITORIUM1,LTSDM,J,13,757,A,1,7,2
972,DANAAUDITORIUM1,LTSDM,J,11,755,A,0,7,3
972,DANAAUDITORIUM1,LTSDM,J,9,753,A,0,7,4
972,DANAAUDITORIUM1,LTSDM,J,7,751,A,0,7,5
972,DANAAUDITORIUM1,LTSDM,J,5,749,A,0,7,6
972,DANAAUDITORIUM1,LTSDM,J,3,747,A,0,7,7
972,DANAAUDITORIUM1,LTSDM,J,1,745,A,1,7,8
972,DANAAUDITORIUM1,LTSDM,K,13,771,A,1,8,2
972,DANAAUDITORIUM1,LTSDM,K,11,769,A,0,8,3
972,DANAAUDITORIUM1,LTSDM,K,9,767,A,0,8,4
972,DANAAUDITORIUM1,LTSDM,K,7,765,A,0,8,5
972,DANAAUDITORIUM1,LTSDM,K,5,763,A,0,8,6
972,DANAAUDITORIUM1,LTSDM,K,3,761,A,0,8,7
972,DANAAUDITORIUM1,LTSDM,K,1,759,A,1,8,8
972,DANAAUDITORIUM1,LTSDM,L,13,785,A,1,9,2
972,DANAAUDITORIUM1,LTSDM,L,11,783,A,0,9,3
972,DANAAUDITORIUM1,LTSDM,L,9,781,A,0,9,4
972,DANAAUDITORIUM1,LTSDM,L,7,779,A,0,9,5
972,DANAAUDITORIUM1,LTSDM,L,5,777,A,0,9,6
972,DANAAUDITORIUM1,LTSDM,L,3,775,A,0,9,7
972,DANAAUDITORIUM1,LTSDM,L,1,773,A,1,9,8
972,DANAAUDITORIUM1,LTSDM,M,13,799,A,1,10,2
972,DANAAUDITORIUM1,LTSDM,M,11,797,A,0,10,3
972,DANAAUDITORIUM1,LTSDM,M,9,795,A,0,10,4
972,DANAAUDITORIUM1,LTSDM,M,7,793,A,0,10,5
972,DANAAUDITORIUM1,LTSDM,M,5,791,A,0,10,6
972,DANAAUDITORIUM1,LTSDM,M,3,789,A,0,10,7
972,DANAAUDITORIUM1,LTSDM,M,1,787,A,1,10,8
972,DANAAUDITORIUM1,LTSDM,N,13,813,A,1,11,2
972,DANAAUDITORIUM1,LTSDM,N,11,811,A,0,11,3
972,DANAAUDITORIUM1,LTSDM,N,9,809,A,0,11,4
972,DANAAUDITORIUM1,LTSDM,N,7,807,A,0,11,5
972,DANAAUDITORIUM1,LTSDM,N,5,805,A,0,11,6
972,DANAAUDITORIUM1,LTSDM,N,3,803,A,0,11,7
972,DANAAUDITORIUM1,LTSDM,N,1,801,A,1,11,8
972,DANAAUDITORIUM1,LTSDM,O,15,829,A,1,12,1
972,DANAAUDITORIUM1,LTSDM,O,13,827,A,0,12,2
972,DANAAUDITORIUM1,LTSDM,O,11,825,A,0,12,3
972,DANAAUDITORIUM1,LTSDM,O,9,823,A,0,12,4
972,DANAAUDITORIUM1,LTSDM,O,7,821,A,0,12,5
972,DANAAUDITORIUM1,LTSDM,O,5,819,A,0,12,6
972,DANAAUDITORIUM1,LTSDM,O,3,817,A,0,12,7
972,DANAAUDITORIUM1,LTSDM,O,1,815,A,1,12,8
972,DANAAUDITORIUM1,LTSDM,P,15,845,A,1,13,1
972,DANAAUDITORIUM1,LTSDM,P,13,843,A,0,13,2
972,DANAAUDITORIUM1,LTSDM,P,11,841,A,0,13,3
972,DANAAUDITORIUM1,LTSDM,P,9,839,A,0,13,4
972,DANAAUDITORIUM1,LTSDM,P,7,837,A,0,13,5
972,DANAAUDITORIUM1,LTSDM,P,5,835,A,0,13,6
972,DANAAUDITORIUM1,LTSDM,P,3,833,A,0,13,7
972,DANAAUDITORIUM1,LTSDM,P,1,831,A,1,13,8
972,DANAAUDITORIUM1,LTSDM,R,15,861,A,1,14,1
972,DANAAUDITORIUM1,LTSDM,R,13,859,A,0,14,2
972,DANAAUDITORIUM1,LTSDM,R,11,857,A,0,14,3
972,DANAAUDITORIUM1,LTSDM,R,9,855,A,0,14,4
972,DANAAUDITORIUM1,LTSDM,R,7,853,A,0,14,5
972,DANAAUDITORIUM1,LTSDM,R,5,851,A,0,14,6
972,DANAAUDITORIUM1,LTSDM,R,3,849,A,0,14,7
972,DANAAUDITORIUM1,LTSDM,R,1,847,A,1,14,8
972,DANAAUDITORIUM1,LTSDM,S,15,877,A,1,15,1
972,DANAAUDITORIUM1,LTSDM,S,13,875,A,0,15,2
972,DANAAUDITORIUM1,LTSDM,S,11,873,A,0,15,3
972,DANAAUDITORIUM1,LTSDM,S,9,871,A,0,15,4
972,DANAAUDITORIUM1,LTSDM,S,7,869,A,0,15,5
972,DANAAUDITORIUM1,LTSDM,S,5,867,A,0,15,6
972,DANAAUDITORIUM1,LTSDM,S,3,865,A,0,15,7
972,DANAAUDITORIUM1,LTSDM,S,1,863,A,1,15,8
972,DANAAUDITORIUM1,LTSDM,T,15,893,A,1,16,1
972,DANAAUDITORIUM1,LTSDM,T,13,891,A,0,16,2
972,DANAAUDITORIUM1,LTSDM,T,11,889,A,0,16,3
972,DANAAUDITORIUM1,LTSDM,T,9,887,A,0,16,4
972,DANAAUDITORIUM1,LTSDM,T,7,885,A,0,16,5
972,DANAAUDITORIUM1,LTSDM,T,5,883,A,0,16,6
972,DANAAUDITORIUM1,LTSDM,T,3,881,A,0,16,7
972,DANAAUDITORIUM1,LTSDM,T,1,879,A,1,16,8
972,DANAAUDITORIUM1,LTSDM,U,15,909,A,1,17,1
972,DANAAUDITORIUM1,LTSDM,U,13,907,A,0,17,2
972,DANAAUDITORIUM1,LTSDM,U,11,905,A,0,17,3
972,DANAAUDITORIUM1,LTSDM,U,9,903,A,0,17,4
972,DANAAUDITORIUM1,LTSDM,U,7,901,A,0,17,5
972,DANAAUDITORIUM1,LTSDM,U,5,899,A,0,17,6
972,DANAAUDITORIUM1,LTSDM,U,3,897,A,0,17,7
972,DANAAUDITORIUM1,LTSDM,U,1,895,A,1,17,8
972,DANAAUDITORIUM1,LTSDM,V,15,925,A,1,18,1
972,DANAAUDITORIUM1,LTSDM,V,13,923,A,0,18,2
972,DANAAUDITORIUM1,LTSDM,V,11,921,A,0,18,3
972,DANAAUDITORIUM1,LTSDM,V,9,919,A,0,18,4
972,DANAAUDITORIUM1,LTSDM,V,7,917,A,0,18,5
972,DANAAUDITORIUM1,LTSDM,V,5,915,A,0,18,6
972,DANAAUDITORIUM1,LTSDM,V,3,913,A,0,18,7
972,DANAAUDITORIUM1,LTSDM,V,1,911,A,1,18,8
972,DANAAUDITORIUM1,LTSDM,W,15,941,A,1,19,1
972,DANAAUDITORIUM1,LTSDM,W,13,939,A,0,19,2
972,DANAAUDITORIUM1,LTSDM,W,11,937,A,0,19,3
972,DANAAUDITORIUM1,LTSDM,W,9,935,A,0,19,4
972,DANAAUDITORIUM1,LTSDM,W,7,933,A,0,19,5
972,DANAAUDITORIUM1,LTSDM,W,5,931,A,0,19,6
972,DANAAUDITORIUM1,LTSDM,W,3,929,A,0,19,7
972,DANAAUDITORIUM1,LTSDM,W,1,927,A,1,19,8
972,DANAAUDITORIUM1,LTSDM,X,15,957,A,1,20,1
972,DANAAUDITORIUM1,LTSDM,X,13,955,A,0,20,2
972,DANAAUDITORIUM1,LTSDM,X,11,953,A,0,20,3
972,DANAAUDITORIUM1,LTSDM,X,9,951,A,0,20,4
972,DANAAUDITORIUM1,LTSDM,X,7,949,A,0,20,5
972,DANAAUDITORIUM1,LTSDM,X,5,947,A,0,20,6
972,DANAAUDITORIUM1,LTSDM,X,3,945,A,0,20,7
972,DANAAUDITORIUM1,LTSDM,X,1,943,A,1,20,8
972,DANAAUDITORIUM1,LTSDR,Y,15,983,A,1,1,1
972,DANAAUDITORIUM1,LTSDR,Y,13,981,A,0,1,2
972,DANAAUDITORIUM1,LTSDR,Y,11,979,A,0,1,3
972,DANAAUDITORIUM1,LTSDR,Y,9,977,A,0,1,4
972,DANAAUDITORIUM1,LTSDR,Y,7,975,A,0,1,5
972,DANAAUDITORIUM1,LTSDR,Y,5,973,A,0,1,6
972,DANAAUDITORIUM1,LTSDR,Y,3,971,A,0,1,7
972,DANAAUDITORIUM1,LTSDR,Y,1,969,A,1,1,8
972,DANAAUDITORIUM1,LTSDR,Z,15,999,A,1,2,1
972,DANAAUDITORIUM1,LTSDR,Z,13,997,A,0,2,2
972,DANAAUDITORIUM1,LTSDR,Z,11,995,A,0,2,3
972,DANAAUDITORIUM1,LTSDR,Z,9,993,A,0,2,4
972,DANAAUDITORIUM1,LTSDR,Z,7,991,A,0,2,5
972,DANAAUDITORIUM1,LTSDR,Z,5,989,A,0,2,6
972,DANAAUDITORIUM1,LTSDR,Z,3,987,A,0,2,7
972,DANAAUDITORIUM1,LTSDR,Z,1,985,A,1,2,8
972,DANAAUDITORIUM1,RTCTR,AA,124,2,A,1,1,1
972,DANAAUDITORIUM1,RTCTR,AA,122,4,A,0,1,2
972,DANAAUDITORIUM1,RTCTR,AA,120,6,A,0,1,3
972,DANAAUDITORIUM1,RTCTR,AA,118,8,A,0,1,4
972,DANAAUDITORIUM1,RTCTR,AA,116,10,A,0,1,5
972,DANAAUDITORIUM1,RTCTR,AA,114,12,A,0,1,6
972,DANAAUDITORIUM1,RTCTR,AA,112,14,A,0,1,7
972,DANAAUDITORIUM1,RTCTR,AA,110,16,A,0,1,8
972,DANAAUDITORIUM1,RTCTR,AA,108,18,A,0,1,9
972,DANAAUDITORIUM1,RTCTR,AA,106,20,A,0,1,10
972,DANAAUDITORIUM1,RTCTR,AA,104,22,A,0,1,11
972,DANAAUDITORIUM1,RTCTR,AA,102,24,A,1,1,12
972,DANAAUDITORIUM1,RTCTR,A ,124,26,A,1,2,1
972,DANAAUDITORIUM1,RTCTR,A ,122,28,A,0,2,2
972,DANAAUDITORIUM1,RTCTR,A ,120,30,A,0,2,3
972,DANAAUDITORIUM1,RTCTR,A ,118,32,A,0,2,4
972,DANAAUDITORIUM1,RTCTR,A ,116,34,A,0,2,5
972,DANAAUDITORIUM1,RTCTR,A ,114,36,A,0,2,6
972,DANAAUDITORIUM1,RTCTR,A ,112,38,A,0,2,7
972,DANAAUDITORIUM1,RTCTR,A ,110,40,A,0,2,8
972,DANAAUDITORIUM1,RTCTR,A ,108,42,A,0,2,9
972,DANAAUDITORIUM1,RTCTR,A ,106,44,A,0,2,10
972,DANAAUDITORIUM1,RTCTR,A ,104,46,A,0,2,11
972,DANAAUDITORIUM1,RTCTR,A ,102,48,A,1,2,12
972,DANAAUDITORIUM1,RTCTR,B,124,50,A,1,3,1
972,DANAAUDITORIUM1,RTCTR,B,122,52,A,0,3,2
972,DANAAUDITORIUM1,RTCTR,B,120,54,A,0,3,3
972,DANAAUDITORIUM1,RTCTR,B,118,56,A,0,3,4
972,DANAAUDITORIUM1,RTCTR,B,116,58,A,0,3,5
972,DANAAUDITORIUM1,RTCTR,B,114,60,A,0,3,6
972,DANAAUDITORIUM1,RTCTR,B,112,62,A,0,3,7
972,DANAAUDITORIUM1,RTCTR,B,110,64,A,0,3,8
972,DANAAUDITORIUM1,RTCTR,B,108,66,A,0,3,9
972,DANAAUDITORIUM1,RTCTR,B,106,68,A,0,3,10
972,DANAAUDITORIUM1,RTCTR,B,104,70,A,0,3,11
972,DANAAUDITORIUM1,RTCTR,B,102,72,A,1,3,12
972,DANAAUDITORIUM1,RTCTR,C,126,74,A,1,4,1
972,DANAAUDITORIUM1,RTCTR,C,124,76,A,0,4,2
972,DANAAUDITORIUM1,RTCTR,C,122,78,A,0,4,3
972,DANAAUDITORIUM1,RTCTR,C,120,80,A,0,4,4
972,DANAAUDITORIUM1,RTCTR,C,118,82,A,0,4,5
972,DANAAUDITORIUM1,RTCTR,C,116,84,A,0,4,6
972,DANAAUDITORIUM1,RTCTR,C,114,86,A,0,4,7
972,DANAAUDITORIUM1,RTCTR,C,112,88,A,0,4,8
972,DANAAUDITORIUM1,RTCTR,C,110,90,A,0,4,9
972,DANAAUDITORIUM1,RTCTR,C,108,92,A,0,4,10
972,DANAAUDITORIUM1,RTCTR,C,106,94,A,0,4,11
972,DANAAUDITORIUM1,RTCTR,C,104,96,A,0,4,12
972,DANAAUDITORIUM1,RTCTR,C,102,98,A,1,4,13
972,DANAAUDITORIUM1,RTCTR,D,126,100,A,1,5,1
972,DANAAUDITORIUM1,RTCTR,D,124,102,A,0,5,2
972,DANAAUDITORIUM1,RTCTR,D,122,104,A,0,5,3
972,DANAAUDITORIUM1,RTCTR,D,120,106,A,0,5,4
972,DANAAUDITORIUM1,RTCTR,D,118,108,A,0,5,5
972,DANAAUDITORIUM1,RTCTR,D,116,110,A,0,5,6
972,DANAAUDITORIUM1,RTCTR,D,114,112,A,0,5,7
972,DANAAUDITORIUM1,RTCTR,D,112,114,A,0,5,8
972,DANAAUDITORIUM1,RTCTR,D,110,116,A,0,5,9
972,DANAAUDITORIUM1,RTCTR,D,108,118,A,0,5,10
972,DANAAUDITORIUM1,RTCTR,D,106,120,A,0,5,11
972,DANAAUDITORIUM1,RTCTR,D,104,122,A,0,5,12
972,DANAAUDITORIUM1,RTCTR,D,102,124,A,1,5,13
972,DANAAUDITORIUM1,RTCTR,E,126,126,A,1,6,1
972,DANAAUDITORIUM1,RTCTR,E,124,128,A,0,6,2
972,DANAAUDITORIUM1,RTCTR,E,122,130,A,0,6,3
972,DANAAUDITORIUM1,RTCTR,E,120,132,A,0,6,4
972,DANAAUDITORIUM1,RTCTR,E,118,134,A,0,6,5
972,DANAAUDITORIUM1,RTCTR,E,116,136,A,0,6,6
972,DANAAUDITORIUM1,RTCTR,E,114,138,A,0,6,7
972,DANAAUDITORIUM1,RTCTR,E,112,140,A,0,6,8
972,DANAAUDITORIUM1,RTCTR,E,110,142,A,0,6,9
972,DANAAUDITORIUM1,RTCTR,E,108,144,A,0,6,10
972,DANAAUDITORIUM1,RTCTR,E,106,146,A,0,6,11
972,DANAAUDITORIUM1,RTCTR,E,104,148,A,0,6,12
972,DANAAUDITORIUM1,RTCTR,E,102,150,A,1,6,13
972,DANAAUDITORIUM1,RTCTR,F,126,152,A,1,7,1
972,DANAAUDITORIUM1,RTCTR,F,124,154,A,0,7,2
972,DANAAUDITORIUM1,RTCTR,F,122,156,A,0,7,3
972,DANAAUDITORIUM1,RTCTR,F,120,158,A,0,7,4
972,DANAAUDITORIUM1,RTCTR,F,118,160,A,0,7,5
972,DANAAUDITORIUM1,RTCTR,F,116,162,A,0,7,6
972,DANAAUDITORIUM1,RTCTR,F,114,164,A,0,7,7
972,DANAAUDITORIUM1,RTCTR,F,112,166,A,0,7,8
972,DANAAUDITORIUM1,RTCTR,F,110,168,A,0,7,9
972,DANAAUDITORIUM1,RTCTR,F,108,170,A,0,7,10
972,DANAAUDITORIUM1,RTCTR,F,106,172,A,0,7,11
972,DANAAUDITORIUM1,RTCTR,F,104,174,A,0,7,12
972,DANAAUDITORIUM1,RTCTR,F,102,176,A,1,7,13
972,DANAAUDITORIUM1,RTCTR,G,126,178,A,1,8,1
972,DANAAUDITORIUM1,RTCTR,G,124,180,A,0,8,2
972,DANAAUDITORIUM1,RTCTR,G,122,182,A,0,8,3
972,DANAAUDITORIUM1,RTCTR,G,120,184,A,0,8,4
972,DANAAUDITORIUM1,RTCTR,G,118,186,A,0,8,5
972,DANAAUDITORIUM1,RTCTR,G,116,188,A,0,8,6
972,DANAAUDITORIUM1,RTCTR,G,114,190,A,0,8,7
972,DANAAUDITORIUM1,RTCTR,G,112,192,A,0,8,8
972,DANAAUDITORIUM1,RTCTR,G,110,194,A,0,8,9
972,DANAAUDITORIUM1,RTCTR,G,108,196,A,0,8,10
972,DANAAUDITORIUM1,RTCTR,G,106,198,A,0,8,11
972,DANAAUDITORIUM1,RTCTR,G,104,200,A,0,8,12
972,DANAAUDITORIUM1,RTCTR,G,102,202,A,1,8,13
972,DANAAUDITORIUM1,RTCTR,H,128,204,A,1,9,1
972,DANAAUDITORIUM1,RTCTR,H,126,206,A,0,9,2
972,DANAAUDITORIUM1,RTCTR,H,124,208,A,0,9,3
972,DANAAUDITORIUM1,RTCTR,H,122,210,A,0,9,4
972,DANAAUDITORIUM1,RTCTR,H,120,212,A,0,9,5
972,DANAAUDITORIUM1,RTCTR,H,118,214,A,0,9,6
972,DANAAUDITORIUM1,RTCTR,H,116,216,A,0,9,7
972,DANAAUDITORIUM1,RTCTR,H,114,218,A,0,9,8
972,DANAAUDITORIUM1,RTCTR,H,112,220,A,0,9,9
972,DANAAUDITORIUM1,RTCTR,H,110,222,A,0,9,10
972,DANAAUDITORIUM1,RTCTR,H,108,224,A,0,9,11
972,DANAAUDITORIUM1,RTCTR,H,106,226,A,0,9,12
972,DANAAUDITORIUM1,RTCTR,H,104,228,A,0,9,13
972,DANAAUDITORIUM1,RTCTR,H,102,230,A,1,9,14
972,DANAAUDITORIUM1,RTCTR,J,128,232,A,1,10,1
972,DANAAUDITORIUM1,RTCTR,J,126,234,A,0,10,2
972,DANAAUDITORIUM1,RTCTR,J,124,236,A,0,10,3
972,DANAAUDITORIUM1,RTCTR,J,122,238,A,0,10,4
972,DANAAUDITORIUM1,RTCTR,J,120,240,A,0,10,5
972,DANAAUDITORIUM1,RTCTR,J,118,242,A,0,10,6
972,DANAAUDITORIUM1,RTCTR,J,116,244,A,0,10,7
972,DANAAUDITORIUM1,RTCTR,J,114,246,A,0,10,8
972,DANAAUDITORIUM1,RTCTR,J,112,248,A,0,10,9
972,DANAAUDITORIUM1,RTCTR,J,110,250,A,0,10,10
972,DANAAUDITORIUM1,RTCTR,J,108,252,A,0,10,11
972,DANAAUDITORIUM1,RTCTR,J,106,254,A,0,10,12
972,DANAAUDITORIUM1,RTCTR,J,104,256,A,0,10,13
972,DANAAUDITORIUM1,RTCTR,J,102,258,A,1,10,14
972,DANAAUDITORIUM1,RTCTR,K,128,260,A,1,11,1
972,DANAAUDITORIUM1,RTCTR,K,126,262,A,0,11,2
972,DANAAUDITORIUM1,RTCTR,K,124,264,A,0,11,3
972,DANAAUDITORIUM1,RTCTR,K,122,266,A,0,11,4
972,DANAAUDITORIUM1,RTCTR,K,120,268,A,0,11,5
972,DANAAUDITORIUM1,RTCTR,K,118,270,A,0,11,6
972,DANAAUDITORIUM1,RTCTR,K,116,272,A,0,11,7
972,DANAAUDITORIUM1,RTCTR,K,114,274,A,0,11,8
972,DANAAUDITORIUM1,RTCTR,K,112,276,A,0,11,9
972,DANAAUDITORIUM1,RTCTR,K,110,278,A,0,11,10
972,DANAAUDITORIUM1,RTCTR,K,108,280,A,0,11,11
972,DANAAUDITORIUM1,RTCTR,K,106,282,A,0,11,12
972,DANAAUDITORIUM1,RTCTR,K,104,284,A,0,11,13
972,DANAAUDITORIUM1,RTCTR,K,102,286,A,1,11,14
972,DANAAUDITORIUM1,RTCTR,L,128,288,A,1,12,1
972,DANAAUDITORIUM1,RTCTR,L,126,290,A,0,12,2
972,DANAAUDITORIUM1,RTCTR,L,124,292,A,0,12,3
972,DANAAUDITORIUM1,RTCTR,L,122,294,A,0,12,4
972,DANAAUDITORIUM1,RTCTR,L,120,296,A,0,12,5
972,DANAAUDITORIUM1,RTCTR,L,118,298,A,0,12,6
972,DANAAUDITORIUM1,RTCTR,L,116,300,A,0,12,7
972,DANAAUDITORIUM1,RTCTR,L,114,302,A,0,12,8
972,DANAAUDITORIUM1,RTCTR,L,112,304,A,0,12,9
972,DANAAUDITORIUM1,RTCTR,L,110,306,A,0,12,10
972,DANAAUDITORIUM1,RTCTR,L,108,308,A,0,12,11
972,DANAAUDITORIUM1,RTCTR,L,106,310,A,0,12,12
972,DANAAUDITORIUM1,RTCTR,L,104,312,A,0,12,13
972,DANAAUDITORIUM1,RTCTR,L,102,314,A,1,12,14
972,DANAAUDITORIUM1,RTCTR,M,128,316,A,1,13,1
972,DANAAUDITORIUM1,RTCTR,M,126,318,A,0,13,2
972,DANAAUDITORIUM1,RTCTR,M,124,320,A,0,13,3
972,DANAAUDITORIUM1,RTCTR,M,122,322,A,0,13,4
972,DANAAUDITORIUM1,RTCTR,M,120,324,A,0,13,5
972,DANAAUDITORIUM1,RTCTR,M,118,326,A,0,13,6
972,DANAAUDITORIUM1,RTCTR,M,116,328,A,0,13,7
972,DANAAUDITORIUM1,RTCTR,M,114,330,A,0,13,8
972,DANAAUDITORIUM1,RTCTR,M,112,332,A,0,13,9
972,DANAAUDITORIUM1,RTCTR,M,110,334,A,0,13,10
972,DANAAUDITORIUM1,RTCTR,M,108,336,A,0,13,11
972,DANAAUDITORIUM1,RTCTR,M,106,338,A,0,13,12
972,DANAAUDITORIUM1,RTCTR,M,104,340,A,0,13,13
972,DANAAUDITORIUM1,RTCTR,M,102,342,A,1,13,14
972,DANAAUDITORIUM1,RTCTR,N,128,344,A,1,14,1
972,DANAAUDITORIUM1,RTCTR,N,126,346,A,0,14,2
972,DANAAUDITORIUM1,RTCTR,N,124,348,A,0,14,3
972,DANAAUDITORIUM1,RTCTR,N,122,350,A,0,14,4
972,DANAAUDITORIUM1,RTCTR,N,120,352,A,0,14,5
972,DANAAUDITORIUM1,RTCTR,N,118,354,A,0,14,6
972,DANAAUDITORIUM1,RTCTR,N,116,356,A,0,14,7
972,DANAAUDITORIUM1,RTCTR,N,114,358,A,0,14,8
972,DANAAUDITORIUM1,RTCTR,N,112,360,A,0,14,9
972,DANAAUDITORIUM1,RTCTR,N,110,362,A,0,14,10
972,DANAAUDITORIUM1,RTCTR,N,108,364,A,0,14,11
972,DANAAUDITORIUM1,RTCTR,N,106,366,A,0,14,12
972,DANAAUDITORIUM1,RTCTR,N,104,368,A,0,14,13
972,DANAAUDITORIUM1,RTCTR,N,102,370,A,1,14,14
972,DANAAUDITORIUM1,RTCTR,O,128,372,A,1,15,1
972,DANAAUDITORIUM1,RTCTR,O,126,374,A,0,15,2
972,DANAAUDITORIUM1,RTCTR,O,124,376,A,0,15,3
972,DANAAUDITORIUM1,RTCTR,O,122,378,A,0,15,4
972,DANAAUDITORIUM1,RTCTR,O,120,380,A,0,15,5
972,DANAAUDITORIUM1,RTCTR,O,118,382,A,0,15,6
972,DANAAUDITORIUM1,RTCTR,O,116,384,A,0,15,7
972,DANAAUDITORIUM1,RTCTR,O,114,386,A,0,15,8
972,DANAAUDITORIUM1,RTCTR,O,112,388,A,0,15,9
972,DANAAUDITORIUM1,RTCTR,O,110,390,A,0,15,10
972,DANAAUDITORIUM1,RTCTR,O,108,392,A,0,15,11
972,DANAAUDITORIUM1,RTCTR,O,106,394,A,0,15,12
972,DANAAUDITORIUM1,RTCTR,O,104,396,A,0,15,13
972,DANAAUDITORIUM1,RTCTR,O,102,398,A,1,15,14
972,DANAAUDITORIUM1,RTCTR,P,128,400,A,1,16,1
972,DANAAUDITORIUM1,RTCTR,P,126,402,A,0,16,2
972,DANAAUDITORIUM1,RTCTR,P,124,404,A,0,16,3
972,DANAAUDITORIUM1,RTCTR,P,122,406,A,0,16,4
972,DANAAUDITORIUM1,RTCTR,P,120,408,A,0,16,5
972,DANAAUDITORIUM1,RTCTR,P,118,410,A,0,16,6
972,DANAAUDITORIUM1,RTCTR,P,116,412,A,0,16,7
972,DANAAUDITORIUM1,RTCTR,P,114,414,A,0,16,8
972,DANAAUDITORIUM1,RTCTR,P,112,416,A,0,16,9
972,DANAAUDITORIUM1,RTCTR,P,110,418,A,0,16,10
972,DANAAUDITORIUM1,RTCTR,P,108,420,A,0,16,11
972,DANAAUDITORIUM1,RTCTR,P,106,422,A,0,16,12
972,DANAAUDITORIUM1,RTCTR,P,104,424,A,0,16,13
972,DANAAUDITORIUM1,RTCTR,P,102,426,A,1,16,14
972,DANAAUDITORIUM1,RTCTR,R,102,454,A,1,17,14
972,DANAAUDITORIUM1,RTCTR,R,128,428,A,1,17,1
972,DANAAUDITORIUM1,RTCTR,R,126,430,A,0,17,2
972,DANAAUDITORIUM1,RTCTR,R,124,432,A,0,17,3
972,DANAAUDITORIUM1,RTCTR,R,122,434,A,0,17,4
972,DANAAUDITORIUM1,RTCTR,R,120,436,A,0,17,5
972,DANAAUDITORIUM1,RTCTR,R,118,438,A,0,17,6
972,DANAAUDITORIUM1,RTCTR,R,116,440,A,0,17,7
972,DANAAUDITORIUM1,RTCTR,R,114,442,A,0,17,8
972,DANAAUDITORIUM1,RTCTR,R,112,444,A,0,17,9
972,DANAAUDITORIUM1,RTCTR,R,110,446,A,0,17,10
972,DANAAUDITORIUM1,RTCTR,R,108,448,A,0,17,11
972,DANAAUDITORIUM1,RTCTR,R,106,450,A,0,17,12
972,DANAAUDITORIUM1,RTCTR,R,104,452,A,0,17,13
972,DANAAUDITORIUM1,RTCTR,S,128,456,A,1,18,1
972,DANAAUDITORIUM1,RTCTR,S,126,458,A,0,18,2
972,DANAAUDITORIUM1,RTCTR,S,124,460,A,0,18,3
972,DANAAUDITORIUM1,RTCTR,S,122,462,A,0,18,4
972,DANAAUDITORIUM1,RTCTR,S,120,464,A,0,18,5
972,DANAAUDITORIUM1,RTCTR,S,118,466,A,0,18,6
972,DANAAUDITORIUM1,RTCTR,S,116,468,A,0,18,7
972,DANAAUDITORIUM1,RTCTR,S,114,470,A,0,18,8
972,DANAAUDITORIUM1,RTCTR,S,112,472,A,0,18,9
972,DANAAUDITORIUM1,RTCTR,S,110,474,A,0,18,10
972,DANAAUDITORIUM1,RTCTR,S,108,476,A,0,18,11
972,DANAAUDITORIUM1,RTCTR,S,106,478,A,0,18,12
972,DANAAUDITORIUM1,RTCTR,S,104,480,A,0,18,13
972,DANAAUDITORIUM1,RTCTR,S,102,482,A,1,18,14
972,DANAAUDITORIUM1,RTCTR,T,128,484,A,1,19,1
972,DANAAUDITORIUM1,RTCTR,T,126,486,A,0,19,2
972,DANAAUDITORIUM1,RTCTR,T,124,488,A,0,19,3
972,DANAAUDITORIUM1,RTCTR,T,122,490,A,0,19,4
972,DANAAUDITORIUM1,RTCTR,T,120,492,A,0,19,5
972,DANAAUDITORIUM1,RTCTR,T,118,494,A,0,19,6
972,DANAAUDITORIUM1,RTCTR,T,116,496,A,0,19,7
972,DANAAUDITORIUM1,RTCTR,T,114,498,A,0,19,8
972,DANAAUDITORIUM1,RTCTR,T,112,500,A,0,19,9
972,DANAAUDITORIUM1,RTCTR,T,110,502,A,0,19,10
972,DANAAUDITORIUM1,RTCTR,T,108,504,A,0,19,11
972,DANAAUDITORIUM1,RTCTR,T,106,506,A,0,19,12
972,DANAAUDITORIUM1,RTCTR,T,104,508,A,0,19,13
972,DANAAUDITORIUM1,RTCTR,T,102,510,A,1,19,14
972,DANAAUDITORIUM1,RTCTR,U,128,512,A,1,20,1
972,DANAAUDITORIUM1,RTCTR,U,126,514,A,0,20,2
972,DANAAUDITORIUM1,RTCTR,U,124,516,A,0,20,3
972,DANAAUDITORIUM1,RTCTR,U,122,518,A,0,20,4
972,DANAAUDITORIUM1,RTCTR,U,120,520,A,0,20,5
972,DANAAUDITORIUM1,RTCTR,U,118,522,A,0,20,6
972,DANAAUDITORIUM1,RTCTR,U,116,524,A,0,20,7
972,DANAAUDITORIUM1,RTCTR,U,114,526,A,0,20,8
972,DANAAUDITORIUM1,RTCTR,U,112,528,A,0,20,9
972,DANAAUDITORIUM1,RTCTR,U,110,530,A,0,20,10
972,DANAAUDITORIUM1,RTCTR,U,108,532,A,0,20,11
972,DANAAUDITORIUM1,RTCTR,U,106,534,A,0,20,12
972,DANAAUDITORIUM1,RTCTR,U,104,536,A,0,20,13
