VenueCode,TemplateName,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image
972,DANAAUDITORIUM1,RTCTR,U,102,538,A,1,20,14
972,DANAAUDITORIUM1,RTCTR,V,128,540,A,1,21,1
972,DANAAUDITORIUM1,RTCTR,V,126,542,A,0,21,2
972,DANAAUDITORIUM1,RTCTR,V,124,544,A,0,21,3
972,DANAAUDITORIUM1,RTCTR,V,122,546,A,0,21,4
972,DANAAUDITORIUM1,RTCTR,V,120,548,A,0,21,5
972,DANAAUDITORIUM1,RTCTR,V,118,550,A,0,21,6
972,DANAAUDITORIUM1,RTCTR,V,116,552,A,0,21,7
972,DANAAUDITORIUM1,RTCTR,V,114,554,A,0,21,8
972,DANAAUDITORIUM1,RTCTR,V,112,556,A,0,21,9
972,DANAAUDITORIUM1,RTCTR,V,110,558,A,0,21,10
972,DANAAUDITORIUM1,RTCTR,V,108,560,A,0,21,11
972,DANAAUDITORIUM1,RTCTR,V,106,562,A,0,21,12
972,DANAAUDITORIUM1,RTCTR,V,104,564,A,0,21,13
972,DANAAUDITORIUM1,RTCTR,V,102,566,A,1,21,14
972,DANAAUDITORIUM1,RTCTR,W,128,568,A,1,22,1
972,DANAAUDITORIUM1,RTCTR,W,126,570,A,0,22,2
972,DANAAUDITORIUM1,RTCTR,W,124,572,A,0,22,3
972,DANAAUDITORIUM1,RTCTR,W,122,574,A,0,22,4
972,DANAAUDITORIUM1,RTCTR,W,120,576,A,0,22,5
972,DANAAUDITORIUM1,RTCTR,W,118,578,A,0,22,6
972,DANAAUDITORIUM1,RTCTR,W,116,580,A,0,22,7
972,DANAAUDITORIUM1,RTCTR,W,114,582,A,0,22,8
972,DANAAUDITORIUM1,RTCTR,W,112,584,A,0,22,9
972,DANAAUDITORIUM1,RTCTR,W,110,586,A,0,22,10
972,DANAAUDITORIUM1,RTCTR,W,108,588,A,0,22,11
972,DANAAUDITORIUM1,RTCTR,W,106,590,A,0,22,12
972,DANAAUDITORIUM1,RTCTR,W,104,592,A,0,22,13
972,DANAAUDITORIUM1,RTCTR,W,102,594,A,1,22,14
972,DANAAUDITORIUM1,RTCTR,X,128,596,A,1,23,1
972,DANAAUDITORIUM1,RTCTR,X,126,598,A,0,23,2
972,DANAAUDITORIUM1,RTCTR,X,124,600,A,0,23,3
972,DANAAUDITORIUM1,RTCTR,X,122,602,A,0,23,4
972,DANAAUDITORIUM1,RTCTR,X,120,604,A,0,23,5
972,DANAAUDITORIUM1,RTCTR,X,118,606,A,0,23,6
972,DANAAUDITORIUM1,RTCTR,X,116,608,A,0,23,7
972,DANAAUDITORIUM1,RTCTR,X,114,610,A,0,23,8
972,DANAAUDITORIUM1,RTCTR,X,112,612,A,0,23,9
972,DANAAUDITORIUM1,RTCTR,X,110,614,A,0,23,10
972,DANAAUDITORIUM1,RTCTR,X,108,616,A,0,23,11
972,DANAAUDITORIUM1,RTCTR,X,106,618,A,0,23,12
972,DANAAUDITORIUM1,RTCTR,X,104,620,A,0,23,13
972,DANAAUDITORIUM1,RTCTR,X,102,622,A,1,23,14
972,DANAAUDITORIUM1,RTCTR,Y,128,624,A,1,24,1
972,DANAAUDITORIUM1,RTCTR,Y,126,626,A,0,24,2
972,DANAAUDITORIUM1,RTCTR,Y,124,628,A,0,24,3
972,DANAAUDITORIUM1,RTCTR,Y,122,630,A,0,24,4
972,DANAAUDITORIUM1,RTCTR,Y,120,632,A,0,24,5
972,DANAAUDITORIUM1,RTCTR,Y,118,634,A,0,24,6
972,DANAAUDITORIUM1,RTCTR,Y,116,636,A,0,24,7
972,DANAAUDITORIUM1,RTCTR,Y,114,638,A,0,24,8
972,DANAAUDITORIUM1,RTCTR,Y,112,640,A,0,24,9
972,DANAAUDITORIUM1,RTCTR,Y,110,642,A,0,24,10
972,DANAAUDITORIUM1,RTCTR,Y,108,644,A,0,24,11
972,DANAAUDITORIUM1,RTCTR,Y,106,646,A,0,24,12
972,DANAAUDITORIUM1,RTCTR,Y,104,648,A,0,24,13
972,DANAAUDITORIUM1,RTCTR,Y,102,650,A,1,24,14
972,DANAAUDITORIUM1,RTCTR,Z,128,652,A,1,25,1
972,DANAAUDITORIUM1,RTCTR,Z,126,654,A,0,25,2
972,DANAAUDITORIUM1,RTCTR,Z,124,656,A,0,25,3
972,DANAAUDITORIUM1,RTCTR,Z,122,658,A,0,25,4
972,DANAAUDITORIUM1,RTCTR,Z,120,660,A,0,25,5
972,DANAAUDITORIUM1,RTCTR,Z,118,662,A,0,25,6
972,DANAAUDITORIUM1,RTCTR,Z,116,664,A,0,25,7
972,DANAAUDITORIUM1,RTCTR,Z,114,666,A,0,25,8
972,DANAAUDITORIUM1,RTCTR,Z,112,668,A,0,25,9
972,DANAAUDITORIUM1,RTCTR,Z,110,670,A,0,25,10
972,DANAAUDITORIUM1,RTCTR,Z,108,672,A,0,25,11
972,DANAAUDITORIUM1,RTCTR,Z,106,674,A,0,25,12
972,DANAAUDITORIUM1,RTCTR,Z,104,676,A,0,25,13
972,DANAAUDITORIUM1,RTCTR,Z,102,678,A,1,25,14
972,DANAAUDITORIUM1,RTSDF,AA,2,960,A,1,1,1
972,DANAAUDITORIUM1,RTSDF,AA,4,962,A,1,1,2
972,DANAAUDITORIUM1,RTSDF,BB,2,964,A,1,2,2
972,DANAAUDITORIUM1,RTSDF,BB,4,966,A,0,2,3
972,DANAAUDITORIUM1,RTSDF,BB,6,968,A,1,2,4
972,DANAAUDITORIUM1,RTSDM,C ,2,680,A,1,1,2
972,DANAAUDITORIUM1,RTSDM,C ,4,682,A,0,1,3
972,DANAAUDITORIUM1,RTSDM,C ,6,684,A,0,1,4
972,DANAAUDITORIUM1,RTSDM,C ,8,686,A,1,1,5
972,DANAAUDITORIUM1,RTSDM,D,2,688,A,1,2,2
972,DANAAUDITORIUM1,RTSDM,D,4,690,A,0,2,3
972,DANAAUDITORIUM1,RTSDM,D,6,692,A,0,2,4
972,DANAAUDITORIUM1,RTSDM,D,8,694,A,0,2,5
972,DANAAUDITORIUM1,RTSDM,D,10,696,A,1,2,6
972,DANAAUDITORIUM1,RTSDM,E,2,698,A,1,3,2
972,DANAAUDITORIUM1,RTSDM,E,4,700,A,0,3,3
972,DANAAUDITORIUM1,RTSDM,E,6,702,A,0,3,4
972,DANAAUDITORIUM1,RTSDM,E,8,704,A,0,3,5
972,DANAAUDITORIUM1,RTSDM,E,10,706,A,1,3,6
972,DANAAUDITORIUM1,RTSDM,F,2,708,A,1,4,2
972,DANAAUDITORIUM1,RTSDM,F,4,710,A,0,4,3
972,DANAAUDITORIUM1,RTSDM,F,6,712,A,0,4,4
972,DANAAUDITORIUM1,RTSDM,F,8,714,A,0,4,5
972,DANAAUDITORIUM1,RTSDM,F,10,716,A,0,4,6
972,DANAAUDITORIUM1,RTSDM,F,12,718,A,1,4,7
972,DANAAUDITORIUM1,RTSDM,G,2,720,A,1,5,3
972,DANAAUDITORIUM1,RTSDM,G,4,722,A,0,5,4
972,DANAAUDITORIUM1,RTSDM,G,6,724,A,0,5,5
972,DANAAUDITORIUM1,RTSDM,G,8,726,A,0,5,6
972,DANAAUDITORIUM1,RTSDM,G,10,728,A,0,5,7
972,DANAAUDITORIUM1,RTSDM,G,12,730,A,1,5,8
972,DANAAUDITORIUM1,RTSDM,H,2,732,A,1,6,3
972,DANAAUDITORIUM1,RTSDM,H,4,734,A,0,6,4
972,DANAAUDITORIUM1,RTSDM,H,6,736,A,0,6,5
972,DANAAUDITORIUM1,RTSDM,H,8,738,A,0,6,6
972,DANAAUDITORIUM1,RTSDM,H,10,740,A,0,6,7
972,DANAAUDITORIUM1,RTSDM,H,12,742,A,0,6,8
972,DANAAUDITORIUM1,RTSDM,H,14,744,A,1,6,9
972,DANAAUDITORIUM1,RTSDM,J,2,746,A,1,7,3
972,DANAAUDITORIUM1,RTSDM,J,4,748,A,0,7,4
972,DANAAUDITORIUM1,RTSDM,J,6,750,A,0,7,5
972,DANAAUDITORIUM1,RTSDM,J,8,752,A,0,7,6
972,DANAAUDITORIUM1,RTSDM,J,10,754,A,0,7,7
972,DANAAUDITORIUM1,RTSDM,J,12,756,A,0,7,8
972,DANAAUDITORIUM1,RTSDM,J,14,758,A,1,7,9
972,DANAAUDITORIUM1,RTSDM,K,2,760,A,1,8,3
972,DANAAUDITORIUM1,RTSDM,K,4,762,A,0,8,4
972,DANAAUDITORIUM1,RTSDM,K,6,764,A,0,8,5
972,DANAAUDITORIUM1,RTSDM,K,8,766,A,0,8,6
972,DANAAUDITORIUM1,RTSDM,K,10,768,A,0,8,7
972,DANAAUDITORIUM1,RTSDM,K,12,770,A,0,8,8
972,DANAAUDITORIUM1,RTSDM,K,14,772,A,1,8,9
972,DANAAUDITORIUM1,RTSDM,L,2,774,A,1,9,3
972,DANAAUDITORIUM1,RTSDM,L,4,776,A,0,9,4
972,DANAAUDITORIUM1,RTSDM,L,6,778,A,0,9,5
972,DANAAUDITORIUM1,RTSDM,L,8,780,A,0,9,6
972,DANAAUDITORIUM1,RTSDM,L,10,782,A,0,9,7
972,DANAAUDITORIUM1,RTSDM,L,12,784,A,0,9,8
972,DANAAUDITORIUM1,RTSDM,L,14,786,A,1,9,9
972,DANAAUDITORIUM1,RTSDM,M,2,788,A,1,10,3
972,DANAAUDITORIUM1,RTSDM,M,4,790,A,0,10,4
972,DANAAUDITORIUM1,RTSDM,M,6,792,A,0,10,5
972,DANAAUDITORIUM1,RTSDM,M,8,794,A,0,10,6
972,DANAAUDITORIUM1,RTSDM,M,10,796,A,0,10,7
972,DANAAUDITORIUM1,RTSDM,M,12,798,A,0,10,8
972,DANAAUDITORIUM1,RTSDM,M,14,800,A,1,10,9
972,DANAAUDITORIUM1,RTSDM,N,2,802,A,1,11,3
972,DANAAUDITORIUM1,RTSDM,N,4,804,A,0,11,4
972,DANAAUDITORIUM1,RTSDM,N,6,806,A,0,11,5
972,DANAAUDITORIUM1,RTSDM,N,8,808,A,0,11,6
972,DANAAUDITORIUM1,RTSDM,N,10,810,A,0,11,7
972,DANAAUDITORIUM1,RTSDM,N,12,812,A,0,11,8
972,DANAAUDITORIUM1,RTSDM,N,14,814,A,1,11,9
972,DANAAUDITORIUM1,RTSDM,O,2,816,A,1,12,3
972,DANAAUDITORIUM1,RTSDM,O,4,818,A,0,12,4
972,DANAAUDITORIUM1,RTSDM,O,6,820,A,0,12,5
972,DANAAUDITORIUM1,RTSDM,O,8,822,A,0,12,6
972,DANAAUDITORIUM1,RTSDM,O,10,824,A,0,12,7
972,DANAAUDITORIUM1,RTSDM,O,12,826,A,0,12,8
972,DANAAUDITORIUM1,RTSDM,O,14,828,A,0,12,9
972,DANAAUDITORIUM1,RTSDM,O,16,830,A,1,12,10
972,DANAAUDITORIUM1,RTSDM,P,2,832,A,1,13,3
972,DANAAUDITORIUM1,RTSDM,P,4,834,A,0,13,4
972,DANAAUDITORIUM1,RTSDM,P,6,836,A,0,13,5
972,DANAAUDITORIUM1,RTSDM,P,8,838,A,0,13,6
972,DANAAUDITORIUM1,RTSDM,P,10,840,A,0,13,7
972,DANAAUDITORIUM1,RTSDM,P,12,842,A,0,13,8
972,DANAAUDITORIUM1,RTSDM,P,14,844,A,0,13,9
972,DANAAUDITORIUM1,RTSDM,P,16,846,A,1,13,10
972,DANAAUDITORIUM1,RTSDM,R,2,848,A,1,14,3
972,DANAAUDITORIUM1,RTSDM,R,4,850,A,0,14,4
972,DANAAUDITORIUM1,RTSDM,R,6,852,A,0,14,5
972,DANAAUDITORIUM1,RTSDM,R,8,854,A,0,14,6
972,DANAAUDITORIUM1,RTSDM,R,10,856,A,0,14,7
972,DANAAUDITORIUM1,RTSDM,R,12,858,A,0,14,8
972,DANAAUDITORIUM1,RTSDM,R,14,860,A,0,14,9
972,DANAAUDITORIUM1,RTSDM,R,16,862,A,1,14,10
972,DANAAUDITORIUM1,RTSDM,S,2,864,A,1,15,3
972,DANAAUDITORIUM1,RTSDM,S,4,866,A,0,15,4
972,DANAAUDITORIUM1,RTSDM,S,6,868,A,0,15,5
972,DANAAUDITORIUM1,RTSDM,S,8,870,A,0,15,6
972,DANAAUDITORIUM1,RTSDM,S,10,872,A,0,15,7
972,DANAAUDITORIUM1,RTSDM,S,12,874,A,0,15,8
972,DANAAUDITORIUM1,RTSDM,S,14,876,A,0,15,9
972,DANAAUDITORIUM1,RTSDM,S,16,878,A,1,15,10
972,DANAAUDITORIUM1,RTSDM,T,2,880,A,1,16,3
972,DANAAUDITORIUM1,RTSDM,T,4,882,A,0,16,4
972,DANAAUDITORIUM1,RTSDM,T,6,884,A,0,16,5
972,DANAAUDITORIUM1,RTSDM,T,8,886,A,0,16,6
972,DANAAUDITORIUM1,RTSDM,T,10,888,A,0,16,7
972,DANAAUDITORIUM1,RTSDM,T,12,890,A,0,16,8
972,DANAAUDITORIUM1,RTSDM,T,14,892,A,0,16,9
972,DANAAUDITORIUM1,RTSDM,T,16,894,A,1,16,10
972,DANAAUDITORIUM1,RTSDM,U,2,896,A,1,17,3
972,DANAAUDITORIUM1,RTSDM,U,4,898,A,0,17,4
972,DANAAUDITORIUM1,RTSDM,U,6,900,A,0,17,5
972,DANAAUDITORIUM1,RTSDM,U,8,902,A,0,17,6
972,DANAAUDITORIUM1,RTSDM,U,10,904,A,0,17,7
972,DANAAUDITORIUM1,RTSDM,U,12,906,A,0,17,8
972,DANAAUDITORIUM1,RTSDM,U,14,908,A,0,17,9
972,DANAAUDITORIUM1,RTSDM,U,16,910,A,1,17,10
972,DANAAUDITORIUM1,RTSDM,V,2,912,A,1,18,3
972,DANAAUDITORIUM1,RTSDM,V,4,914,A,0,18,4
972,DANAAUDITORIUM1,RTSDM,V,6,916,A,0,18,5
972,DANAAUDITORIUM1,RTSDM,V,8,918,A,0,18,6
972,DANAAUDITORIUM1,RTSDM,V,10,920,A,0,18,7
972,DANAAUDITORIUM1,RTSDM,V,12,922,A,0,18,8
972,DANAAUDITORIUM1,RTSDM,V,14,924,A,0,18,9
972,DANAAUDITORIUM1,RTSDM,V,16,926,A,1,18,10
972,DANAAUDITORIUM1,RTSDM,W,2,928,A,1,19,3
972,DANAAUDITORIUM1,RTSDM,W,4,930,A,0,19,4
972,DANAAUDITORIUM1,RTSDM,W,6,932,A,0,19,5
972,DANAAUDITORIUM1,RTSDM,W,8,934,A,0,19,6
972,DANAAUDITORIUM1,RTSDM,W,10,936,A,0,19,7
972,DANAAUDITORIUM1,RTSDM,W,12,938,A,0,19,8
972,DANAAUDITORIUM1,RTSDM,W,14,940,A,0,19,9
972,DANAAUDITORIUM1,RTSDM,W,16,942,A,1,19,10
972,DANAAUDITORIUM1,RTSDM,X,2,944,A,1,20,3
972,DANAAUDITORIUM1,RTSDM,X,4,946,A,0,20,4
972,DANAAUDITORIUM1,RTSDM,X,6,948,A,0,20,5
972,DANAAUDITORIUM1,RTSDM,X,8,950,A,0,20,6
972,DANAAUDITORIUM1,RTSDM,X,10,952,A,0,20,7
972,DANAAUDITORIUM1,RTSDM,X,12,954,A,0,20,8
972,DANAAUDITORIUM1,RTSDM,X,14,956,A,0,20,9
972,DANAAUDITORIUM1,RTSDM,X,16,958,A,1,20,10
972,DANAAUDITORIUM1,RTSDR,Y,2,970,A,1,1,3
972,DANAAUDITORIUM1,RTSDR,Y,4,972,A,0,1,4
972,DANAAUDITORIUM1,RTSDR,Y,6,974,A,0,1,5
972,DANAAUDITORIUM1,RTSDR,Y,8,976,A,0,1,6
972,DANAAUDITORIUM1,RTSDR,Y,10,978,A,0,1,7
972,DANAAUDITORIUM1,RTSDR,Y,12,980,A,0,1,8
972,DANAAUDITORIUM1,RTSDR,Y,14,982,A,0,1,9
972,DANAAUDITORIUM1,RTSDR,Y,16,984,A,1,1,10
972,DANAAUDITORIUM1,RTSDR,Z,2,986,A,1,2,3
972,DANAAUDITORIUM1,RTSDR,Z,4,988,A,0,2,4
972,DANAAUDITORIUM1,RTSDR,Z,6,990,A,0,2,5
972,DANAAUDITORIUM1,RTSDR,Z,8,992,A,0,2,6
972,DANAAUDITORIUM1,RTSDR,Z,10,994,A,0,2,7
972,DANAAUDITORIUM1,RTSDR,Z,12,996,A,0,2,8
972,DANAAUDITORIUM1,RTSDR,Z,14,998,A,0,2,9
972,DANAAUDITORIUM1,RTSDR,Z,16,1000,A,1,2,10
