VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates,DirectionImage
9693,SPANISHQUARTER1,VIP,VIP,1,A,GOLD,,general,RECT,"20,29,220,100",
9693,SPANISHQUARTER1,GA,General Admission,2,A,GREEN,,general,RECT,"20,116,221,186",
