VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1317,ACADEMYMUSIC3,PRSVC,PATRON RESERVED CENTER,1,A,GOLD,CENTER,,POLY,"202,52,338,151"
1317,ACADEMYMUSIC3,PRSVL,PATRON RESERVED LEFT,2,A,GOLD,LEFT,,POLY,"189,140,137,141,137,58,149,53,189,53,189,53"
1317,ACADEMYMUSIC3,PRSVR,PATRON RESERVED RIGHT,3,A,GOLD,LEFT,,POLY,"352,141,405,141,403,57,391,53,351,53,351,53"
1317,ACADEMYMUSIC3,ORCC3,ORCHESTRA CENTER TIER 3,8,A,GREEN,CENTER,,POLY,"202,150,203,162,217,162,216,211,324,211,324,162,336,162,336,150,336,150"
1317,ACADEMYMUSIC3,ORCL2,ORCHESTRA LEFT TIER 2,4,A,BLUE,LEFT,,POLY,"138,58,137,142,56,143,57,121,75,96,75,108,100,109,101,84,86,85,98,72,138,57,138,57"
1317,ACADEMYMUSIC3,ORCL3,ORCHESTRA LEFT TIER 3,9,A,GREEN,LEFT,,POLY,"189,142,189,181,177,181,177,191,162,191,162,212,84,212,84,202,99,202,99,194,112,193,112,182,98,182,98,175,112,175,112,142,98,142,98,154,84,154,84,164,70,163,70,172,57,172,57,144,98,142,112,142,112,142"
1317,ACADEMYMUSIC3,ORCR2,ORCHESTRA RIGHT TIER 2,5,A,BLUE,LEFT,,POLY,"403,58,442,72,456,86,441,87,441,108,464,107,464,95,483,121,483,140,406,141,406,141"
1317,ACADEMYMUSIC3,ORCR3,ORCHESTRA RIGHT TIER 3,10,A,GREEN,LEFT,,POLY,"350,142,351,181,364,181,364,190,380,190,379,211,456,210,456,201,443,201,442,193,430,193,430,181,444,179,443,173,430,174,430,141,443,142,444,153,457,153,456,163,471,163,471,171,483,171,483,141,442,142,430,141,429,141"
1317,ACADEMYMUSIC3,ORCOC,ORCHESTRA OBSTRUCTED CENTER,15,A,LIGHT BLUE,LEFT,,POLY,"202,162,216,162,216,211,203,211,203,162,203,211,203,216,325,216,324,210,324,162,337,162,337,211,324,211,324,217,203,215,203,215"
1317,ACADEMYMUSIC3,ORCOL,ORCHESTRA OBSTRUCTED LEFT,16,A,LIGHT BLUE,LEFT,,POLY,"188,212,162,212,162,192,176,191,176,180,190,182,189,212,188,221,57,220,57,202,57,172,70,172,70,163,84,164,84,154,97,154,97,142,110,142,110,173,97,173,97,182,110,182,110,193,97,192,97,200,57,201,57,219,188,221,188,221"
1317,ACADEMYMUSIC3,ORCOR,ORCHESTRA OBSTRUCTED RIGHT,17,A,LIGHT BLUE,LEFT,,POLY,"351,211,350,181,364,181,363,190,379,189,379,211,350,211,350,218,483,217,483,201,483,173,470,173,470,163,452,163,454,154,443,154,441,141,430,141,430,172,445,172,445,182,429,182,430,192,443,192,444,201,483,201,483,218,349,218,349,218"
1317,ACADEMYMUSIC3,LGEL2,LOGE LEFT TIER 2,6,A,BLUE,LEFT,,POLY,"263,252,263,231,148,232,123,251,111,241,57,242,57,231,124,231,111,241,123,251,123,251"
1317,ACADEMYMUSIC3,LGEL3,LOGE LEFT TIER 3,11,A,GREEN,LEFT,,POLY,"263,281,263,252,122,252,109,242,30,242,30,251,16,251,17,271,73,271,110,243,122,253,83,281,83,281"
1317,ACADEMYMUSIC3,LGER2,LOGE RIGHT TIER 2,7,A,BLUE,LEFT,,POLY,"278,252,277,231,392,232,419,252,430,240,416,231,484,230,484,239,430,241,419,251,419,251,419,251,419,251"
1317,ACADEMYMUSIC3,LGER3,LOGE RIGHT TIER 3,12,A,GREEN,LEFT,,POLY,"278,281,278,253,418,252,430,241,523,240,523,261,510,261,510,270,469,270,430,242,418,251,458,281,458,281"
1317,ACADEMYMUSIC3,UBLL3,UPPER BALCONY LEFT TIER 3,13,A,GREEN,LEFT,,POLY,"263,304,263,395,109,394,109,383,83,383,83,354,69,354,69,303,69,303"
1317,ACADEMYMUSIC3,UBLR3,UPPER BALCONY RIGHT TIER 3,14,A,GREEN,LEFT,,POLY,"277,303,278,394,431,394,431,384,456,383,457,353,471,354,471,303,471,303"
1317,ACADEMYMUSIC3,ADAL2,ADA LEFT TIER 2,18,H,ADABlack,LEFT,ADA,POLY,"81,90,98,108"
1317,ACADEMYMUSIC3,ADAL3,ADA LEFT TIER 3,20,H,ADABlack,LEFT,ADA,POLY,"66,202,83,220"
1318,ACADEMYMUSIC4,ADAR2,ADA RIGHT TIER 2,19,H,ADABlack,LEFT,ADA,POLY,"443,87,463,107"
1319,ACADEMYMUSIC5,ADAR3,ADA RIGHT TIER 3,21,H,ADABlack,LEFT,ADA,POLY,"457,201,472,217"
