VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1317,ACADEMYMUSIC8,ORCHC,ORCHESTRA CENTER,1,A,GOLD,CENTER,,POLY,"203,247,216,247,216,000,000,000,000,000,000,000,000,000,000,000,000,000"
1317,ACADEMYMUSIC8,ORCHL,ORCHESTRA LEFT,2,A,GOLD,LEFT,,POLY,"189,267,176,267,176,276,161,276,162,297,84,297,84,287,98,287,98,279,111,279,111,266,98,266,98,259,111,259,111,226,97,226,97,238,84,238,83,249,69,248,69,257,57,257,57,208,79,179,78,189,98,189,97,173,82,173,95,159,149,139,189,139,189,139"
1317,ACADEMYMUSIC8,ORCHR,ORCHESTRA RIGHT,3,A,GOLD,LEFT,,POLY,###############################################################################################################################################################################################################################################################
1317,ACADEMYMUSIC8,ORCOC,ORCHESTRA OBSTRUCTED CENTER,8,A,LIGHT BLUE,LEFT,,POLY,"216,296,203,296,203,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1317,ACADEMYMUSIC8,ORCOL,ORCHESTRA OBSTRUCTED LEFT,9,A,LIGHT BLUE,LEFT,,POLY,"162,297,189,297,189,266,176,266,176,277,162,276,162,296,161,305,57,305,57,287,57,257,69,257,69,247,84,249,84,238,96,238,96,225,110,226,111,259,98,258,98,266,110,266,111,279,97,278,97,287,57,287,57,305,160,305,161,305"
1317,ACADEMYMUSIC8,ORCOR,ORCHESTRA OBSTRUCTED RIGHT,10,A,LIGHT BLUE,LEFT,,POLY,"351,295,351,265,363,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1317,ACADEMYMUSIC8,LOGEL,LOGE LEFT,4,A,GOLD,LEFT,,POLY,"263,366,263,317,56,316,56,327,30,327,30,335,15,335,15,357,71,357,84,366,84,366"
1317,ACADEMYMUSIC8,LOGER,LOGE RIGHT,5,A,GOLD,LEFT,,POLY,"278,366,278,317,484,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1317,ACADEMYMUSIC8,UBLTF,UPPER BALCONY LEFT FRONT,6,A,GOLD,LEFT,,POLY,
1317,ACADEMYMUSIC8,UBRTF,UPPER BALCONY RIGHT FRONT,7,A,GOLD,LEFT,,POLY,
1317,ACADEMYMUSIC8,ADALT,ADA LEFT,11,H,ADAGOLD,LEFT,ADA,POLY,"81,173,97,172,97,189,79,187,79,178,83,173,73,171,45,208,45,299,69,299,69,288,82,288,83,302,68,302,67,298,45,298,45,209,74,170,74,170"
1317,ACADEMYMUSIC8,ADART,ADA RIGHT,12,H,ADAGOLD,LEFT,ADA,POLY,"457,172,443,172,444,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1317,ACADEMYMUSIC8,UBLLT,UPPER BALCONY LEFT REAR,6,A,GOLD,LEFT,,POLY,
1317,ACADEMYMUSIC8,UBLRT,UPPER BALCONY RIGHT REAR,7,A,GOLD,LEFT,,POLY,
