VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
2567,ACADEMYMUSIC9,ORCHC,ORCHESTRA CENTER FRONT,1,A,GOLD,CENTER,,POLY,
2567,ACADEMYMUSIC9,ORCHL,ORCHESTRA LEFT,2,A,GOLD,LEFT,,POLY,
2567,ACADEMYMUSIC9,ORCHR,ORCHESTRA RIGHT,3,A,GOLD,LEFT,,POLY,
2567,ACADEMYMUSIC9,ORCOC,ORCHESTRA OBSTRUCTED CENTER,8,A,LIGHT BLUE,LEFT,,POLY,
2567,ACADEMYMUSIC9,ORCOL,ORCHESTRA OBSTRUCTED LEFT,9,A,LIGHT BLUE,LEFT,,POLY,
2567,ACADEMYMUSIC9,ORCOR,ORCHESTRA OBSTRUCTED RIGHT,10,A,LIGHT BLUE,LEFT,,POLY,
2567,ACADEMYMUSIC9,LOGEL,LOGE LEFT,4,A,GOLD,LEFT,,POLY,
2567,ACADEMYMUSIC9,LOGER,LOGE RIGHT,5,A,GOLD,LEFT,,POLY,
2567,ACADEMYMUSIC9,UBLLT,UPPER BALCONY LEFT,6,A,GOLD,LEFT,,POLY,
2567,ACADEMYMUSIC9,UBLRT,UPPER BALCONY RIGHT,7,A,GOLD,LEFT,,POLY,
2567,ACADEMYMUSIC9,ADALT,ADA LEFT,11,H,ADAGOLD,LEFT,ADA,POLY,
2567,ACADEMYMUSIC9,ADART,ADA RIGHT,12,H,ADAGOLD,LEFT,ADA,POLY,
2567,ACADEMYMUSIC9,ORCHB,ORCHESTRA CENTER REAR,1,A,GOLD,CENTER,,POLY,
