VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1779,VICTORIATHEATRE1,ORCC,ORCHESTRA CENTER,1,A,GOLD,CENTER,,POLY,"155,132,166,62,225,63,236,136,236,270,206,271,206,250,183,250,183,270,156,270,156,270"
1779,VICTORIATHEATRE1,OLT1,ORCHESTRA LEFT TIER 1,2,A,GOLD,LEFT,,POLY,"109,67,142,73,130,137,130,237,88,230,87,149,88,150"
1779,VICTORIATHEATRE1,OLT2,ORCHESTRA LEFT TIER 2,12,A,BLUE,LEFT,,POLY,"64,251,129,261,129,239,85,232,85,148,106,66,85,63,63,145,63,145"
1779,VICTORIATHEATRE1,ORT1,ORCHESTRA RIGHT TIER 1,3,A,GOLD,LEFT,,POLY,"263,136,252,72,284,69,308,151,307,231,264,236,264,236"
1779,VICTORIATHEATRE1,ORT2,ORCHESTRA RIGHT TIER 2,13,A,BLUE,LEFT,,POLY,"329,262,305,265,302,246,280,247,280,268,264,270,263,238,308,234,310,149,287,67,308,64,330,143,330,143"
1779,VICTORIATHEATRE1,LGEC,LOGE CENTER,4,A,GOLD,CENTER,,RECT,"154,333,234,362"
1779,VICTORIATHEATRE1,LGEL,LOGE LEFT,5,A,GOLD,LEFT,,POLY,"50,323,47,353,126,361,130,334,130,333"
1779,VICTORIATHEATRE1,LGER,LOGE RIGHT,6,A,GOLD,LEFT,,POLY,"259,333,262,361,344,353,339,324,338,324"
1779,VICTORIATHEATRE1,BCT1,BALCONY CENTER TIER 1,9,A,GOLD,CENTER,,RECT,"154,391,234,419"
1779,VICTORIATHEATRE1,BCT2,BALCONY CENTER TIER 2,14,A,BLUE,CENTER,,RECT,"155,420,235,462"
1779,VICTORIATHEATRE1,BCT3,BALCONY CENTER TIER 3,17,A,GREEN,CENTER,,RECT,"153,462,235,493"
1779,VICTORIATHEATRE1,BLT1,BALCONY LEFT TIER 1,10,A,GOLD,LEFT,,POLY,"100,386,127,390,123,417,98,413,98,413"
1779,VICTORIATHEATRE1,BLT2,BALCONY LEFT TIER 2,15,A,BLUE,LEFT,,POLY,"39,450,46,380,77,383,76,412,121,418,118,459,118,459"
1779,VICTORIATHEATRE1,BLT3,BALCONY LEFT TIER 3,18,A,GREEN,LEFT,,POLY,"38,451,34,482,115,491,119,461"
1779,VICTORIATHEATRE1,BRT1,BALCONY RIGHT TIER 1,11,A,GOLD,LEFT,,POLY,"264,388,288,386,293,414,267,416,268,416"
1779,VICTORIATHEATRE1,BRT2,BALCONY RIGHT TIER 2,16,A,BLUE,LEFT,,POLY,"270,459,266,417,317,412,312,384,344,380,351,449,351,449"
1779,VICTORIATHEATRE1,BRT3,BALCONY RIGHT TIER 3,19,A,GREEN,LEFT,,POLY,"270,461,351,449,355,480,275,491"
1779,VICTORIATHEATRE1,BOXL,BOX LEFT,7,A,GOLD,LEFT,,POLY,"41,285,66,287,63,316,37,312,37,311"
1779,VICTORIATHEATRE1,BOXR,BOX RIGHT,8,A,GOLD,LEFT,,POLY,"322,288,327,316,352,312,350,284,350,284"
1779,VICTORIATHEATRE1,ADAC,ADA CENTER,20,H,ADA GREEN,LEFT,ADA,RECT,"183,252,203,272"
1779,VICTORIATHEATRE1,ADAR,ADA RIGHT,21,H,ADA GREEN,LEFT,ADA,RECT,"284,251,299,268"
