VenueCode,TemplateName,SectionCode,Section,Priority,StatusCode,Color,Justification,SectionType,Shape,Coordinates
1724,LANG1,CNTR,CENTER,1,A,GOLD,CENTER,,POLY,"110,241,131,242,130,256,227,257,229,241,246,238,226,112,227,82,133,83,133,114,133,114"
1724,LANG1,LEFT,LEFT,2,A,GOLD,LEFT,,POLY,"70,253,17,233,2,186,48,97,76,87,108,100,106,100"
1724,LANG1,RGHT,RIGHT,3,A,GOLD,LEFT,,POLY,"259,98,291,87,316,98,360,189,346,236,290,255,290,255"
1724,LANG1,ADA,ADA,3,H,ADAGOLD,LEFT,ADA,POLY,"130,266,108,266,109,241,132,241,131,267,229,266,251,266,247,242,229,243,231,266,231,266"
